basy_yljgid,basy_caption,basy_yydj,flag
510000010184 ,达川区渡市镇木头卫生院,未定级未定等,0
510000010188 ,达川区双庙镇草兴卫生院,未定级未定等,0
510000010192 ,达州市达川区大堰乡卫生院,未定级未定等,0
510000010194 ,达川区管村镇九岭卫生院,未定级未定等,0
510000010196 ,达州市达川区赵固镇卫生院,未定级未定等,0
510000010198 ,达川区管村镇金檀卫生院,未定级未定等,0
510000010200 ,通川区青宁镇卫生院,未定级未定等,0
510000010202 ,通川区梓桐镇卫生院,未定级未定等,0
510000010204 ,通川区北山镇卫生院,未定级未定等,0
510000010206 ,达州市通川区金石镇卫生院,未定级未定等,0
510000010208 ,通川区安云乡卫生院,未定级未定等,0
510000010212 ,达州市达川区南岳镇卫生院,未定级未定等,0
510000010216 ,达州市达川区万家镇卫生院,未定级未定等,0
510000010218 ,达川区大树镇黄庭卫生院,未定级未定等,0
510000010220 ,达川区万家镇黄都卫生院,未定级未定等,0
510000010222 ,达川区麻柳镇葫芦卫生院,未定级未定等,0
510000010224 ,达川区麻柳镇东兴卫生院,未定级未定等,0
510000010226 ,达川区麻柳镇檀木卫生院,未定级未定等,0
510000010228 ,达川区麻柳镇花红卫生院,未定级未定等,0
510000010230 ,达州市达川区安仁乡卫生院,未定级未定等,0
510000010232 ,达川区麻柳镇大滩卫生院,未定级未定等,0
510000010236 ,达州市达川区桥湾镇卫生院,未定级未定等,0
510000010240 ,达川区三里坪街道社区卫生服务中心,未定级未定等,0
510000010242 ,宣汉县凉风乡卫生院,未定级未定等,0
510000010244 ,宣汉县黄石乡卫生院,未定级未定等,0
510000010246 ,宣汉县下八镇卫生院,未定级未定等,0
510000010248 ,宣汉县双河中心卫生院,未定级未定等,0
510000010250 ,宣汉县马渡关镇卫生院,未定级未定等,0
510000010252 ,宣汉县庆云乡卫生院,未定级未定等,0
510000010254 ,宣汉县隘口乡卫生院,未定级未定等,0
510000010256 ,宣汉县樊哙中心卫生院,未定级未定等,0
510000010258 ,宣汉县大成镇卫生院,未定级未定等,0
510000010260 ,宣汉县土黄中心卫生院,未定级未定等,0
510000010262 ,宣汉县华景镇卫生院,未定级未定等,0
510000010264 ,宣汉县柳池镇卫生院,未定级未定等,0
510000010266 ,宣汉县白马镇卫生院,未定级未定等,0
510000010268 ,宣汉县漆碑乡卫生院,未定级未定等,0
510000010270 ,宣汉县清溪中心卫生院,未定级未定等,0
510000010272 ,宣汉县东乡街道三河卫生院,未定级未定等,0
510000010274 ,宣汉县老君乡卫生院,未定级未定等,0
510000010276 ,宣汉县峰城中心卫生院,未定级未定等,0
510000010278 ,宣汉县普光镇卫生院,未定级未定等,0
510000010280 ,宣汉县君塘中心卫生院,未定级未定等,0
510000010282 ,宣汉县观山乡卫生院,未定级未定等,0
510000010284 ,宣汉县君塘镇明月卫生院,未定级未定等,0
510000010286 ,宣汉县桃花镇卫生院,未定级未定等,0
510000010288 ,宣汉县君塘镇红岭卫生院,未定级未定等,0
510000010290 ,宣汉县凤林乡卫生院,未定级未定等,0
510000010292 ,宣汉县南坪乡卫生院,未定级未定等,0
510000010294 ,宣汉县第二人民医院,二级甲等,0
510000010296 ,宣汉县东乡街道社区卫生服务中心,未定级未定等,0
510000010298 ,宣汉县天生中心卫生院,未定级未定等,0
510000010300 ,宣汉县七里镇卫生院,未定级未定等,0
510000010302 ,宣汉县柏树镇卫生院,未定级未定等,0
510000010304 ,宣汉县庙安乡卫生院,未定级未定等,0
510000010306 ,宣汉县庙安镇天宝卫生院,未定级未定等,0
510000010308 ,宣汉县东林乡卫生院,未定级未定等,0
510000010310 ,宣汉县芭蕉镇卫生院,未定级未定等,0
510000010312 ,宣汉县塔河乡卫生院,未定级未定等,0
510000010314 ,宣汉县上峡镇卫生院,未定级未定等,0
510000010316 ,宣汉县南坝中心卫生院,未定级未定等,0
510000010318 ,宣汉县南坝镇天台卫生院,未定级未定等,0
510000010320 ,宣汉县五宝镇卫生院,未定级未定等,0
510000010322 ,宣汉县茶河镇卫生院,未定级未定等,0
510000010324 ,宣汉县三墩土家族乡卫生院,未定级未定等,0
510000010326 ,宣汉县漆树乡卫生院,未定级未定等,0
510000010328 ,宣汉县渡口土家族乡卫生院,未定级未定等,0
510000010330 ,宣汉县龙泉乡卫生院,未定级未定等,0
510000010332 ,宣汉县新华中心卫生院,未定级未定等,0
510000010334 ,宣汉县石铁乡卫生院,未定级未定等,0
510000010336 ,宣汉县厂溪乡卫生院,未定级未定等,0
510000010338 ,宣汉县黄金镇卫生院,未定级未定等,0
510000010340 ,宣汉县胡家中心卫生院,未定级未定等,0
510000010342 ,宣汉县毛坝镇卫生院,未定级未定等,0
510000010344 ,宣汉县花池乡卫生院,未定级未定等,0
510000010346 ,宣汉县红峰镇凤鸣卫生院,未定级未定等,0
510000010348 ,宣汉县红峰乡卫生院,未定级未定等,0
510000010352 ,宣汉县蒲江街道社区卫生服务中心,未定级未定等,0
510000010354 ,开江县天师镇卫生院,未定级未定等,0
510000010356 ,开江县永兴中心卫生院,未定级未定等,0
510000010358 ,开江县宝石镇卫生院,未定级未定等,0
510000010360 ,开江县回龙中心卫生院,未定级未定等,0
510000010364 ,开江县甘棠镇卫生院,未定级未定等,0
510000010366 ,开江县任市中心卫生院（开江县第二人民医院）,未定级未定等,0
510000010368 ,开江县长田乡卫生院,未定级未定等,0
510000010370 ,开江县八庙镇卫生院,未定级未定等,0
510000010374 ,开江县广福镇卫生院,未定级未定等,0
510000010378 ,开江县新街乡卫生院,未定级未定等,0
510000010380 ,开江县靖安乡卫生院,未定级未定等,0
510000010382 ,开江县骑龙乡卫生院,未定级未定等,0
510000010384 ,开江县沙坝场乡卫生院,未定级未定等,0
510000010386 ,开江县灵岩镇卫生院,未定级未定等,0
510000010388 ,开江县新太乡卫生院,未定级未定等,0
510000010390 ,开江县梅家乡卫生院,未定级未定等,0
510000010392 ,开江县新宁镇卫生院,未定级未定等,0
510000010400 ,开江县讲治镇卫生院,未定级未定等,0
510000010404 ,开江县普安镇卫生院,未定级未定等,0
510000010412 ,开江县长岭中心卫生院,未定级未定等,0
510000010414 ,大竹县观音中心卫生院,未定级未定等,0
510000010416 ,大竹县周家中心卫生院,未定级未定等,0
510000010418 ,大竹县庙坝中心卫生院,未定级未定等,0
510000010420 ,大竹县杨家中心卫生院,未定级未定等,0
510000010422 ,大竹县石子中心卫生院,未定级未定等,0
510000010424 ,大竹县高穴中心卫生院,未定级未定等,0
510000010426 ,大竹县竹阳中心卫生院,未定级未定等,0
510000010428 ,大竹县文星中心卫生院,未定级未定等,0
510000010430 ,大竹县石桥铺中心卫生院,未定级未定等,0
510000010432 ,大竹县清河中心卫生院,未定级未定等,0
510000010434 ,大竹县石河中心卫生院,未定级未定等,0
510000010436 ,大竹县双拱镇卫生院,未定级未定等,0
510000010438 ,大竹县月华镇卫生院,未定级未定等,0
510000010442 ,大竹县李家乡卫生院,未定级未定等,0
510000010444 ,大竹县柏家乡卫生院,未定级未定等,0
510000010446 ,大竹县柏林镇卫生院,未定级未定等,0
510000010450 ,大竹县二郎镇卫生院,未定级未定等,0
510000010454 ,大竹县四合镇卫生院,未定级未定等,0
510000010456 ,大竹县杨通乡卫生院,未定级未定等,0
510000010458 ,大竹县张家镇卫生院,未定级未定等,0
510000010462 ,大竹县天城镇卫生院,未定级未定等,0
510000010466 ,大竹县蒲包乡卫生院,未定级未定等,0
510000010468 ,大竹县黄滩乡卫生院,未定级未定等,0
510000010472 ,大竹县中和乡卫生院,未定级未定等,0
510000010476 ,大竹县新生乡卫生院,未定级未定等,0
510000010480 ,大竹县城西乡卫生院,未定级未定等,0
510000010482 ,大竹县永胜镇卫生院,未定级未定等,0
510000010490 ,大竹县金鸡乡卫生院,未定级未定等,0
510000010492 ,大竹县妈妈镇卫生院,未定级未定等,0
510000010496 ,大竹县竹北乡卫生院,未定级未定等,0
510000010500 ,大竹县童家镇卫生院,未定级未定等,0
510000010502 ,大竹县乌木镇卫生院,未定级未定等,0
510000010504 ,大竹县东柳中心卫生院,未定级未定等,0
510000010506 ,大竹县安吉乡卫生院,未定级未定等,0
510000010510 ,大竹县人和镇卫生院,未定级未定等,0
510000010512 ,大竹县中华乡卫生院,未定级未定等,0
510000010514 ,大竹县黄家乡卫生院,未定级未定等,0
510000010518 ,大竹县白坝镇卫生院,未定级未定等,0
510000010520 ,大竹县双溪乡卫生院,未定级未定等,0
510000010526 ,大竹县高明镇卫生院,未定级未定等,0
510000010530 ,大竹县八渡乡卫生院,未定级未定等,0
510000010534 ,大竹县神合乡卫生院,未定级未定等,0
510000010538 ,大竹县姚市乡卫生院,未定级未定等,0
510000010544 ,大竹县牌坊乡卫生院,未定级未定等,0
510000010546 ,大竹县欧家镇卫生院,未定级未定等,0
510000010548 ,大竹县清水中心卫生院,未定级未定等,0
510000010552 ,大竹县莲印乡卫生院,未定级未定等,0
510000010554 ,大竹县川主乡卫生院,未定级未定等,0
510000010556 ,大竹县团坝镇卫生院,未定级未定等,0
510000010558 ,大竹县朝阳乡卫生院,未定级未定等,0
510000010562 ,渠县渠江街道社区卫生服务中心(渠县渠江镇卫生院),未定级未定等,0
510000010564 ,渠县临巴镇中心卫生院,未定级未定等,0
510000010566 ,渠县土溪镇中心卫生院,未定级未定等,0
510000010568 ,渠县文崇镇中心卫生院,未定级未定等,0
510000010570 ,渠县涌兴镇中心卫生院,未定级未定等,0
510000010572 ,渠县贵福镇中心卫生院,未定级未定等,0
510000010574 ,渠县岩峰镇中心卫生院,未定级未定等,0
510000010576 ,渠县第三人民医院（渠县静边镇中心卫生院）,未定级未定等,0
510000010578 ,渠县清溪场镇中心卫生院,未定级未定等,0
510000010580 ,渠县宝城镇中心卫生院,未定级未定等,0
510000010582 ,渠县第四人民医院（渠县有庆镇中心卫生院）,未定级未定等,0
510000010584 ,渠县鲜渡镇中心卫生院,未定级未定等,0
510000010586 ,渠县瑯琊镇中心卫生院,未定级未定等,0
510000010588 ,渠县天星街道社区卫生服务中心（渠县天星镇中心卫生院）,未定级未定等,0
510000010590 ,渠县定远镇卫生院,未定级未定等,0
510000010592 ,渠县第二人民医院,未定级未定等,0
510000010594 ,渠县渠北镇卫生院,未定级未定等,0
510000010596 ,渠县青龙镇卫生院,未定级未定等,0
510000010598 ,渠县中滩镇第二卫生院（渠县渠南乡卫生院）,未定级未定等,0
510000010600 ,渠县合力镇卫生院（渠县双土乡卫生院）,未定级未定等,0
510000010602 ,渠县卷硐镇卫生院,未定级未定等,0
510000010604 ,渠县望溪镇卫生院,未定级未定等,0
510000010606 ,渠县有庆镇第二卫生院（渠县嘉禾乡卫生院）,未定级未定等,0
510000010608 ,渠县万寿镇卫生院（渠县板桥乡卫生院）,未定级未定等,0
510000010610 ,渠县有庆镇第三卫生院（渠县屏西乡卫生院）,未定级未定等,0
510000010612 ,渠县中滩镇卫生院,未定级未定等,0
510000010614 ,渠县拱市乡卫生院,未定级未定等,0
510000010616 ,渠县新市镇第二卫生院（渠县宋家乡卫生院）,未定级未定等,0
510000010618 ,渠县新市镇卫生院,未定级未定等,0
510000010620 ,渠县龙凤镇卫生院,未定级未定等,0
510000010622 ,渠县望江乡卫生院（渠县和乐乡卫生院）,未定级未定等,0
510000010624 ,渠县望江乡第二卫生院（渠县望江乡卫生院）,未定级未定等,0
510000010626 ,渠县清溪场镇第二卫生院（渠县射洪乡卫生院）,未定级未定等,0
510000010628 ,渠县静边镇第三卫生院（渠县白兔乡卫生院）,未定级未定等,0
510000010630 ,渠县青丝乡卫生院,未定级未定等,0
510000010632 ,渠县静边镇第二卫生院,未定级未定等,0
510000010634 ,渠县巨光乡第二卫生院（渠县蔡和乡卫生院）,未定级未定等,0
510000010636 ,渠县巨光乡卫生院,未定级未定等,0
510000010638 ,渠县三板镇卫生院,未定级未定等,0
510000010640 ,渠县水口乡卫生院,未定级未定等,0
510000010642 ,渠县贵福镇第三卫生院（渠县柏水乡卫生院）,未定级未定等,0
510000010644 ,渠县贵福镇第二卫生院,未定级未定等,0
510000010646 ,渠县大义乡第二卫生院（渠县义和乡卫生院）,未定级未定等,0
510000010648 ,渠县大义乡卫生院,未定级未定等,0
510000010650 ,渠县报恩乡卫生院,未定级未定等,0
510000010652 ,渠县汇北乡卫生院,未定级未定等,0
510000010654 ,渠县安北乡卫生院,未定级未定等,0
510000010656 ,渠县丰乐镇卫生院,未定级未定等,0
510000010658 ,渠县汇南乡卫生院,未定级未定等,0
510000010660 ,渠县涌兴镇第二卫生院（渠县平安乡卫生院）,未定级未定等,0
510000010662 ,渠县汇东乡卫生院,未定级未定等,0
510000010664 ,渠县东安镇第二卫生院,未定级未定等,0
510000010666 ,渠县东安镇卫生院（渠县流溪镇卫生院）,未定级未定等,0
510000010668 ,渠县青神乡卫生院,未定级未定等,0
510000010670 ,渠县临巴镇第四卫生院（渠县河东乡卫生院）,未定级未定等,0
510000010672 ,渠县临巴镇第三卫生院（渠县龙潭镇卫生院）,未定级未定等,0
510000010674 ,渠县临巴镇第二卫生院（渠县锡溪乡卫生院）,未定级未定等,0
510000010676 ,渠县李渡镇卫生院,未定级未定等,0
510000010678 ,渠县万寿镇第二卫生院（渠县万寿乡卫生院）,未定级未定等,0
510000010680 ,渠县李馥镇卫生院,未定级未定等,0
510000010684 ,万源市官渡中心卫生院,未定级未定等,0
510000010686 ,万源市八台镇堰塘卫生院,未定级未定等,0
510000010688 ,万源市罗文镇花楼卫生院,未定级未定等,0
510000010690 ,万源市草坝镇柳黄卫生院,未定级未定等,0
510000010692 ,万源市固军镇卫生院,未定级未定等,0
510000010694 ,万源市长坝镇卫生院,未定级未定等,0
510000010696 ,万源市罗文中心卫生院,未定级未定等,0
510000010698 ,万源古东关街道社区卫生服务中心,未定级未定等,0
510000010700 ,万源市旧院中心卫生院,未定级未定等,0
510000010702 ,万源市太平中心卫生院,未定级未定等,0
510000010704 ,万源市曾家乡卫生院,未定级未定等,0
510000010706 ,万源市大沙镇卫生院,未定级未定等,0
510000010708 ,万源市河口镇秦河卫生院,未定级未定等,0
510000010710 ,万源市河口镇庙垭卫生院,未定级未定等,0
510000010712 ,万源市草坝中心卫生院,未定级未定等,0
510000010714 ,万源市白果镇卫生院,未定级未定等,0
510000010716 ,万源市大竹镇庙坡卫生院,未定级未定等,0
510000010720 ,万源市大竹中心卫生院,未定级未定等,0
510000010722 ,万源市庙子乡卫生院,未定级未定等,0
510000010724 ,万源市白果镇钟停卫生院,未定级未定等,0
510000010726 ,万源市固军镇白羊卫生院,未定级未定等,0
510000010728 ,万源市玉带乡卫生院,未定级未定等,0
510000010730 ,万源市草坝镇新店卫生院,未定级未定等,0
510000010732 ,万源市白沙镇社区卫生服务中心,未定级未定等,0
510000010734 ,万源市石塘中心卫生院,未定级未定等,0
510000010736 ,万源市官渡镇皮窝卫生院,未定级未定等,0
510000010738 ,万源市青花中心卫生院,未定级未定等,0
510000010740 ,万源市沙滩镇卫生院,未定级未定等,0
510000010742 ,万源市井溪镇卫生院,未定级未定等,0
510000010744 ,万源市蜂桶乡卫生院,未定级未定等,0
510000010748 ,万源市紫溪乡卫生院,未定级未定等,0
510000010750 ,万源市白沙镇曹家卫生院,未定级未定等,0
510000010752 ,万源市八台镇卫生院,未定级未定等,0
510000010754 ,万源市白沙镇花萼卫生院,未定级未定等,0
510000010756 ,万源市永宁镇长石卫生院,未定级未定等,0
510000010758 ,万源市河口中心卫生院,未定级未定等,0
510000010760 ,万源市竹峪中心卫生院,未定级未定等,0
510000010762 ,万源市竹峪镇溪口卫生院,未定级未定等,0
510000010764 ,万源市竹峪镇虹桥卫生院,未定级未定等,0
510000010766 ,万源市永宁镇卫生院,未定级未定等,0
510000010768 ,万源市竹峪镇康乐卫生院,未定级未定等,0
510000010770 ,万源市鹰背镇卫生院,未定级未定等,0
510000010772 ,万源市魏家镇卫生院,未定级未定等,0
510000010774 ,万源市黄钟中心卫生院,未定级未定等,0
510000010776 ,万源市黄钟镇石人卫生院,未定级未定等,0
510000010778 ,万源市铁矿镇卫生院,未定级未定等,0
510000010780 ,万源市黑宝山镇卫生院,未定级未定等,0
510000010782 ,万源市黑宝山镇中坪卫生院,未定级未定等,0
510000010784 ,万源市青花镇罐坝卫生院,未定级未定等,0
510000010786 ,万源市黄钟镇丝罗卫生院,未定级未定等,0
510000010788 ,万源市石窝镇卫生院,未定级未定等,0
510000010794 ,雅安市雨城区草坝镇中心卫生院,未定级未定等,0
510000010796 ,雅安市雨城区周公山镇中心卫生院,未定级未定等,0
510000010798 ,雅安市雨城区晏场镇中心卫生院严桥分院,未定级未定等,0
510000010800 ,雅安市雨城区南二路社区卫生服务中心北郊分中心,未定级未定等,0
510000010802 ,雅安市雨城区多营镇中心卫生院,未定级未定等,0
510000010806 ,雅安市雨城区八步镇中心卫生院,未定级未定等,0
510000010808 ,雅安市雨城区碧峰峡镇中心卫生院,未定级未定等,0
510000010810 ,雅安市雨城区望鱼镇中心卫生院周河分院,未定级未定等,0
510000010812 ,雅安市雨城区碧峰峡镇中心卫生院陇西分院,未定级未定等,0
510000010814 ,雅安市雨城区草坝镇中心卫生院凤鸣分院,未定级未定等,0
510000010820 ,雅安市雨城区大兴社区卫生服务中心,未定级未定等,0
510000010822 ,雅安市雨城区晏场镇中心卫生院,未定级未定等,0
510000010824 ,雅安市雨城区上里镇中心卫生院,未定级未定等,0
510000010826 ,雅安市雨城区上里镇中心卫生院中里分院,未定级未定等,0
510000010830 ,雅安市雨城区多营镇中心卫生院对岩分院,未定级未定等,0
510000010834 ,雅安市雨城区望鱼镇中心卫生院,未定级未定等,0
510000010838 ,雅安市雨城区望鱼镇中心卫生院沙坪分院,未定级未定等,0
510000010842 ,雅安市名山区百丈镇中心卫生院,未定级未定等,0
510000010844 ,雅安市名山区新店镇卫生院,未定级未定等,0
510000010846 ,雅安市名山区黑竹镇卫生院,未定级未定等,0
510000010848 ,雅安市名山区万古镇卫生院,未定级未定等,0
510000010850 ,雅安市名山区中峰镇卫生院,未定级未定等,0
510000010854 ,雅安市名山区马岭镇卫生院,未定级未定等,0
510000010858 ,雅安市名山区红星镇卫生院,未定级未定等,0
510000010860 ,雅安市名山区车岭镇中心卫生院,未定级未定等,0
510000010862 ,雅安市名山区前进镇卫生院,未定级未定等,0
510000010864 ,雅安市名山区永兴街道卫生院,未定级未定等,0
510000010880 ,雅安市名山区茅河镇卫生院,未定级未定等,0
510000010882 ,荥经县花滩镇中心卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010886 ,荥经县六合乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010888 ,荥经县新添中心卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010892 ,荥经县牛背山镇中心卫生院,未定级未定等,0
510000010894 ,荥经县安靖乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010900 ,荥经县附城乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010902 ,荥经县烈太乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010906 ,荥经县天凤乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010910 ,荥经县龙苍沟镇卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010912 ,荥经县泗坪乡中心卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010914 ,荥经县烟竹乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010916 ,荥经县青龙乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010918 ,荥经县新建乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010920 ,荥经县新庙乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010922 ,荥经县荥河乡中心卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010926 ,荥经县严道镇中心卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010928 ,荥经县五宪乡卫生院（妇幼保健计划生育服务站）,未定级未定等,0
510000010934 ,汉源县富林镇卫生院,未定级未定等,0
510000010938 ,汉源县安乐镇卫生院,未定级未定等,0
510000010940 ,汉源县富泉镇卫生院,未定级未定等,0
510000010944 ,汉源县清溪中心卫生院,未定级未定等,0
510000010946 ,汉源县九襄镇双溪卫生院,未定级未定等,0
510000010948 ,汉源县富乡乡卫生院,未定级未定等,0
510000010952 ,汉源县唐家镇卫生院,未定级未定等,0
510000010962 ,汉源县大树中心卫生院,未定级未定等,0
510000010964 ,汉源县坭美乡卫生院,未定级未定等,0
510000010966 ,汉源县片马乡卫生院,未定级未定等,0
510000010968 ,汉源县前域镇卫生院,未定级未定等,0
510000010970 ,汉源县唐家镇河西卫生院,未定级未定等,0
510000010974 ,汉源县九襄镇大田卫生院,未定级未定等,0
510000010976 ,汉源县河南乡卫生院,未定级未定等,0
510000010978 ,汉源县晒经乡卫生院,未定级未定等,0
510000010980 ,汉源县小堡乡卫生院,未定级未定等,0
510000010984 ,汉源县顺河乡卫生院,未定级未定等,0
510000010986 ,汉源县永利乡卫生院,未定级未定等,0
510000010988 ,汉源县皇木中心卫生院,未定级未定等,0
510000010992 ,汉源县乌斯河镇卫生院,未定级未定等,0
510000010994 ,汉源县马烈乡卫生院,未定级未定等,0
510000010998 ,汉源县九襄镇卫生院,未定级未定等,0
510000011000 ,汉源县宜东镇梨园卫生院,未定级未定等,0
510000011002 ,汉源县宜东中心卫生院,未定级未定等,0
510000011006 ,汉源县富庄镇卫生院,未定级未定等,0
510000011014 ,石棉县丰乐乡卫生院,未定级未定等,0
510000011016 ,石棉县回隆中心卫生院,未定级未定等,0
510000011018 ,石棉县迎政乡卫生院,未定级未定等,0
510000011022 ,石棉县栗子坪彝族乡卫生院,未定级未定等,0
510000011024 ,石棉县新民中心卫生院,未定级未定等,0
510000011028 ,石棉县美罗镇卫生院,未定级未定等,0
510000011032 ,石棉县草科藏族乡卫生院,未定级未定等,0
510000011034 ,石棉县王岗坪彝族藏族乡卫生院,未定级未定等,0
510000011038 ,石棉县安顺场中心卫生院,未定级未定等,0
510000011042 ,石棉县美罗镇宰羊卫生院,未定级未定等,0
510000011054 ,天全县兴业乡卫生院,未定级未定等,0
510000011058 ,天全县始阳镇多功卫生院,未定级未定等,0
510000011064 ,天全县思经镇卫生院,未定级未定等,0
510000011068 ,天全县新华乡卫生院,未定级未定等,0
510000011070 ,天全县仁义镇老场卫生院,未定级未定等,0
510000011078 ,天全县始阳镇中心卫生院,未定级未定等,0
510000011080 ,天全县仁义镇中心卫生院,未定级未定等,0
510000011084 ,天全县新场镇中心卫生院,未定级未定等,0
510000011086 ,天全县乐英乡卫生院,未定级未定等,0
510000011092 ,天全县城厢镇卫生院,未定级未定等,0
510000011094 ,芦山县太平镇中心卫生院,未定级未定等,0
510000011096 ,芦山县大川镇中心卫生院,未定级未定等,0
510000011098 ,芦山县宝盛乡卫生院,未定级未定等,0
510000011100 ,芦山县龙门镇中心卫生院,未定级未定等,0
510000011102 ,芦山县飞仙关镇中心卫生院,未定级未定等,0
510000011104 ,芦山县芦阳街道卫生院,未定级未定等,0
510000011108 ,芦山县双石镇卫生院,未定级未定等,0
510000011110 ,芦山县思延镇卫生院,未定级未定等,0
510000011116 ,宝兴县五龙乡卫生院,未定级未定等,0
510000011120 ,宝兴县穆坪镇卫生院,未定级未定等,0
510000011122 ,宝兴县硗碛藏族乡卫生院,未定级未定等,0
510000011136 ,巴州区鼎山中心卫生院,未定级未定等,0
510000011138 ,巴州区曾口中心卫生院,未定级未定等,0
510000011140 ,巴中市恩阳区人民医院,二级甲等,0
510000011142 ,巴中市精神卫生中心（巴中市巴州区第二人民医院）,二级甲等,0
510000011144 ,巴中市恩阳区花丛中心卫生院,未定级未定等,0
510000011146 ,巴中市恩阳区茶坝中心卫生院,未定级未定等,0
510000011148 ,巴州区清江中心卫生院,未定级未定等,0
510000011150 ,巴中市恩阳区雪山中心卫生院,未定级未定等,0
510000011152 ,巴中市巴州区化成中心卫生院,未定级未定等,0
510000011154 ,巴中市恩阳区玉山中心卫生院,未定级未定等,0
510000011156 ,巴中市恩阳区渔溪中心卫生院,未定级未定等,0
510000011158 ,巴州区平梁中心卫生院,未定级未定等,0
510000011160 ,巴中市恩阳区柳林镇卫生院,未定级未定等,0
510000011162 ,巴中市恩阳区柳林镇来龙卫生院,未定级未定等,0
510000011164 ,巴中市恩阳区下八庙镇磨子卫生院,未定级未定等,0
510000011166 ,巴中市恩阳区尹家镇卫生院,未定级未定等,0
510000011168 ,巴中市恩阳区花丛镇镇庙卫生院,未定级未定等,0
510000011170 ,巴中市恩阳区下八庙镇卫生院,未定级未定等,0
510000011172 ,巴中市恩阳区兴隆镇卫生院,未定级未定等,0
510000011174 ,巴中市恩阳区明阳镇卫生院,未定级未定等,0
510000011176 ,巴中市恩阳区文治街道石城卫生院,未定级未定等,0
510000011180 ,巴中市恩阳区明阳镇青木卫生院,未定级未定等,0
510000011182 ,巴中市恩阳区渔溪镇和平场卫生院,未定级未定等,0
510000011184 ,巴中市恩阳区渔溪镇酒店卫生院,未定级未定等,0
510000011186 ,巴中市恩阳区九镇卫生院,未定级未定等,0
510000011188 ,巴中市恩阳区渔溪三河场卫生院,未定级未定等,0
510000011190 ,巴中市恩阳区玉山镇三星卫生院,未定级未定等,0
510000011192 ,巴中市恩阳区关公镇天官卫生院,未定级未定等,0
510000011194 ,巴中市恩阳区玉山镇金山卫生院,未定级未定等,0
510000011196 ,巴中市恩阳区关公镇卫生院,未定级未定等,0
510000011198 ,巴中市恩阳区玉山镇舞凤卫生院,未定级未定等,0
510000011200 ,巴中市恩阳区玉山镇同乐卫生院,未定级未定等,0
510000011202 ,巴中市恩阳区玉山镇双凤卫生院,未定级未定等,0
510000011208 ,巴中市巴州区陇桥社区卫生服务中心,未定级未定等,0
510000011210 ,巴州区平粱乡青山卫生院,未定级未定等,0
510000011212 ,巴州区平梁乡福星卫生院,未定级未定等,0
510000011214 ,巴州区大罗镇卫生院,未定级未定等,0
510000011216 ,巴州区羊凤乡卫生院,未定级未定等,0
510000011218 ,巴中市巴州区梁永镇独柏卫生院,未定级未定等,0
510000011220 ,巴中市巴州区鼎山镇龙背卫生院,未定级未定等,0
510000011222 ,巴州区曾口镇芦山卫生院,未定级未定等,0
510000011226 ,巴中市巴州区凤溪镇卫生院,未定级未定等,0
510000011230 ,巴州区玉堂街道办事处凌云卫生院,未定级未定等,0
510000011236 ,巴州区化成镇金光卫生院,未定级未定等,0
510000011238 ,巴中市巴州区天马山镇柳岗卫生院,未定级未定等,0
510000011242 ,巴中市恩阳区下八庙镇观音井卫生院,未定级未定等,0
510000011244 ,巴中市恩阳区双胜镇卫生院,未定级未定等,0
510000011246 ,巴中市恩阳区观音井镇乐丰卫生院,未定级未定等,0
510000011248 ,巴中市恩阳区群乐镇卫生院,未定级未定等,0
510000011250 ,巴中市恩阳区柳林镇万安卫生院,未定级未定等,0
510000011252 ,巴中市巴州区大和乡卫生院,未定级未定等,0
510000011254 ,四川巴中经济开发区奇章卫生院,未定级未定等,0
510000011256 ,巴中市巴州区水宁寺镇卫生院,未定级未定等,0
510000011258 ,巴州区白庙乡卫生院,未定级未定等,0
510000011260 ,四川巴中经济开发区兴文中心卫生院,未定级未定等,0
510000011262 ,巴中市巴州区水宁寺镇花溪卫生院,未定级未定等,0
510000011264 ,巴中市巴州区清江镇关渡卫生院,未定级未定等,0
510000011266 ,巴州区清江镇中兴卫生院,未定级未定等,0
510000011268 ,巴中市恩阳区雪山镇玉井卫生院,未定级未定等,0
510000011270 ,巴中市恩阳区上八庙镇卫生院,未定级未定等,0
510000011272 ,巴中市恩阳区雪山镇义兴卫生院,未定级未定等,0
510000011274 ,巴中市巴州区玉堂街道办事处卫生院,未定级未定等,0
510000011278 ,巴中市巴州区大东社区卫生服务中心,未定级未定等,0
