,basy_yljgid,basy_caption,basy_dept_adrresscode,basy_yydj
12035,JG_510000010586,渠县琅琊镇中心卫生院,511725,未评级未评等
12047,JG_510000003900,凉山彝族自治州第五人民医院（州精神卫生中心）,513401,二级甲等
12056,JG_510000900364,泸州久正骨科医院,510502,二级甲等
12104,JG_510000011762,安岳县李家镇中心卫生院,512021,未评级未评等
12114,JG_510000008002,南充市顺庆区舞凤社区卫生服务中心,511302,未评级未评等
12146,JG_510000002390,蓬溪县妇幼保健计划生育服务中心（蓬溪县妇幼保健院）,510921,二级甲等
12182,JG_510000005674,中江县城南社区卫生服务中心,510623,未评级未评等
12192,JG_510000013702,普格县普基镇社区卫生服务中心,513428,未评级未评等
12212,JG_510000008496,蓬安县徐家中心卫生院,511323,未评级未评等
12218,JG_510000204074,射洪王氏中医院,510981,一级乙等
12236,JG_510000004676,彭州市隆丰街道军乐社区卫生服务中心,510182,未评级未评等
12244,JG_510000X53285,西昌肛泰肛肠医院,513401,二级未评等
12247,JG_510000004920,大安区新民镇卫生院,510304,未评级未评等
12290,JG_510000904791,赵春中医院,510411,一级未评等
12308,JG_510000006240,梓潼县宝石乡卫生院,510725,未评级未评等
12314,JG_510000183694,巴中纯明五官专科医院,511902,一级甲等
12353,JG_510000201960,喜德县中彝医院,513432,未评级未评等
12366,JG_510000003646,简阳市简城街道红塔社区卫生服务中心,510185,未评级未评等
12400,JG_510000908216,成都双流瑞璟中西医结合医院,510116,一级未评等
12434,JG_510000002854,阆中市妇幼保健计划生育服务中心,511381,二级甲等
12463,JG_510000003882,乡城县藏医院,513336,二级甲等
12477,JG_510000011054,天全县兴业乡卫生院,511825,未评级未评等
12496,JG_510000189900,彭州博泓瑞中医医院,510182,一级未评等
12500,JG_510000184452,蒲江通康中西医结合医院,510131,二级乙等
12526,JG_510000010568,渠县文崇镇卫生院,511725,未评级未评等
12529,JG_510000198124,广元佑安中医医院,510802,二级未评等
12542,JG_510000009220,洪雅县槽渔滩中心卫生院（洪雅县槽渔滩镇妇幼保健计划生育服务站）,511423,未评级未评等
12553,JG_510000X17289,渠县万康中医医院,511725,二级未评等
12564,JG_510000014184,越西县板桥镇中心卫生院,513434,未评级未评等
12576,JG_510000008994,眉山市东坡区太和镇卫生院,511402,未评级未评等
12589,JG_510000000610,成都锦欣中医医院,510104,二级甲等
12605,JG_510000003184,兴文县妇幼保健计划生育服务中心,511528,二级甲等
12608,JG_510000002214,江油河西医院,510781,一级甲等
12625,JG_510000010348,宣汉县红峰镇卫生院,511722,未评级未评等
12630,JG_510000907771,梓潼潼城医院,510725,一级未评等
12642,JG_510000013318,盐源县沃底乡卫生院,513423,未评级未评等
12649,JG_510000004974,荣县新桥中心卫生院,510321,未评级未评等
12665,JG_510000009190,眉山市彭山区观音街道社区卫生服务中心,511403,未评级未评等
12703,JG_510000921550,成都新丽美医疗美容医院,510199,未评级未评等
12720,JG_510000008206,南部县盘龙中心卫生院,511321,未评级未评等
12772,JG_510000938640,资中弘德医院,511025,未评级未评等
12786,JG_5100001929537,都江堰康恩妇科医院,510181,二级未评等
12814,JG_510000014062,凉山州喜德县沙马拉达乡卫生院,513432,未评级未评等
12855,JG_510000168836,仪陇德新医院,511324,二级乙等
12870,JG_510000X02315,金阳华大医院对坪分院,513430,未评级未评等
12901,JG_510000147939,华蓥市蓥城社区卫生服务中心,511681,未评级未评等
12914,JG_510000013876,金阳县芦稿镇卫生院,513430,未评级未评等
12918,JG_510000011498,南江县双流镇卫生院,511922,未评级未评等
12944,JG_510000008088,南充市嘉陵区三会镇卫生院,511304,未评级未评等
12961,JG_510000159836,资阳市雁江区松涛镇卫生院,512002,未评级未评等
12978,JG_510182100AAD,彭州熊氏中医骨科医院,510182,二级未评等
12988,JG_510000008482,营山县太蓬乡卫生院,511322,未评级未评等
13011,JG_510000001826,德阳市口腔医院,510603,三级乙等
13013,JG_510000009966,邻水县城北镇卫生院,511623,未评级未评等
13023,JG_510000007036,遂宁市船山区河沙镇卫生院,510903,未评级未评等
13029,JG_510000006116,盐亭县嫘祖镇卫生院,510723,未评级未评等
13039,JG_510000002244,广元皮肤泌尿专科医院,510802,二级未评等
13045,JG_510000005776,什邡市师古中心卫生院,510682,未评级未评等
13077,JG_510000175380,彭州威立康中医医院,510182,一级未评等
13094,JG_510000006300,北川羌族自治县片口乡卫生院,510726,未评级未评等
13095,JG_510000182326,三台民谊医院,510722,一级未评等
13146,JG_510000011596,平昌县金宝街道六门卫生院,511923,未评级未评等
13154,JG_510000005686,德阳市罗江区白马关镇卫生院,510604,未评级未评等
13159,JG_5100001929893,旺苍德康骨科医院,510821,二级未评等
13168,JG_510000172502,崇州崇仁医院,510184,二级未评等
13172,JG_510000907293,仁寿惠仁医院有限公司,511421,一级未评等
13187,JG_510000007028,遂宁市船山区桂花镇中心卫生院,510903,未评级未评等
13194,JG_510000201502,眉山健民医院,511402,一级未评等
13203,JG_510000904258,长宁普惠医院,511524,一级未评等
13209,JG_510000001502,崇州协好医院,510184,一级乙等
13217,JG_510000014378,美姑县拉马镇中心卫生院,513436,未评级未评等
13218,JG_510000X65865,成都保髋股骨头骨科医院（成都保髋股骨头骨科医院互联网医院）,510106,二级未评等
13226,JG_510000008970,阆中市七里街道双龙卫生院,511381,未评级未评等
13236,JG_510000007566,乐山市沙湾区福禄镇中心卫生院（牛石分院）,511111,未评级未评等
13243,JG_510000004028,冕宁县第二人民医院,513433,二级乙等
13257,JG_510000012970,色达县翁达镇卫生院,513333,未评级未评等
13258,JG_510000004098,成都市青羊区府南金沙社区卫生服务中心,510105,未评级未评等
13260,JG_510000013282,木里藏族自治县倮波乡卫生院,513422,未评级未评等
13287,JG_510000002142,三台刘氏正骨医院,510722,一级未评等
13289,JG_510000003246,邻水东方医院,511623,一级甲等
13295,JG_510000009174,眉山市彭山区凤鸣街道余店社区卫生服务中心,511403,未评级未评等
13301,JG_510000187804,南充友谊医院,511302,未评级未评等
13308,JG_510000X72207,岳池爱康精神病专科医院,511621,二级未评等
13312,JG_510000010286,宣汉县桃花镇卫生院,511722,未评级未评等
13319,JG_510000010136,达州市达川区河市镇社区卫生服务中心,511704,未评级未评等
13323,JG_510000200986,凉山爱尔眼科医院,513401,二级未评等
13330,JG_510000009358,宜宾市叙州区柳嘉镇中心卫生院,511504,未评级未评等
13335,JG_510000006814,剑阁县下寺镇中心卫生院,510823,未评级未评等
13357,JG_510000172950,合江康城肾病专科医院,510522,二级未评等
13388,JG_510000012602,丹巴县半扇门镇中心卫生院,513323,未评级未评等
13406,JG_510000009110,仁寿县板桥镇卫生院,511421,未评级未评等
13407,JG_510000007360,威远县向义镇卫生院,511024,未评级未评等
13442,JG_510000007366,威远县界牌镇卫生院,511024,未评级未评等
13464,JG_510000004274,成都泰兴医院,510114,一级未评等
13466,JG_510000007118,蓬溪县红江镇卫生院,510921,未评级未评等
13484,JG_510000172066,兴文利民医院,511528,一级未评等
13495,JG_510000013824,布拖县补尔乡卫生院,513429,未评级未评等
13507,JG_510000009698,屏山县龙华镇卫生院,511529,未评级未评等
13510,JG_510000166252,广安星华星医院,511602,一级甲等
13517,JG_510000004636,都江堰市蒲阳街道卫生院,510181,未评级未评等
13518,JG_510000004386,成都高新区中和社区卫生服务中心,510199,未评级未评等
13527,JG_510000004922,大安区大山铺中心卫生院,510304,未评级未评等
13534,JG_510000011918,乐至县高寺镇卫生院,512022,未评级未评等
13551,JG_510000007816,峨边彝族自治县新场乡卫生院,511132,未评级未评等
13554,JG_510000201022,龙泉纯德平安医院,510112,一级未评等
13557,JG_510000002016,什邡市第四人民医院,510682,未评级未评等
13569,JG_510000007240,内江市市中区白马镇中心卫生院,511002,未评级未评等
13571,JG_510000006708,青川县蒿溪回族乡卫生院,510822,未评级未评等
13577,JG_510000167662,德阳博爱耳鼻喉专科医院,510603,二级未评等
13587,JG_510000009628,筠连县乐义乡卫生院,511527,未评级未评等
13591,JG_510000004230,成都市龙泉驿区洪安镇公立卫生院,510112,未评级未评等
13598,JG_510000005286,龙马潭区鱼塘街道社区卫生服务中心,510504,未评级未评等
13600,JG_510000013706,普格县西洛镇卫生院,513428,未评级未评等
13601,JG_510000013194,西昌市长安社区卫生服务中心,513401,未评级未评等
13605,JG_510000202636,屏山华创医院,511529,一级未评等
13610,JG_510000010562,渠县渠江街道北门社区卫生服务中心(渠县渠江镇卫生院),511725,未评级未评等
13628,JG_510000011922,乐至县回澜镇中心卫生院,512022,未评级未评等
13633,JG_510000007482,隆昌市云顶镇中心卫生院,511083,未评级未评等
13636,JG_510000925136,威远宝立康医院,511024,未评级未评等
13639,JG_510000013768,普格县黎安乡卫生院,513428,未评级未评等
13646,JG_510000003850,白玉县人民医院,513331,二级甲等
13647,JG_510000005274,龙马潭区胡市中心卫生院(泸州市龙马潭区第三人民医院）,510504,未评级未评等
13649,JG_510000009888,武胜县猛山乡卫生院,511622,未评级未评等
13676,JG_510000909842,西充仁安医院,511325,一级甲等
13678,JG_510000902264,自贡市贡井区筱溪街道社区卫生服务中心,510303,未评级未评等
13680,JG_510000184902,武胜中山医院,511622,一级未评等
13695,JG_510000013946,昭觉县地莫镇中心卫生院,513431,未评级未评等
13702,JG_510000004902,自贡市贡井区五宝中心卫生院,510303,未评级未评等
13711,JG_510000008644,仪陇县新政镇第二社区卫生服务中心,511324,未评级未评等
13720,JG_510000007762,夹江县马村镇中心卫生院,511126,未评级未评等
13725,JG_510000005410,叙永县天池镇卫生院,510524,未评级未评等
13748,JG_510000009180,眉山市彭山区黄丰镇卫生院,511403,未评级未评等
13751,JG_510000008380,营山县柏林乡卫生院,511322,未评级未评等
13757,JG_510000002168,梓潼工人医院,510725,一级甲等
13759,JG_510000006842,剑阁县金仙镇卫生院,510823,未评级未评等
13762,JG_510000005884,绵阳市游仙区仙鹤中心卫生院,510704,未评级未评等
13770,JG_510000007228,大英县天保中心卫生院,510923,未评级未评等
13771,JG_510000X81956,成都泰康蜀园医院,510115,一级未评等
13775,JG_510000008396,营山县小桥中心卫生院,511322,未评级未评等
13793,JG_510000010262,宣汉县华景镇卫生院,511722,未评级未评等
13796,JG_510000007088,遂宁市安居区横山镇观音卫生院,510904,未评级未评等
13815,JG_510000006446,广元市利州区龙潭乡卫生院,510802,未评级未评等
13817,JG_510000908601,西昌礼州张勇医院,513401,未评级未评等
13835,JG_510000005208,江阳区通滩中心卫生院（泸州市江阳区第二人民医院）,510502,未评级未评等
13836,JG_510000010582,渠县第四人民医院（渠县有庆镇中心卫生院）,511725,未评级未评等
13839,JG_510000014416,雷波县永盛镇卫生院,513437,未评级未评等
13843,JG_510000907132,彭山瑞正利康医院,511403,未评级未评等
13852,JG_510000006352,平武县旧堡羌族乡卫生院,510727,未评级未评等
13862,JG_510000904712,会理润康医院,513402,未评级未评等
13866,JG_510000012326,小金县汗牛乡卫生院,513227,未评级未评等
13867,JG_510000006772,剑阁县姚家镇卫生院,510823,未评级未评等
13874,JG_510000187682,邛崃仁德医院,510183,一级未评等
13878,JG_510000X64958,长宁安宁精神病医院,511524,二级未评等
13883,JG_510000001072,前锋医院,510108,一级未评等
13895,JG_510000011646,平昌县云台镇中心卫生院,511923,未评级未评等
13908,JG_510000008040,高坪区会龙镇卫生院,511303,未评级未评等
13926,JG_510000004134,成都市金牛区天回社区卫生服务中心,510106,未评级未评等
13936,JG_510000907594,广旺矿区宝轮院医院,510802,未评级未评等
13952,JG_510000X27664,凉山视康眼科医院,513401,二级未评等
13957,JG_510000010204,通川区北山镇卫生院,511702,未评级未评等
13962,JG_510000002416,大英县妇幼保健院,510923,二级甲等
13986,JG_510000005268,纳溪区龙车镇卫生院（泸州市纳溪区第十人民医院）,510503,未评级未评等
13997,JG_510000001202,成都市新都区妇幼保健院,510114,三级乙等
14013,JG_510000009288,宜宾市翠屏区宗场镇卫生院,511502,未评级未评等
14027,JG_510000011424,南江县杨坝镇中心卫生院,511922,未评级未评等
14048,JG_510000X62413,岳池康骨医院,511621,一级未评等
14049,JG_510000173854,成都武侯西南医院,510107,二级乙等
14056,JG_510000007044,遂宁市船山区唐家乡卫生院,510903,未评级未评等
14060,JG_510000010032,邻水县袁市镇卫生院,511623,未评级未评等
14084,JG_510000934612,苍溪仁信医院,510824,二级未评等
14085,JG_510000147937,南部县杰龄门诊部,511321,未评级未评等
14104,JG_510000003262,华蓥博爱医院,511681,一级乙等
14120,JG_510000182524,泸州纳溪国康医院,510503,一级乙等
14123,JG_510000913402,成都市新都区大丰街道太平社区卫生服务中心,510114,未评级未评等
14134,JG_510000006216,梓潼县黎雅镇中心卫生院,510725,未评级未评等
14136,JG_510000007996,南充市顺庆区西城社区卫生服务中心,511302,未评级未评等
14142,JG_510000191382,仁寿中鑫老年病医院,511421,二级未评等
14150,JG_510000008562,蓬安县福德镇卫生院,511323,未评级未评等
14170,JG_510000001980,广汉市妇幼保健院,510681,三级乙等
14180,JG_510000183762,巴中仁和医院,511902,一级甲等
14183,JG_510000005008,荣县保华镇卫生院,510321,未评级未评等
14205,JG_510000913066,南部济仁康医院,511321,一级未评等
14211,JG_510000004384,四川天府新区新兴卫生院,510110,未评级未评等
14231,JG_510000170930,射洪建华肛泰医院,510981,一级乙等
14241,JG_510000010570,渠县涌兴镇中心卫生院,511725,未评级未评等
14242,JG_510000014170,越西县中所镇中心卫生院,513434,未评级未评等
14253,JG_510000201142,西充县城北新区社区卫生服务中心,511325,未评级未评等
14259,JG_510000010056,华蓥市溪口镇卫生院,511681,未评级未评等
14274,JG_510000006694,青川县乔庄镇中心卫生院,510822,未评级未评等
14287,JG_510000004566,蒲江复兴医院,510131,未评级未评等
14294,JG_510000009390,宜宾市南溪区汪家镇卫生院,511503,未评级未评等
14308,JG_510000010614,渠县拱市乡卫生院,511725,未评级未评等
14316,JG_510000001700,米易县妇幼保健服务中心,510421,二级甲等
14318,JG_510000013606,会东县松坪镇中心卫生院,513426,未评级未评等
14322,JG_510000002530,乐山老年病专科医院,511102,三级乙等
14329,JG_510000014250,甘洛县玉田镇卫生院,513435,未评级未评等
14337,JG_510000008290,南部县升水镇卫生院,511321,未评级未评等
14350,JG_510000003270,达州市妇幼保健计划生育服务中心(达州市妇女儿童医院）,511702,三级乙等
14351,JG_510000006554,广元市昭化区青牛镇卫生院,510811,未评级未评等
14355,JG_510000187908,成都新农医院,510114,一级未评等
14367,JG_510000159916,仁寿县城东社区卫生服务中心,511421,未评级未评等
14376,JG_510000014044,凉山州喜德县光明镇中心卫生院（光明社区卫生服务中心）,513432,未评级未评等
14380,JG_510000011584,平昌县响滩镇中心卫生院,511923,未评级未评等
14402,JG_510000007558,乐山市沙湾区踏水镇中心卫生院,511111,未评级未评等
14405,JG_510000910342,南部三六五医院,511321,一级未评等
14415,JG_510000012034,简阳市涌泉镇卫生院,510185,未评级未评等
14422,JG_510000008216,南部县定水中心卫生院,511321,未评级未评等
14426,JG_510000008974,阆中市保宁社区卫生服务中心,511381,未评级未评等
14452,JG_510000009098,仁寿县谢安镇卫生院,511421,未评级未评等
14456,JG_510000005696,德阳市罗江区万安社区卫生服务中心,510604,未评级未评等
14459,JG_510000005508,德阳市旌阳区德新镇卫生院,510603,未评级未评等
14475,JG_510000009926,武胜县石盘镇卫生院,511622,未评级未评等
14482,JG_510000011608,平昌县龙岗镇中心卫生院,511923,未评级未评等
14491,JG_510000197952,成都市成华区第三人民医院,510108,二级乙等
14518,JG_510000010010,邻水县王家镇卫生院,511623,未评级未评等
14548,JG_510000006212,梓潼县许州镇中心卫生院,510725,未评级未评等
14558,JG_510000007412,资中县马鞍镇卫生院,511025,未评级未评等
14566,JG_510000013512,会理市黎溪镇卫生院,513402,未评级未评等
14591,JG_510000003464,万源健安医院,511781,未评级未评等
14595,JG_510000187678,高坪健民医院,511303,一级甲等
14608,JG_510000011160,巴中市恩阳区柳林镇卫生院,511903,未评级未评等
14620,JG_510000009410,宜宾三江新区罗龙社区卫生服务中心,511599,未评级未评等
14622,JG_510000160196,成都东升医院,510108,未评级未评等
14625,JG_510000005156,盐边县红格中心卫生院,510422,未评级未评等
14628,JG_510000200754,安州东诚医院,510705,一级未评等
14634,JG_510000198026,成都西南脑科医院,510107,二级未评等
14636,JG_510000926243,广汉雒康医院,510681,二级未评等
14637,JG_510000182586,梓潼太康医院,510725,二级乙等
14641,JG_510000007460,隆昌市胡家镇中心卫生院,511083,未评级未评等
14646,JG_510000003864,色达县妇幼保健计划生育服务中心,513333,二级甲等
14647,JG_510000010590,渠县定远镇卫生院,511725,未评级未评等
14651,JG_510000007276,内江市市中区全安镇卫生院,511002,未评级未评等
14655,JG_510000200406,资中吉康医院,511025,一级未评等
14661,JG_510000162870,安岳鑫和医院,512021,一级未评等
14677,JG_510000009716,广安市前锋区代市中心卫生院,511603,未评级未评等
14703,JG_510000003626,安岳县康复医院,512021,未评级未评等
14707,JG_510000004506,大邑元兴卫生院,510129,未评级未评等
14708,JG_510000013562,会东县铁柳镇中心卫生院,513426,未评级未评等
14714,JG_510000002832,蓬安德仁医院,511323,一级未评等
14719,JG_510000203930,宜宾爱尔优视眼科医院,511504,二级未评等
14720,JG_510000181996,眉山东坡石康医院,511402,一级未评等
14736,JG_510000009536,高县文江镇中心卫生院（高县第二人民医院）,511525,未评级未评等
14746,JG_510000007172,射洪市青岗中心卫生院,510981,未评级未评等
14752,JG_510000001630,富顺华英医院,510322,一级甲等
14760,JG_510000012568,甘孜州泸定县德威镇卫生院,513322,未评级未评等
14767,JG_510000185666,普格瑞鑫医院,513428,一级乙等
14781,JG_510000005070,富顺县安溪镇卫生院,510322,未评级未评等
14784,JG_510000920249,内江臻源精神病医院,511011,二级未评等
14786,JG_510000190432,平昌现代医院,511923,一级乙等
14790,JG_510000002500,资中县第二人民医院（资中县精神病医院）,511025,二级乙等
14791,JG_510000010892,荥经县牛背山镇中心卫生院,511822,未评级未评等
14801,JG_510000001162,一六七医院,510112,一级未评等
14826,JG_510000007122,蓬溪县吉祥镇卫生院,510921,未评级未评等
14831,JG_510000005122,米易县草场镇卫生院,510421,未评级未评等
14838,JG_510000007950,南充市顺庆区潆溪街道社区卫生服务中心,511302,未评级未评等
14839,JG_510000013178,西昌市经久乡卫生院,513401,未评级未评等
14842,JG_510000014214,越西县马拖镇中心卫生院,513434,未评级未评等
14850,JG_510000009508,江安县下长镇卫生院,511523,未评级未评等
14852,JG_510000907714,丹巴长征骨科医院,513323,未评级未评等
14861,JG_510000005418,叙永县合乐苗族乡卫生院,510524,未评级未评等
14869,JG_510000010638,渠县三板镇卫生院,511725,未评级未评等
14874,JG_510000004420,四川天府新区正兴社区卫生服务中心,510110,未评级未评等
14925,JG_510000012012,成都东部新区海螺卫生院,510197,未评级未评等
14933,JG_510000007162,射洪市金华中心卫生院,510981,未评级未评等
14934,JG_510000007662,犍为县玉屏镇卫生院,511123,未评级未评等
14944,JG_510000931123,射洪佰信综合医院,510981,一级甲等
14954,JG_5100001929709,广安市广安区北辰社区卫生服务中心,511602,未评级未评等
14961,JG_510000910998,新津岷江颐养居康复医疗中心,510118,未评级未评等
14980,JG_510000X52196,宜宾协同医院,511504,二级未评等
14989,JG_510000006674,旺苍县大两镇卫生院,510821,未评级未评等
14990,JG_510000008406,营山县东升镇卫生院,511322,未评级未评等
14991,JG_510000013328,盐源县泸沽湖镇卫生院,513423,未评级未评等
15001,JG_510000004300,成都欣元医院,510114,一级未评等
15006,JG_510000007250,内江市市中区凌家镇中心卫生院,511002,未评级未评等
15029,JG_510000009650,兴文县古宋镇卫生院,511528,未评级未评等
15033,JG_510000005042,富顺县兜山镇卫生院,510322,未评级未评等
15035,JG_510000001082,成都宏明电子股份有限公司医院,510108,未评级未评等
15048,JG_510000907251,仁寿宏康医院,511421,一级未评等
15049,JG_510000177330,宜宾玛莉亚医院,511502,一级未评等
15053,JG_510000006636,旺苍县大德镇卫生院,510821,未评级未评等
15061,JG_510000005248,纳溪区白节中心卫生院（泸州市纳溪区第六人民医院）,510503,未评级未评等
15067,JG_510000004840,崇州市羊马街道社区卫生服务中心,510184,未评级未评等
15069,JG_510000188562,成都天府新区希华医院,510110,一级未评等
15079,JG_510000200300,成都高新区西园社区卫生服务中心,510199,未评级未评等
15089,JG_510000013478,会理市新发镇卫生院,513402,未评级未评等
15090,JG_510000007156,蓬溪县金桥镇卫生院,510921,未评级未评等
15098,JG_510000004868,崇州市崇庆街道社区卫生服务中心,510184,未评级未评等
15105,JG_510000010588,渠县天星街道社区卫生服务中心,511725,未评级未评等
15107,JG_510000007022,遂宁经济技术开发区社区卫生服务中心,510903,未评级未评等
15117,JG_510000013344,盐源县树河镇卫生院,513423,未评级未评等
15120,JG_510000002132,三台县精神病院,510722,二级甲等
15128,JG_510000203814,乐山瑞和医院（肖坝病区）,511102,二级未评等
15131,JG_510000173042,都江堰市金江社区卫生服务中心,510181,未评级未评等
15167,JG_510000008498,蓬安县兴旺中心卫生院,511323,未评级未评等
15183,JG_510000008752,西充县槐树中心卫生院,511325,未评级未评等
15186,JG_510000004000,宁南县妇幼保健计划生育服务中心（宁南县妇幼保健院）,513427,二级乙等
15194,JG_510000001722,泸州市精神病医院,510502,三级乙等
15202,JG_510000002448,内江泽惠医院,511002,一级未评等
15216,JG_510000001066,成都市成华区妇幼保健院,510108,二级甲等
15228,JG_510000010090,达州市达川区大树镇中心卫生院,511703,未评级未评等
15238,JG_510000X21838,泸县杨九祥和医院,510521,一级未评等
15256,JG_510000009672,兴文县大坝苗族乡卫生院,511528,未评级未评等
15266,JG_510000160424,西昌平安医院,513401,一级甲等
15290,JG_510000182322,三台建林医院,510722,一级未评等
15296,JG_510000172394,兴文雄品中医医院,511528,一级未评等
15313,JG_510000011346,通江县诺江镇卫生院,511921,未评级未评等
15318,JG_510000011660,平昌县笔山镇中心卫生院,511923,未评级未评等
15320,JG_510000010758,万源市河口中心卫生院,511781,未评级未评等
15337,JG_510000011338,通江县涪阳中心卫生院,511921,未评级未评等
15338,JG_510000010558,大竹县朝阳乡卫生院,511724,未评级未评等
15360,JG_510000004354,金堂县转龙镇中心卫生院,510121,未评级未评等
15367,JG_510000007410,资中县双河镇卫生院,511025,未评级未评等
15384,JG_510000006294,北川羌族自治县曲山镇卫生院,510726,未评级未评等
15395,JG_510000004686,彭州市致和街道社区卫生服务中心,510182,未评级未评等
15424,JG_510000X94050,蒲江西南任氏骨科医院,510131,二级未评等
15428,JG_510000005050,富顺县李桥镇卫生院,510322,未评级未评等
15437,JG_510000160116,资阳济民医院有限责任公司仁德西路医院,512002,一级未评等
15445,JG_510000001384,新津吴氏医院,510118,一级未评等
15456,JG_510000901197,南江长赤平安医院,511922,一级甲等
15460,JG_510000900263,宜宾家声医院,511504,一级乙等
15463,JG_510000159872,夹江县漹城社区卫生服务中心,511126,未评级未评等
15472,JG_510000011662,平昌县泥龙镇卫生院,511923,未评级未评等
15488,JG_510000005676,德阳市罗江区略坪镇中心卫生院,510604,未评级未评等
15490,JG_510000000782,成都风湿医院（成都风湿医院互联网医院）,510105,二级未评等
15500,JG_510000003790,康定市民族医院,513301,二级甲等
15567,JG_510000X61669,成都汉和中医治未病医院,510114,一级未评等
15593,JG_510000009138,仁寿县视高街道社区卫生服务中心,511499,未评级未评等
15616,JG_510000174056,宜宾荷花池医院,511599,一级未评等
15644,JG_510000919672,成都九龙医院（成都九龙中医医院）,510105,二级未评等
15647,JG_510000910796,沐川新区中医医院,511129,未评级未评等
15651,JG_510000011022,石棉县栗子坪彝族乡卫生院,511824,未评级未评等
15658,JG_510000006614,旺苍县东河镇中心卫生院,510821,未评级未评等
15689,JG_510000X80743,凉山中科耳鼻喉专科医院,513401,二级未评等
15692,JG_510000013708,普格县螺髻山镇卫生院,513428,未评级未评等
15717,JG_510000147627,成都市武侯区红牌楼社区卫生服务中心,510107,未评级未评等
15718,JG_510000001812,叙永县妇幼保健计划生育服务中心（叙永县妇幼保健院）,510524,二级乙等
15731,JG_510000X20172,三台景福阳光医院,510722,一级未评等
15735,JG_510000004538,大邑县西岭镇公立卫生院,510129,未评级未评等
15760,JG_510000008000,南充市顺庆区北城社区卫生服务中心,511302,未评级未评等
15799,JG_510000003684,汶川县人民医院,513221,三级乙等
15800,JG_510000011110,芦山县思延镇卫生院,511826,未评级未评等
15816,JG_510000004958,自贡市沿滩区邓关街道社区卫生服务中心,510311,未评级未评等
15825,JG_510000007290,内江市东兴区高梁中心卫生院,511011,未评级未评等
15859,JG_510000910956,娇点医学美容医院,510199,未评级未评等
15860,JG_510000202130,宜宾天池医院,511502,一级未评等
15867,JG_510000001590,自贡市大安区妇幼保健院（大安区红十字博爱妇幼保健院）,510304,三级乙等
15873,JG_510000010106,达州市达川区赵家镇中心卫生院,511703,未评级未评等
15877,JG_510000006510,广元市昭化区柏林沟镇卫生院,510811,未评级未评等
15893,JG_510000010102,达州市达川区石桥镇中心卫生院,511703,未评级未评等
15894,JG_510000189472,彭州华康中西医结合医院,510182,一级未评等
15898,JG_510000010880,雅安市名山区茅河镇卫生院,511803,未评级未评等
15911,JG_510000009238,青神县瑞峰镇中心卫生院,511425,未评级未评等
15917,JG_510000199426,南充罾康医院,511302,未评级未评等
15918,JG_510000188160,马尔康市人民医院,513201,二级甲等
15919,JG_510000204080,宜宾三松医院,511502,二级乙等
15934,JG_510000900519,彭州市天彭街道西郊社区卫生服务中心,510182,未评级未评等
15954,JG_510000005794,绵竹市广济镇卫生院,510683,未评级未评等
15973,JG_510000187164,双流普仁医院,510116,一级未评等
15976,JG_510000006506,广元市昭化区王家镇中心卫生院,510811,未评级未评等
16015,JG_510000011002,汉源县宜东中心卫生院,511823,未评级未评等
16021,JG_510000189040,西充益民医院,511325,二级乙等
16027,JG_510000004918,自贡市大安区和平镇卫生院,510304,未评级未评等
16038,JG_510000010728,万源市玉带乡卫生院,511781,未评级未评等
16048,JG_510000005892,绵阳市游仙区魏城中心卫生院,510704,未评级未评等
16052,JG_510000907373,内江市市中区中医医院,511002,二级未评等
16080,JG_510000005664,中江县万福中心卫生院,510623,未评级未评等
16081,JG_510000005940,三台县富顺镇中心卫生院,510722,未评级未评等
16124,JG_510000911658,南充养康康复医疗中心,511303,未评级未评等
16148,JG_510000009622,筠连县丰乐乡卫生院,511527,未评级未评等
16152,JG_510000910845,成都市成华区双水碾社区卫生服务中心,510108,未评级未评等
16167,JG_510000911955,西充仁爱精神病医院,511325,二级乙等
16176,JG_510000008116,南充市嘉陵区大通镇中心卫生院,511304,未评级未评等
16178,JG_510000006298,北川羌族自治县漩坪乡卫生院,510726,未评级未评等
16182,JG_510000013486,会理市彰冠镇中心卫生院,513402,未评级未评等
16212,JG_510000006792,剑阁县盐店镇西庙卫生院,510823,未评级未评等
16221,JG_510000006368,江油市马角镇卫生院,510781,未评级未评等
16245,JG_510000165228,万源市第二人民医院（万源市精神病医院）,511781,二级甲等
16249,JG_510000010070,通川区第二人民医院（通川区罗江中心卫生院）,511702,未评级未评等
16255,JG_510000003500,雅安市名山区妇幼保健计划生育服务中心,511803,二级乙等
16282,JG_510000006432,江油市枫顺乡卫生院,510781,未评级未评等
16308,JG_510000005638,中江县通山乡卫生院,510623,未评级未评等
16317,JG_510000001754,泸州市纳溪区妇幼保健计划生育服务中心（泸州市纳溪区妇幼保健院）,510503,二级乙等
16318,JG_510000007098,蓬溪县新会镇卫生院,510921,未评级未评等
16363,JG_510000201066,冕宁县惠兴医院,513433,一级未评等
16379,JG_510000183710,成都慈爱肿瘤医院,510107,二级未评等
16385,JG_510000013552,会东县堵格镇中心卫生院,513426,未评级未评等
16410,JG_510000X16196,泸州东大肛肠医院,510502,未评级未评等
16428,JG_510000183780,泸州市龙马潭区第二人民医院,510504,二级乙等
16429,JG_510000000678,成都胃病医院,510105,一级未评等
