,basy_yljgid,basy_caption,basy_dept_adrresscode,basy_yydj
58830,JG_510000006920,苍溪县云峰镇卫生院,510824,未评级未评等
58847,JG_510000014440,雷波县卡哈洛乡卫生院,513437,未评级未评等
58899,JG_510000919686,宣汉精诚医院,511722,一级未评等
58937,JG_510000004080,成都市锦江区锦官驿社区卫生服务中心,510104,未评级未评等
59033,JG_510000008936,阆中市木兰镇卫生院,511381,未评级未评等
59108,JG_510000009518,高县沙河驿医院,511525,一级乙等
59148,JG_510000012260,金川县沙耳中心卫生院,513226,未评级未评等
59161,JG_510524100AAU,叙永德中医院,510524,一级未评等
59167,JG_510000904961,通江康兴医院,511921,一级未评等
59186,JG_510000014096,冕宁县健美乡卫生院,513433,未评级未评等
59200,JG_510000008138,南充市嘉陵区安福镇卫生院,511304,未评级未评等
59243,JG_510000014176,越西县尔觉镇中心卫生院,513434,未评级未评等
59291,JG_510000X10673,米易老年病医院,510421,二级未评等
59308,JG_510000005280,龙马潭区金龙镇卫生院,510504,未评级未评等
59349,JG_510000010864,雅安市名山区永兴街道卫生院,511803,未评级未评等
59376,JG_510000903867,崇州寿康老年病医院,510184,二级未评等
59505,JG_510000201234,合江复兴医院,510522,一级未评等
59696,JG_510000008830,西充县东太乡卫生院,511325,未评级未评等
59733,JG_5100001929864,旺苍青林医院,510821,一级甲等
59796,JG_510000202076,丹棱百姓医院,511424,未评级未评等
59855,JG_510000010456,大竹县杨通乡卫生院,511724,未评级未评等
59921,JG_510000011520,南江县石滩镇卫生院,511922,未评级未评等
59949,JG_510000009416,宜宾市南溪区南溪街道中心卫生院,511503,未评级未评等
60000,JG_510000005066,富顺县长滩镇卫生院,510322,未评级未评等
60050,JG_510000007814,峨边彝族自治县黑竹沟镇中心卫生院,511132,未评级未评等
60106,JG_510000919460,遂宁敬平精神病医院,510903,未评级未评等
60154,JG_510000900491,南充润和皮肤病专科医院,511302,未评级未评等
60167,JG_510000900554,内江中康医院,511011,一级未评等
60282,JG_510000147559,西昌市东城健康路社区卫生服务中心,513401,未评级未评等
60309,JG_510000014230,越西县申果庄乡卫生院,513434,未评级未评等
60377,JG_510000008246,仪陇县度门街道光华社区卫生服务中心,511324,未评级未评等
60402,JG_510000007304,内江市东兴区永福镇卫生院,511011,未评级未评等
60415,JG_510000010998,汉源县九襄镇卫生院,511823,未评级未评等
60447,JG_510000005104,攀枝花市仁和区布德镇卫生院 （攀枝花市仁和区布德镇妇幼保健站、攀枝花市仁和区民政中医院）,510411,未评级未评等
60479,JG_510000007158,射洪市红十字医院（射洪市武安中心卫生院）,510981,未评级未评等
60486,JG_510000189026,隆昌曾氏中科医院,511083,未评级未评等
60507,JG_510000171286,内江市东兴区新江社区卫生服务中心,511011,未评级未评等
60523,JG_510000010386,开江县灵岩镇卫生院,511723,未评级未评等
60543,JG_510000X27441,三台怀康精神病院,510722,未评级未评等
60567,JG_510000900043,成都锦江瑞康医院,510104,一级未评等
60608,JG_510000009674,兴文县石海镇中心卫生院,511528,未评级未评等
60734,JG_510000008218,南部县永定镇卫生院,511321,未评级未评等
60823,JG_510000008452,营山县绥安街道白塔社区卫生服务中心,511322,未评级未评等
60843,JG_510000002736,南充胃肠专科医院,511302,未评级未评等
60984,JG_510000011806,安岳县林凤镇卫生院,512021,未评级未评等
61069,JG_510000009456,江安县留耕镇中心卫生院,511523,未评级未评等
61092,JG_510000012264,金川县咯尔乡卫生院,513226,未评级未评等
61102,JG_510000006320,平武县大桥镇中心卫生院,510727,未评级未评等
61271,JG_510000907580,仪陇华川护理院,511324,一级乙等
61304,JG_510000014242,越西县贡莫镇中心卫生院,513434,未评级未评等
61307,JG_510000900029,成都长峰医院,510104,一级未评等
61340,JG_510000197998,广元福康老年病医院,510802,二级未评等
61363,JG_510000012588,丹巴县墨尔多山镇卫生院,513323,未评级未评等
61385,JG_510000014482,雷波县莫红乡卫生院,513437,未评级未评等
61421,JG_510000013294,木里县东朗乡卫生院,513422,未评级未评等
61459,JG_510000005098,攀枝花市仁和区啊喇彝族乡中心卫生院（攀枝花市仁和区啊喇彝族乡妇幼保健站）,510411,未评级未评等
61478,JG_510000013912,昭觉县比尔镇中心卫生院,513431,未评级未评等
61483,JG_510000012506,红原县江茸乡卫生院,513233,未评级未评等
61530,JG_510000014486,雷波县谷堆乡卫生院,513437,未评级未评等
61552,JG_510000010930,荥经县民建彝族乡卫生院,511822,未评级未评等
61592,JG_510000005202,盐边县渔门中心卫生院,510422,未评级未评等
61607,JG_510000008778,西充县占山乡卫生院,511325,未评级未评等
61621,JG_510000007840,峨边彝族自治县杨河乡卫生院,511132,未评级未评等
61622,JG_510000013350,盐源县大坡蒙古族乡卫生院,513423,未评级未评等
61626,JG_510000006754,青川县观音店乡卫生院,510822,未评级未评等
61629,JG_510000160192,成华东区医院,510108,未评级未评等
61657,JG_510000184068,自贡圣亚医院（高新区）,510399,未评级未评等
61695,JG_510000003824,炉霍县藏医院,513327,二级甲等
61808,JG_510000003708,松潘县中藏医院,513224,二级甲等
61909,JG_510000167928,遂宁新华中西医结合医院,510903,一级甲等
62097,JG_510000930569,简阳爱晚中西医结合医院,510185,未评级未评等
62110,JG_510000902316,荣县河西中西医结合医院,510321,一级未评等
62148,JG_510000188710,雷波金江中西医结合医院,513437,未评级未评等
62177,JG_510000908500,渠县福善中医医院,511725,二级未评等
62192,JG_510000001362,大邑德全骨伤科医院,510129,未评级未评等
62219,JG_510000163192,广元市昭化区中医医院,510811,二级乙等
62311,JG_510000919922,康定罗义堂中藏医院有限责任公司木雅路中藏医院,513301,未评级未评等
62585,JG_510000008292,南部县双峰乡卫生院,511321,未评级未评等
62617,JG_510000014058,凉山州喜德县且托乡卫生院,513432,未评级未评等
62649,JG_510000011902,乐至县盛池镇卫生院,512022,未评级未评等
62678,JG_510000X24702,绵阳市涪城区经开三江社区卫生服务中心,510777,未评级未评等
62732,JG_510000004996,荣县度佳镇卫生院,510321,未评级未评等
62866,JG_510000000718,成都青羊厚济医院,510105,一级未评等
62928,JG_510000000660,西南财经大学医院,510105,一级未评等
62936,JG_510000010026,邻水县御临镇卫生院,511623,未评级未评等
62939,JG_510000916486,射洪汇格九安精神病医院,510981,二级乙等
62994,JG_510000159892,乐山市沙湾区文豪社区卫生服务中心,511111,未评级未评等
63130,JG_510000006580,广元市朝天区临溪乡卫生院,510812,未评级未评等
63184,JG_510000197916,仁寿汪洋肛肠医院,511421,未评级未评等
63203,JG_510000014090,冕宁县里庄中心卫生院,513433,未评级未评等
63254,JG_510000006960,苍溪县唤马镇卫生院,510824,未评级未评等
63285,JG_510000904725,内江仁康精神病医院,511011,二级未评等
63300,JG_510000013302,木里县固增乡卫生院,513422,未评级未评等
63328,JG_510000012328,小金县潘安乡卫生院,513227,未评级未评等
63397,JG_510000004194,成都军建医院,510108,未评级未评等
63473,JG_510000926841,达州睛泰眼科医院,511702,未评级未评等
63501,JG_510000011504,南江县元潭镇卫生院,511922,未评级未评等
63514,JG_510000005372,合江县荔江镇卫生院,510522,未评级未评等
63531,JG_510000013920,昭觉县竹核镇中心卫生院,513431,未评级未评等
63605,JG_510000006722,青川县曲河乡卫生院,510822,未评级未评等
63612,JG_510000915924,泸州纳溪凤康医院,510503,一级未评等
63680,JG_510000202658,万源仁安医院,511781,未评级未评等
63841,JG_510000937870,眉山安和精神病医院有限公司,511421,二级未评等
63848,JG_510000010888,荥经县新添镇中心卫生院,511822,未评级未评等
63850,JG_510000009660,兴文县五星镇卫生院,511528,未评级未评等
63860,JG_510000003234,武胜县沿口镇中滩卫生院,511622,未评级未评等
63861,JG_510000918397,达州华阳妇产儿童医院,511702,未评级未评等
63976,JG_510000005472,古蔺县二郎中心卫生院,510525,未评级未评等
64133,JG_510000008424,营山县黄渡镇卫生院,511322,未评级未评等
64162,JG_510000009706,屏山县屏山镇中心卫生院,511529,未评级未评等
64186,JG_510000X24087,宣汉县石岭医院,511722,未评级未评等
64196,JG_510000011120,宝兴县穆坪镇卫生院,511827,未评级未评等
64238,JG_510000005282,龙马潭区红星街道社区卫生服务中心,510504,未评级未评等
64280,JG_510000006346,平武县虎牙藏族乡卫生院,510727,未评级未评等
64288,JG_510000160412,达州市达川区花溪社区卫生服务站,511703,未评级未评等
64318,JG_510000004728,邛崃市夹关镇中心卫生院（邛崃市第三人民医院）,510183,未评级未评等
64375,JG_510000007080,遂宁市安居区磨溪镇卫生院,510904,未评级未评等
64443,JG_510000006790,剑阁县羊岭镇卫生院,510823,未评级未评等
64444,JG_510000200978,成都新都新繁龙安医院,510114,一级未评等
64487,JG_510000008130,南充市嘉陵区西兴街道花园社区卫生服务中心,511304,未评级未评等
64501,JG_510000007538,乐山市市中区全福街道社区卫生服务中心,511102,未评级未评等
64616,JG_510000004132,成都市金牛区荷花池社区卫生服务中心,510106,未评级未评等
64724,JG_510000147900,南部精诚眼科医院,511321,二级未评等
64822,JG_510000162784,平昌县汉王庙社区卫生服务中心,511923,未评级未评等
65036,JG_510000930806,南充顺庆馨康医院,511302,未评级未评等
65114,JG_510000148377,成都市温江区永宁街道社区卫生服务中心,510115,未评级未评等
65142,JG_510000202080,雁江伲西娅医院,512002,一级未评等
65173,JG_510000196660,巴中市恩阳区妇幼保健院,511903,未评级未评等
65196,JG_510000014036,凉山州喜德县北山乡卫生院,513432,未评级未评等
65320,JG_510000008820,西充县祥龙乡卫生院,511325,未评级未评等
65349,JG_510000005666,中江县普兴镇卫生院,510623,未评级未评等
65354,JG_510000011208,巴中市巴州区陇桥社区卫生服务中心,511902,未评级未评等
65426,JG_510000198154,泸州川蓝康复专科医院,510502,二级未评等
65474,JG_510000011152,巴中市巴州区化成中心卫生院,511902,未评级未评等
65504,JG_510000172816,成都郫都国济综合医院,510117,一级未评等
65542,JG_510000915542,渠县济民医院,511725,一级甲等
65545,JG_510000010058,华蓥市明月镇卫生院,511681,未评级未评等
65593,JG_510000012318,小金县抚边乡卫生院,513227,未评级未评等
65716,JG_510000008814,西充县罐垭乡卫生院,511325,未评级未评等
65756,JG_510000006928,苍溪县百利镇卫生院,510824,未评级未评等
65781,JG_510000900126,盐亭共和医院,510723,一级未评等
65845,JG_510000010806,雅安市雨城区八步镇中心卫生院,511802,未评级未评等
65861,JG_510000004536,大邑县花水湾镇公立卫生院,510129,未评级未评等
65892,JG_510000013348,盐源县盐塘镇卫生院,513423,未评级未评等
65933,JG_510000013826,布拖县拉果乡卫生院,513429,未评级未评等
65951,JG_510000008962,阆中市桥楼乡卫生院,511381,未评级未评等
65959,JG_510000201146,合江健安医院,510522,一级未评等
65993,JG_510000183214,成都顺和医院,510106,一级未评等
66168,JG_510000011984,成都东部新区福田社区卫生服务中心,510197,未评级未评等
66186,JG_510000173574,大竹中信长生医院,511724,一级未评等
66200,JG_510000002412,射洪新协康医院,510981,一级甲等
66229,JG_510182104AAB,彭州欣元慢性病医院,510182,一级未评等
66340,JG_510000012452,阿坝县柯河乡卫生院,513231,未评级未评等
66360,JG_510000924925,渠县惠铭医院,511725,一级未评等
66396,JG_510000203812,宜宾康宁精神病医院,511503,二级乙等
66547,JG_510000013670,宁南县跑马镇卫生院（跑马镇妇幼保健计划生育服务站）,513427,未评级未评等
66616,JG_510000009598,珙县沐滩镇卫生院,511526,未评级未评等
66652,JG_510000014138,冕宁县彝海镇卫生院,513433,未评级未评等
66662,JG_510000007216,射洪市涪西镇卫生院,510981,未评级未评等
66666,JG_510000008976,阆中市沙溪社区卫生服务中心,511381,未评级未评等
66762,JG_510000001050,电子科技大学医院,510108,未评级未评等
66792,JG_510000165010,乐山大佛景区社区卫生服务中心（乐山大渡河医院),511102,未评级未评等
66853,JG_510000011078,天全县始阳镇中心卫生院,511825,未评级未评等
67026,JG_510000006730,青川县大院回族乡卫生院,510822,未评级未评等
67067,JG_510000003146,江安县妇幼保健院,511523,二级甲等
67130,JG_510000005140,米易县麻陇彝族乡中心卫生院,510421,未评级未评等
67161,JG_510000009542,高县落润镇卫生院,511525,未评级未评等
67201,JG_510000917858,渠县渠南街道社区卫生服务中心,511725,未评级未评等
67304,JG_510000005426,叙永县黄坭镇卫生院,510524,未评级未评等
67334,JG_510000189018,隆昌曾德立医院,511083,一级未评等
67336,JG_510000159842,德阳玛丽妇科医院,510603,一级未评等
67339,JG_510000007040,遂宁市船山区保升中心卫生院,510903,未评级未评等
67623,JG_510000X79090,泸州久宁精神病康复医院,510504,二级未评等
67631,JG_510000008854,阆中市飞凤镇卫生院,511381,未评级未评等
