,basy_caption
1638,南江县桥亭镇中心卫生院
1639,南江县沙河镇中心卫生院
1640,南江县红光镇卫生院
1641,南江县长赤镇中心卫生院
1642,南部县大桥中心卫生院
1643,南部县定水中心卫生院
1644,南部县永定镇卫生院
1645,南部县盘龙中心卫生院
1646,南部县石龙镇卫生院
1647,南部县老鸦镇卫生院
1648,南部县黄金镇卫生院
1649,南部康乐医院
1650,南部顺康医院
1651,双流复馨康复医院
1652,叙永县大石镇卫生院
1653,叙永县水尾中心卫生院
1654,叙永县江门镇卫生院
1655,叙永县白腊苗族乡卫生院
1656,叙永县观兴镇卫生院
1657,叙永县麻城镇卫生院
1658,叙永西瑚医院
1659,古蔺县太平中心卫生院
1660,古蔺县石宝中心卫生院
1661,古蔺县观文中心卫生院
1662,古蔺巴泸精神康复医院
1663,合江县妇幼保健院
1664,合江县榕山镇卫生院
1665,合江县白沙中心卫生院
1666,合江县车辋镇卫生院
1667,合江康城肾病专科医院
1668,合江张氏骨科医院
1669,喜德县妇幼保健计划生育服务中心
1670,喜德长庚医院（普通合伙）
1671,四川天府新区兴隆社区卫生服务中心（四川天府新区兴隆中医医院）
1672,四川天府新区新兴卫生院
1673,四川天府新区煎茶卫生院
1674,四川巴中经济开发区人民医院（四川巴中经济开发区兴文中心卫生院）
1675,四川泌尿外科医院
1676,四川省乐至县中医医院
1677,四川省交通医院
1678,四川省建筑医院
1679,四川绵阳四0四医院
1680,大竹东方医院
1681,大竹县八渡乡卫生院
1682,大竹县天城镇卫生院
1683,大竹县妈妈镇卫生院
1684,大竹县欧家镇卫生院
1685,大竹县清水中心卫生院
1686,大竹县白塔街道社区卫生服务中心
1687,大竹县高明镇卫生院
1688,大竹爱尔眼科医院
1689,大邑县悦来镇公立卫生院（大邑县第六人民医院）
1690,大邑建国医院
1691,天全县小河镇卫生院
1692,天全县思经镇卫生院
1693,夹江县中医医院
1694,夹江县木城镇中心卫生院
1695,夹江县马村镇中心卫生院
1696,夹江县黄土镇卫生院
1697,威远县高石镇卫生院
1698,威远川康医院
1699,威远王氏正骨中西医结合医院
1700,威远迪森医院
1701,江安县下长镇卫生院
1702,江安县妇幼保健院
1703,江安县留耕镇中心卫生院
1704,江安县红桥镇中心卫生院
1705,江安爱民医院
1706,江油华厦眼科医院
1707,江油宝石花医院
1708,江油市二郎庙镇卫生院
1709,江油市传染病医院（江油市老年病医院）
1710,江油市厚坝镇卫生院
1711,江油市大堰镇卫生院
1712,江油市第五人民医院
1713,江油市西屏镇卫生院
1714,江油怡康老年病医院
1715,江阳区茜草街道社区卫生服务中心
1716,汶川县中医医院
1717,汶川县人民医院
1718,汶川县映秀镇中心卫生院
1719,汶川县漩口镇中心卫生院
1720,沐川县沐溪镇卫生院
1721,沐川县高笋乡卫生院
1722,泸县中医医院
1723,泸县康诺医院
1724,泸县济民医院
1725,泸县海潮镇卫生院
1726,泸县立石中心卫生院
1727,泸州久宁精神病康复医院
1728,泸州市龙马潭区人民医院
1729,泸州平安中医骨科医院
1730,泸州江阳福音医院
1731,泸州现代耳鼻喉专科医院
1732,泸州石油医院
1733,泸州纳溪康华医院
1734,泸州西南梅奥肾病医院
1735,泸州长江慢性病专科医院
1736,泸州龙马潭爱尔眼科医院
1737,渠县三江医院
1738,渠县东安镇卫生院（渠县流溪镇卫生院）
1739,渠县东方医院
1740,渠县宝城镇中心卫生院
1741,渠县渠江街道东区社区卫生服务中心
1742,渠县渠江街道北门社区卫生服务中心(渠县渠江镇卫生院)
1743,渠县爱视眼科医院
1744,犍为县石溪镇中心卫生院
1745,犍为县舞雩镇卫生院
1746,犍为芭石煤炭独立工矿区医院
1747,珙县大众医院
1748,珙县川洲医院
1749,珙县康怡精神病医院
1750,甘洛县中彝医院
1751,甘洛县海棠镇卫生院
1752,白玉县人民医院
1753,盐亭县人民医院
1754,盐亭县妇幼保健院
1755,盐亭县肿瘤医院
1756,盐亭县莲花湖乡卫生院
1757,盐亭县高渠镇中心卫生院
1758,盐亭同德医院
1759,盐亭民兴医院
1760,盐源县卫城镇卫生院
1761,盐源县梅子坪镇卫生院
1762,盐源县泸沽湖镇卫生院
1763,盐源县润盐镇卫生院
1764,盐源县盐塘镇卫生院
1765,盐边县红格中心卫生院
1766,眉山仁德精成中医骨伤医院
1767,眉山安和精神病医院有限公司
1768,眉山市东坡区万胜镇卫生院
1769,眉山市东坡区思蒙镇卫生院
1770,眉山市彭山区凤鸣街道余店社区卫生服务中心
1771,眉山心脑血管病医院
1772,眉山苏沈老年病医院有限公司
1773,眉山蜀唐肛肠医院
1774,石屏百姓医院
1775,石棉县人民医院
1776,石棉恒博医院
1777,福民医院
1778,筠连县乐义乡卫生院
1779,筠连县大雪山镇中心卫生院
1780,筠连县腾达镇卫生院
1781,筠连益民眼科医院
1782,简阳市云龙中心卫生院
1783,简阳市妇幼保健院
1784,简阳市平泉中心卫生院
1785,简阳市精神病医院
1786,米易县白坡彝族乡卫生院
1787,纳溪区大渡口中心卫生院（泸州市纳溪区第三人民医院）
1788,绵竹市中医医院
1789,绵竹市人民医院（绵竹市人民医院互联网医院）
1790,绵竹市新市镇卫生院
1791,绵竹市玉泉镇卫生院
1792,绵阳市中心医院
1793,绵阳市人民医院
1794,绵阳市安州区妇幼保健院（绵阳市安州区妇女儿童医院）
1795,绵阳市安州区桑枣镇中心卫生院
1796,绵阳市涪城区城郊社区卫生服务中心
1797,绵阳市涪城区新皂镇卫生院
1798,绵阳市游仙区忠兴中心卫生院
1799,绵阳市游仙区游仙街道社区卫生服务中心
1800,绵阳市游仙区盐泉中心卫生院
1801,绵阳市游仙区石马中心卫生院
1802,绵阳市肛肠病医院
1803,绵阳市肿瘤医院
1804,绵阳爱尔眼科医院
1805,绵阳高新雨辰护理院
1806,美姑县候古莫镇卫生院
1807,美姑县峨曲古乡中心卫生院
1808,美姑县巴普镇中心卫生院
1809,自贡市大安区凤凰镇卫生院
1810,自贡市妇幼保健院（自贡市妇女儿童医院）
1811,自贡市沿滩区仙市镇卫生院
1812,自贡市沿滩区王井镇卫生院
1813,自贡康立眼科医院（高新区）
1814,芦山县大川镇中心卫生院
1815,芦山县飞仙关镇中心卫生院
1816,苍溪县三川镇卫生院
1817,苍溪县中医医院
1818,苍溪县唤马镇卫生院
1819,苍溪县皮肤病性病防治院
1820,苍溪县石马镇卫生院
1821,苍溪县精神卫生防治院
1822,荣县乐德中心卫生院
1823,荣县保华镇卫生院
1824,荣县留佳中心卫生院
1825,荥经县人民医院
1826,荥经县花滩镇中心卫生院
1827,营山县大庙乡卫生院
1828,营山县安化乡卫生院
1829,营山县小桥镇四喜卫生院
1830,营山县绥安街道白塔社区卫生服务中心
1831,蒲江县第二人民医院（蒲江县寿安公立中心卫生院）
1832,蒲江鑫名老年病医院
1833,蓬安县巨龙中心卫生院
1834,蓬安县杨家镇卫生院
1835,蓬安县河舒中心卫生院
1836,蓬安县龙蚕镇卫生院
1837,蓬安盛泰医院
1838,蓬溪县大石中心卫生院
1839,蓬溪县妇幼保健计划生育服务中心（蓬溪县妇幼保健院）
1840,西充县义兴中心卫生院
1841,西充县人民医院
1842,西充县凤鸣镇卫生院
1843,西充县古楼镇卫生院
1844,西充县大全镇卫生院
1845,西充县祥龙乡卫生院
1846,西充县鸣龙镇卫生院
1847,西充康桥医院
1848,西昌市佑君镇中心卫生院
1849,西昌市大兴乡卫生院
1850,西昌市太和镇中心卫生院
1851,西昌市黄联关镇中心卫生院
1852,资中县高楼镇卫生院
1853,资中县龙江镇卫生院
1854,资中弘德医院
1855,资阳巴川精神病医院
1856,资阳市精神病医院
1857,资阳济民医院有限责任公司仁德西路医院
1858,资阳雁江济仁医院
1859,越西县乃托镇中心卫生院
1860,越西县尔觉镇中心卫生院
1861,越西县梅花镇中心卫生院
1862,越西康虹医院
1863,达川区杨柳街道社区卫生服务中心
1864,达州医科肿瘤医院
1865,达州南方医院
1866,达州市通川区蒲家中心卫生院
1867,达州禾平精神病医院
1868,达竹煤电集团公司医院
1869,通川区中医院
1870,通川区双龙镇卫生院
1871,通江县唱歌镇卫生院
1872,通江县至诚中心卫生院
1873,通江新区医院
1874,遂宁安居一帆医院
1875,遂宁市安居区保石镇卫生院
1876,遂宁康炜精神病医院
1877,邛崃东华医院
1878,邛崃华大医院
1879,邛崃市中医医院
1880,邛崃市大同镇卫生院
1881,邛崃市第二人民医院（成都市第三人民医院邛崃医院）
1882,邛崃广临医院
1883,邻水东方医院
1884,邻水华康医院
1885,邻水县八耳镇卫生院
1886,邻水县兴仁镇中心卫生院
1887,邻水天蓝眼科医院
1888,都江堰兴开医院
1889,都江堰宏惠医院
1890,都江堰市灌口平义社区卫生服务中心
1891,都江堰市灌口解放社区卫生服务中心
1892,都江堰市金江社区卫生服务中心
1893,酒城全科中医医院
1894,金堂县三溪镇卫生院(金堂县三溪镇公共卫生所）
1895,金堂正康老年病医院
1896,金川县人民医院
1897,金川县观音桥镇中心卫生院
1898,金阳县中彝医院
1899,金阳县天地坝镇卫生院
1900,金阳县德溪镇卫生院
1901,金阳县甲依乡卫生院
1902,长宁县梅硐镇中心卫生院
1903,长宁和平医院
1904,阆中元华祥医院
1905,阆中名城医院
1906,阆中市峰占乡卫生院
1907,阆中市望垭镇卫生院
1908,阆中市桥楼乡卫生院
1909,阆中市河溪街道中心卫生院（阆中市第四人民医院）
1910,阆中市洪山镇中心卫生院
1911,阆中市玉台镇卫生院
1912,阆中市第二人民医院
1913,阆中市郎家拐社区卫生服务中心
1914,阆中眼耳鼻喉专科医院
1915,阿坝县麦昆乡卫生院
1916,隆昌城南东华医院
1917,隆昌市圣灯镇中心卫生院
1918,隆昌市石燕桥镇中心卫生院
1919,隆昌市金鹅中心卫生院
1920,雅安康禾精神病医院
1921,雷波县黄琅镇卫生院
1922,青川县姚渡镇卫生院
1923,青川县蒿溪回族乡卫生院
1924,马边彝族自治县民主镇卫生院
1925,马边彝族自治县烟峰镇卫生院
1926,高县沙河驿医院
1927,高县罗场镇中心卫生院
1928,高县落润镇卫生院
1929,高坪区小龙社区卫生服务中心
1930,高坪区江陵镇卫生院
1931,高坪太禾医院
1932,黑水县人民医院
1933,龙马潭区特兴街道长安社区卫生服务中心
1934,龙马潭明康医院
1935,宁南县骑骡沟镇卫生院（骑骡沟镇妇幼保健计划生育服务站）
1936,安岳县协和乡卫生院
1937,安岳县周礼镇宝华卫生院
1938,安岳县姚市镇卫生院
1939,安岳县林凤镇卫生院
1940,安岳县白塔寺乡卫生院
1941,安岳县驯龙镇中心卫生院
1942,安岳县龙台镇中心卫生院（安岳县第四人民医院）
1943,安州民生医院
1944,宜宾三江新区双城社区卫生服务中心
1945,宜宾丞济医院
1946,宜宾乐龄精神病医院
1947,宜宾市中西医结合医院
1948,宜宾市南溪区南溪街道中心卫生院
1949,宜宾市叙州区高场镇中心卫生院
1950,宜宾市翠屏区大观楼社区卫生服务中心
1951,宜宾市翠屏区安阜社区卫生服务中心
1952,宜宾市翠屏区宗场镇卫生院
1953,宜宾市翠屏区李庄镇中心卫生院
1954,宜宾市翠屏区永兴镇中心卫生院
1955,宜宾戎南骨科医院
1956,宜宾旌宏眼科医院
1957,宜宾玛莉亚医院
1958,宝兴县穆坪镇卫生院
1959,实邻医院
1960,宣汉博仁医院有限公司
1961,宣汉县大成镇卫生院
1962,宣汉县漆树土家族乡漆碑卫生院
1963,宣汉县石铁乡卫生院
1964,宣汉县第二人民医院
1965,宣汉县马渡关镇庆云卫生院
1966,宣汉忠健医院
1967,富顺众信中医医院（个人独资）
1968,富顺侨兴医院
1969,富顺县人民医院
1970,富顺县晨光医院（富顺县第三人民医院）
1971,富顺县李桥镇卫生院
1972,富顺县邓井关街道社区卫生服务中心
1973,射洪佰信综合医院
1974,射洪市天仙中心卫生院
1975,射洪市太乙中心卫生院
1976,射洪市曹碑镇卫生院
1977,射洪市沱牌中心卫生院
1978,小金县人民医院
1979,小金县新桥乡卫生院
1980,小金县潘安乡卫生院
1981,屏山县清平彝族乡卫生院
1982,岳池县兴隆镇中心卫生院
1983,岳池县坪滩镇中心卫生院
1984,岳池县天平镇卫生院
1985,岳池县齐福镇卫生院
1986,峨眉山佛光医院
1987,峨眉山市妇幼保健院
1988,峨眉山市绥山镇卫生院
1989,峨眉山市高桥镇中心卫生院
1990,峨眉山瑞和医院有限公司峨眉山瑞和医院
1991,峨边彝族自治县新林镇中心卫生院
1992,峨边彝族自治县毛坪镇中心卫生院
1993,崇州健骨医院
1994,崇州宣怀骨科医院
1995,崇州寿康老年病医院
1996,崇州市中医医院
1997,崇州市人民医院
1998,巴中博济医院
1999,巴中市巴州区光辉镇卫生院
2000,巴中市恩阳区九镇卫生院
2001,巴中市恩阳区兴隆镇卫生院
2002,巴中市恩阳区尹家镇卫生院
2003,巴中市恩阳区柳林镇卫生院
2004,巴中市精神康复医院（巴中市第四人民医院）
2005,巴州区大茅坪镇卫生院
2006,巴州区曾口中心卫生院
2007,巴州区清江中心卫生院
2008,巴州区龙泉社区卫生服务中心
2009,布拖仁泽医院
2010,布拖县龙潭镇中心卫生院
2011,平昌县三十二梁镇卫生院
2012,平昌县得胜镇中心卫生院
2013,平昌县笔山镇中心卫生院
2014,平昌国平医院
2015,平昌安康医院
2016,平武县响岩镇卫生院
2017,平武县平通羌族乡中心卫生院（平武县第二人民医院）
2018,平武县江油关镇中心卫生院
2019,广元市利州区白朝乡卫生院
2020,广元市利州区第二人民医院
2021,广元市昭化区清水镇卫生院
2022,广元市朝天区云雾山镇卫生院
2023,广元市朝天区曾家镇中心卫生院（广元市朝天区第二人民医院）
2024,广安市妇幼保健院
2025,广安市广安区大安镇卫生院
2026,广安市广安区悦来中心卫生院
2027,广安市广安区浓溪镇卫生院
2028,广安市广安区白市镇卫生院
2029,广安康宁精神病专科医院有限公司
2030,广安恒德医院
2031,广安新迪眼科医院（枣山园区）
2032,广安福源医院
2033,广汉市人民医院
2034,广汉市南丰镇卫生院
2035,广汉雒康医院
2036,康桥中医医院
2037,开江久扬中医医院
2038,开江县任市中心卫生院（开江县第二人民医院）
2039,开江县宝石医养结合服务中心
2040,开江县新宁社区卫生服务中心
2041,开江县梅家乡卫生院
2042,开江康仁骨科医院
2043,彭州市妇幼保健院 彭州市妇女儿童医院
2044,彭州段氏中医骨科医院
2045,彭州茂康中医医院
2046,彭州颐康医院
2047,德昌县麻栗镇中心卫生院
2048,德阳锦欣护理中心
2049,慈恒凉山精神卫生防治医院
2050,成都东区爱尔眼科医院
2051,成都东部新区壮溪卫生院
2052,成都东部新区武庙卫生院
2053,成都东部新区芦葭卫生院
2054,成都中医药大学第三附属医院（四川省糖尿病防治中心）
2055,成都中山骨科医院
2056,成都双流城北中医医院
2057,成都双流海尔森老年病医院
2058,成都复兴医院
2059,成都天兴医院
2060,成都天府新区颐天福诚医院
2061,成都市中西医结合医院
2062,成都市成华区中医医院
2063,成都市新都区三河街道社区卫生服务中心
2064,成都市新都区人民医院
2065,成都市新都区大丰街道太平社区卫生服务中心
2066,成都市新都区新繁街道龙桥社区卫生服务中心
2067,成都市武侯区红牌楼社区卫生服务中心
2068,成都市温江区万春镇中心卫生院
2069,成都市温江区妇幼保健院（成都市温江区妇幼保健计划生育服务中心）
2070,成都市第七人民医院
2071,成都市第五人民医院
2072,成都市第四人民医院（精神卫生中心 电子科技大学成都脑科学研究院临床医院 第四人民医院互联网医院
2073,成都市郫都区友爱镇卫生院
2074,成都市金牛区中医医院
2075,成都市金牛区妇幼保健院（成都市金牛区妇幼保健院互联网医院）
2076,成都市青羊区中医医院（青羊区第六人民医院）
2077,成都市龙泉驿区中医医院
2078,成都市龙泉驿区十陵社区卫生服务中心
2079,成都市龙泉驿区大面洪河社区卫生服务中心
2080,成都市龙泉驿区洪安镇公立卫生院
2081,成都成华北区医院
2082,成都成实医院
2083,成都新都静雅医院
2084,成都武侯西南医院
2085,成都温江同人康医院
2086,成都聚焦超声医院
2087,成都育才骨科医院
2088,成都西区医院
2089,成都锦欣沙河堡医院
2090,成都锦欣精神病医院
2091,成都青白江孝行万家护理中心
2092,成都韩妃整形外科医院
2093,成都高新区合作社区卫生服务中心
2094,成都高新区西园社区卫生服务中心
2095,成都高新城南妇幼医院
2096,攀枝花市妇幼保健院
2097,攀枝花盛泰康复医院有限公司
2098,旺苍县大两镇卫生院
2099,旺苍县大德镇卫生院
2100,旺苍县燕子乡卫生院
2101,昭觉华大医院
2102,木里县西秋乡卫生院
2103,未来好医院
2104,梓潼县仁和镇中心卫生院
2105,梓潼县卧龙镇卫生院
2106,梓潼县玛瑙镇卫生院
2107,武胜中山医院
2108,武胜县双星乡卫生院
2109,武胜县鼓匠乡卫生院
2110,武胜石碾医院
2111,汉源县九襄镇卫生院
2112,汉源县富林镇卫生院
2113,江安利民医院
2114,江安恒江医院
2115,江安石峰益洲医院
2116,江油市第四人民医院
2117,江油市龙凤镇卫生院
2118,江油河西医院
2119,江阳区华阳街道社区卫生服务中心
2120,江阳区泰安街道社区卫生服务中心（泸州国家高新区人民医院）
2121,江阳区蓝田街道社区卫生服务中心
2122,汶川县绵虒中心卫生院
2123,沐川县杨村乡卫生院
2124,沐川县箭板镇卫生院
2125,泸县同康医院
2126,泸县惠仁医院
2127,泸县惠众医院
2128,泸县方洞镇卫生院
2129,泸县潮河中心卫生院
2130,泸县百和镇卫生院
2131,泸县石桥镇卫生院
2132,泸县福集镇卫生院
2133,泸县第二人民医院
2134,泸州城南医院
2135,泸州市纳溪区中医医院
2136,泸州江阳宜民医院
2137,泸州纳溪凤康医院
2138,泸州纳溪博爱医院
2139,泸州纳溪建林医院
2140,洪雅县中保镇卫生院
2141,洪雅县精神康复医院
2142,涪城长安医院
2143,渠县万寿镇卫生院（渠县板桥乡卫生院）
2144,渠县中医院
2145,渠县文崇镇卫生院
2146,渠县渠南街道社区卫生服务中心
2147,犍为县寿保镇卫生院
2148,犍为县芭沟镇卫生院
2149,犍为县铁炉镇卫生院
2150,珙县曹营镇卫生院
2151,珙县树洪医院
2152,珙县沐滩镇卫生院
2153,珙县王家镇卫生院
2154,珙县珙泉齐海林中医医院
2155,珙县罗渡苗族乡卫生院
2156,理县中医藏医医院
2157,理县甘堡乡卫生院
2158,理塘县藏医院
2159,甘孜县中藏医院
2160,甘孜县人民医院
2161,甘孜州泸定县得妥镇卫生院
2162,盐亭县永泰镇卫生院
2163,盐亭县西陵镇卫生院
2164,盐源县平川镇卫生院
2165,盐源县沃底乡卫生院
2166,盐源树仁医院
2167,眉山东坡苏湖医院
2168,眉山健民医院
2169,眉山子瞻老年病医院有限公司
2170,眉山市东坡区多悦镇卫生院
2171,眉山市东坡区松江镇卫生院
2172,眉山市东坡区精神病医院
2173,眉山老年病医院有限公司
2174,眉山肿瘤医院
2175,眉山蜀西眼耳鼻咽喉专科医院有限公司
2176,筠连为民医院
2177,筠连钊阳骨科医院
2178,简阳市三星中心卫生院
2179,简阳市杨家镇卫生院
2180,简阳市禾丰中心卫生院
2181,简阳市简城街道滨江社区卫生服务中心
2182,简阳市镇金中心卫生院
2183,米易长康医院
2184,米诺娃妇女儿童医院
2185,纳溪区上马中心卫生院（泸州市纳溪区第五人民医院）
2186,纳溪区安富街道社区卫生服务中心
2187,绵竹友好医院
2188,绵阳兴睿精神病医院
2189,绵阳市安州区人民医院
2190,绵阳市安州区秀水镇中心卫生院
2191,绵阳市安州区花荄镇卫生院
2192,绵阳市安州区雎水镇卫生院
2193,绵阳市涪城区城厢社区卫生服务中心
2194,绵阳市涪城区青义中心卫生院
2195,绵阳市游仙区妇幼保健院
2196,绵阳市游仙区新桥中心卫生院
2197,绵阳爱贝尔妇产医院
2198,绵阳高新区医院
2199,美姑县洒库乡卫生院
2200,自流井区中医院
2201,自贡天一堂医院（高新区）
2202,自贡市中医医院
2203,自贡市大安区和平镇卫生院
2204,自贡市沿滩区瓦市镇中心卫生院
2205,自贡银龄医院
2206,芦山芦琴医院
2207,苍溪县东溪镇中心卫生院
2208,苍溪县五龙镇中心卫生院
2209,苍溪县歧坪镇中心卫生院
2210,苍溪县浙水乡卫生院
2211,苍溪广济医院
2212,苍溪社保医院
2213,荣县妇幼保健院
2214,荣县新城医院
2215,荣县精神病医院（荣县第三人民医院）
2216,荣县铁厂镇卫生院
2217,荣县高山中心卫生院
2218,荥经兴恒康医院
2219,荥经县中医院
2220,荥经时代中西医院
2221,营山县双流中心卫生院
2222,营山县城南街道三星社区卫生服务中心
2223,营山县城南街道碑垭口社区卫生服务中心
2224,营山县明德乡卫生院
2225,营山县望龙湖镇卫生院
2226,营山县渌井镇卫生院
2227,营山县灵鹫镇卫生院
2228,营山益康精神病专科医院
2229,蒲江县人民医院
2230,蒲江县大塘公立中心卫生院
2231,蒲江县成佳镇公立卫生院
2232,蒲江县鹤山社区卫生服务中心
2233,蓬安华联医院
2234,蓬安县中医医院
2235,蓬安县银汉镇卫生院
2236,蓬溪仁心中医肛肠医院
2237,蓬溪县红江镇卫生院
2238,蓬溪县鸣凤中心卫生院
2239,西充府南医院
2240,西昌市东城健康路社区卫生服务中心
2241,西昌市安宁镇中心卫生院
2242,西昌平安医院
2243,西藏自治区人民政府驻成都办事处医院
2244,资中仁爱中医医院
2245,资中县双龙镇卫生院
2246,资中县新桥镇卫生院
2247,资中县第二人民医院（资中县精神病医院）
2248,资中县罗泉镇卫生院
2249,资中县马鞍镇卫生院
2250,资中县鱼溪镇卫生院
2251,资中资州医院
2252,资阳仁爱精神病医院有限公司
2253,资阳市雁江区丹山镇中心卫生院
2254,资阳市雁江区宝台镇卫生院
2255,资阳市雁江区小院镇中心卫生院
2256,资阳市雁江区石岭镇卫生院
2257,资阳雁江隆相医院
2258,越西县南箐镇卫生院
2259,越西县大瑞镇卫生院
2260,越西县普雄镇中心卫生院
2261,越西县竹阿觉镇中心卫生院
2262,达川区三里坪街道社区卫生服务中心
2263,达州市达川区妇幼保健计划生育服务中心
2264,达州市达川区新南社区卫生服务站
2265,达州市达川区虎让乡卫生院
2266,达州德仁中医医院
2267,达州火峰山老年病医院
2268,通川区安云乡卫生院
2269,通江县春在镇卫生院
2270,通江县涪阳中心卫生院
2271,通江县瓦室中心卫生院
2272,通江县青峪镇卫生院
2273,通江康兴医院
2274,遂宁妇产医院
2275,遂宁安居康宁精神病医院
2276,遂宁市中心医院
2277,遂宁市安居区石洞镇卫生院
2278,遂宁市船山区仁里镇中心卫生院
2279,遂宁市船山区河沙镇卫生院
2280,邛崃可利特结石医院
2281,邛崃市临济镇卫生院
2282,邛崃市临邛社区卫生服务中心
2283,邻水县中医医院
2284,邻水县城南镇卫生院
2285,邻水县复盛镇卫生院
2286,邻水县妇幼保健计划生育服务中心
2287,邻水县袁市镇卫生院
2288,邻水怀康精神病专科医院
2289,都江堰市天马镇中心卫生院
2290,都江堰市幸福街道社区卫生服务中心
2291,都江堰市桂花社区卫生服务中心
2292,都江堰市沿江卫生院
2293,都江堰怡康医院
2294,都江堰惠生康复医院
2295,都江堰润进康复医院
2296,金堂何氏创伤外科医院
2297,金堂县五凤镇卫生院（金堂县五凤镇公共卫生所）
2298,金堂县栖贤社区卫生服务中心（金堂县栖贤街道公共卫生所）
2299,金堂县福兴镇中心卫生院（金堂县福兴镇公共卫生所）
2300,金堂县第三人民医院
2301,金阳华大医院
2302,金阳县对坪镇卫生院
2303,金阳县百草坡镇卫生院
2304,金阳对坪永康医院有限公司
2305,长宁县妇幼保健计划生育服务中心（长宁县妇幼保健院）
2306,长宁县老翁镇卫生院
2307,长宁安宁精神病医院
2308,长宁康仁医院
2309,阆中交通医院
2310,阆中市人民医院
2311,阆中市思依镇中心卫生院
2312,阆中市水观镇中心卫生院
2313,阆中市石滩镇卫生院
2314,阆中市鹤峰乡卫生院
2315,阆中爱民医院
2316,阿坝县安斗乡卫生院
2317,隆昌双英医院
2318,雅安仁康医院（雅安结石病医院）
2319,雅安市名山区中医医院
2320,雅安市名山区新店镇卫生院
2321,雅安市名山区百丈镇中心卫生院
2322,雅安市雨城区人民医院.雅安市第二人民医院
2323,雅安爱康医院
2324,雅江县中藏医院
2325,雷波祥和医院
2326,雷波荣兴医院
2327,青川县建峰镇卫生院
2328,青川县沙州镇中心卫生院
2329,青川县竹园镇中心卫生院
2330,青川县第一人民医院
2331,青神县瑞峰镇中心卫生院
2332,青神县罗波乡卫生院
2333,青神石康医院
2334,青神精神病医院
2335,青竹街道社区卫生服务中心
2336,马尔康市人民医院
2337,高县中医医院
2338,高县妇幼保健院
2339,高坪区老君社区卫生服务中心
2340,高坪区胜观镇卫生院
2341,高坪区螺溪社区卫生服务中心
2342,高坪区走马镇卫生院
2343,高坪区青居中心卫生院
2344,龙泉纯德平安医院
2345,万源市太平中心卫生院
2346,万源市白沙镇社区卫生服务中心
2347,三台县中新镇卫生院
2348,三台县断石乡卫生院
2349,三台县永明镇卫生院
2350,三台县灵兴镇卫生院
2351,三台拦河医院
2352,三台良春涵医院
2353,三台长乐医院
2354,中康凉山康复医院
2355,中江县中医医院
2356,中江县仓山中心卫生院
2357,中江县兴隆中心卫生院
2358,中江县太安镇卫生院
2359,中江县妇幼保健院（中江县妇女儿童医院、中江县妇幼保健计划生育服务中心）
2360,中江县柏树乡卫生院
2361,中江县永太中心卫生院
2362,中江县白果乡卫生院
2363,中江县联合镇卫生院
2364,丹棱南苑中医医院
2365,丹棱县齐乐镇社区卫生服务中心
2366,乐山五通桥中医医院
2367,乐山嘉州精神病医院
2368,乐山城北医院
2369,乐山市五通桥区蔡金镇卫生院
2370,乐山市市中区海棠街道社区卫生服务中心
2371,乐山市沙湾区嘉农镇卫生院
2372,乐山市沙湾区太平镇中心卫生院
2373,乐山市沙湾区葫芦镇卫生院
2374,乐山肛康中医肛肠医院
2375,乐山鲍氏医疗投资有限公司乐山嘉定医院
2376,乐至博爱医院
2377,乐至县大佛镇中心卫生院
2378,乐至天颐新区医院
2379,乐至蓝天医院
2380,乡城县人民医院
2381,二郎仁和医院
2382,五通桥区牛华社区卫生服务中心
2383,井研县中医医院
2384,井研县周坡镇中心卫生院
2385,井研县妇幼保健计划生育服务中心
2386,井研骨康医院
2387,什邡仁恒医院
2388,什邡市方亭社区卫生服务中心
2389,什邡市蓥华中心卫生院
2390,什邡市马祖中心卫生院
2391,什邡汇杰医院
2392,仁寿中鑫老年病医院
2393,仁寿县始建镇卫生院
2394,仁寿县第二人民医院（仁寿县富加镇卫生院）
2395,仁寿县高家镇卫生院
2396,仁寿县黑龙滩镇卫生院
2397,仁寿宏康医院
2398,仁寿帝尔医院
2399,仁寿搏远医院
2400,仪陇中仁骨科医院
2401,仪陇县凤仪乡卫生院
2402,仪陇县复兴中心卫生院
2403,仪陇县福临乡卫生院
2404,仪陇弘立医院
2405,会东县新街镇中心卫生院
2406,会东县松坪镇中心卫生院
2407,会东县金江街道社区卫生服务中心
2408,会理市六华镇中心卫生院
2409,会理市绿水镇黎洪卫生院
2410,会理市鹿厂镇中心卫生院
2411,兴文光明骨科医院
2412,兴文县九丝城镇卫生院
2413,兴文县人民医院
2414,兴文县古宋镇卫生院
2415,兴文县大坝苗族乡卫生院
2416,兴文县麒麟苗族乡卫生院
2417,内江东兴瑞康医院
2418,内江市东兴区椑木中心卫生院
2419,内江市市中区白马镇中心卫生院
2420,内江市市中区精神病医院（内江市市中区人民医院精神专科病区）
2421,内江市市中区靖民镇卫生院
2422,内江市第一人民医院
2423,冕宁县中医医院
2424,冕宁县里庄中心卫生院
2425,凉山中科耳鼻喉专科医院
2426,凉山高新肿瘤医院
2427,剑阁县下寺镇中心卫生院
2428,剑阁县柳沟镇中心卫生院
2429,北川羌族自治县永安镇中心卫生院
2430,北川羌族自治县第三人民医院
2431,华川医院
2432,华蓥市溪口镇卫生院
2433,南充临江医院
2434,南充南炼康复医院
2435,南充市中医医院
