,医院名称,平均OE值
3569,通江县唱歌镇卫生院,0.258329701
165,乐山市五通桥区金粟镇桥沟卫生院,0.258069554
36,万源市鹰背镇卫生院,0.256962969
164,乐山市五通桥区金粟镇卫生院,0.256828069
1040,大英县天保中心卫生院,0.256740945
1181,安岳县石桥街道社区卫生服务中心,0.255869968
2061,成都市温江区永宁街道社区卫生服务中心,0.25549175
544,凉山州绿色家园安康医院,0.255323773
3839,阆中市精神卫生中心,0.255281212
2817,眉山市彭山区江口街道社区卫生服务中心,0.255269774
371,仪陇县文星镇卫生院,0.255143239
918,喜德长庚医院（普通合伙）,0.254888489
2655,犍为县孝姑镇中心卫生院,0.254382897
1127,宁南县松新镇卫生院(松新镇妇幼保健计划生育服务站）,0.253947218
3577,通江县毛浴镇卫生院,0.253889837
734,南江县关坝镇卫生院,0.253829528
2828,眉山德康健医院有限责任公司,0.253385444
789,南部县定水中心卫生院,0.253319194
2682,珙县王家镇卫生院,0.253298702
524,冕宁县漫水湾友松医院,0.252845012
2690,理塘县人民医院,0.252456598
100,中江县太安镇卫生院,0.252343902
1309,宣汉县妇幼保健计划生育服务中心,0.252273627
345,仁寿鳌峰外科医院,0.252157197
654,南充市嘉陵区双桂镇卫生院,0.252025174
2578,洪雅县中保镇卫生院,0.251950414
1745,广安市前锋区桂兴中心卫生院,0.251846011
1112,威远宝立康医院,0.251735197
2205,成都长济老年病专科医院,0.251671845
1170,安岳县朝阳镇大埝卫生院,0.251503632
3294,蓬安县龙蚕镇卫生院,0.251425454
741,南江县坪河镇卫生院,0.2513151
3186,荣县旭阳中心卫生院,0.250934129
1199,安州刘世医院,0.25075567
2435,江安县红桥镇中心卫生院,0.250737269
1712,广元市朝天区两河口镇卫生院,0.25057602
3292,蓬安县锦屏中心卫生院,0.250472252
2584,洪雅县将军镇卫生院,0.250389613
913,合江康城肾病专科医院,0.250309744
2935,纳溪区新乐镇卫生院（泸州市纳溪区第八人民医院）,0.25021841
2582,洪雅县余坪镇卫生院,0.250169881
2748,盐亭民兴医院,0.249701643
1674,广元回龙河医院,0.249530438
1069,天全华协医院,0.249308516
1573,巴州区大罗镇卫生院,0.249101255
3381,西昌现代妇产医院,0.249055934
2726,盐亭县九龙镇中心卫生院,0.249038294
2088,成都市金牛区人民北路社区卫生服务中心（成都市金牛区第二人民医院、成都市金牛区嗓音专科门诊部）,0.248691804
1451,岳池县酉溪镇中心卫生院,0.248525944
2120,成都市龙泉驿区十陵社区卫生服务中心,0.248471779
1672,广元利州雪峰医院,0.248454767
2797,眉山市东坡区太和镇卫生院,0.248245063
274,井研城南医院,0.24812978
2931,纳溪区天仙镇卫生院(泸州市纳溪区第七人民医院),0.248020325
872,古蔺县箭竹苗族乡卫生院,0.247963971
2619,渠县拱市乡卫生院,0.247801255
15,万源市庙子乡卫生院,0.247356838
2974,绵阳市安州区妇幼保健院（绵阳市安州区妇女儿童医院）,0.246942533
644,南充姜氏医院,0.246579203
3735,金堂县又新镇卫生院,0.246559748
587,剑阁县金仙镇长岭卫生院,0.246487305
887,合江优扬医院,0.24646617
2501,沐川县大楠镇卫生院,0.246264472
1688,广元市利州区宝轮镇赤化卫生院,0.245757015
460,兴文县妇幼保健计划生育服务中心,0.245542943
2170,成都理工大学医院,0.245209952
32,万源市铁矿镇卫生院,0.245187498
1582,巴州区鼎山中心卫生院,0.245146133
3499,达州市达川区仰天湾社区卫生服务站,0.245031568
2896,简阳市简城街道红塔社区卫生服务中心,0.244902734
2917,米易县白马镇中心卫生院,0.244733985
2686,理县中医藏医医院,0.244670394
2362,梓潼县观义镇中心卫生院,0.244351699
1224,宜宾市南溪区南溪街道中心卫生院,0.244280029
3063,自贡市大安区团结镇卫生院,0.244259729
1662,平武县江油关镇中心卫生院,0.244229333
273,井研县高凤镇卫生院,0.244186276
1130,宁南县竹寿镇卫生院（竹寿镇妇幼保健计划生育服务站）,0.244115866
1062,大邑县青霞街道社区卫生服务中心,0.244076362
1018,大竹县柏林镇卫生院,0.243764667
688,南充市顺庆区潆溪街道社区卫生服务中心,0.243712225
2223,成都高新区锦城社区卫生服务中心,0.2436918
1896,德阳市罗江区万安镇卫生院,0.243614075
3831,阆中市江南社区卫生服务中心,0.243289881
1723,广元市朝天区沙河镇中心卫生院,0.243019332
3799,长宁县老翁镇卫生院,0.243005436
1388,射洪市康复保健医院（射洪市平安街道社区卫生服务中心）,0.242920379
2818,眉山市彭山区观音街道彭溪社区卫生服务中心,0.242690898
2409,汉源县宜东中心卫生院,0.242622291
3798,长宁县竹海镇中心卫生院,0.242338165
769,南部县东坝中心卫生院,0.242179161
305,仁寿县城南社区卫生服务中心,0.242147122
836,叙永县枧槽苗族乡卫生院,0.242068969
2781,盐边县永兴中心卫生院,0.242015966
267,井研县竹园镇中心卫生院,0.241629094
609,北川羌族自治县通泉镇中心卫生院,0.240947921
2804,眉山市东坡区永寿镇卫生院,0.240804211
1016,大竹县杨家中心卫生院,0.240667006
1203,宜宾三松医院,0.240563192
372,仪陇县新政镇社区卫生服务中心,0.240560548
459,兴文县大河苗族乡卫生院,0.240187896
3523,达州市达川区福善镇卫生院,0.24010146
1014,大竹县月华镇卫生院,0.239881285
2462,江油市河口镇卫生院,0.239541382
3128,苍溪县云峰镇卫生院,0.239276462
3279,蓬安县平头乡卫生院,0.239011273
703,南充李家安康医院,0.238892303
1026,大竹县童家镇卫生院,0.238675017
2984,绵阳市涪城区丰谷中心卫生院,0.23860874
1230,宜宾市南溪区黄沙镇卫生院,0.238188472
2062,成都市温江区涌泉街道社区卫生服务中心,0.238167768
2889,简阳市江源镇卫生院,0.23811104
1387,射洪市广兴镇卫生院,0.237942166
3872,隆昌市精神病医院（隆昌市第二人民医院）,0.237746841
4021,高坪区小龙社区卫生服务中心,0.237611318
520,冕宁县沙坝汇龙医院,0.237560728
290,什邡市禾丰镇卫生院,0.237496117
3893,雅安市名山区百丈镇中心卫生院,0.23739079
2911,米易县妇幼保健服务中心,0.23727145
1017,大竹县杨通乡卫生院,0.237075044
263,井研县王村镇卫生院,0.236872319
2474,江油让水医院,0.23627461
1135,安岳仁良医院有限公司,0.236273863
2662,犍为县石溪镇中心卫生院,0.236181611
1176,安岳县民心老年病医院有限公司,0.235411329
3951,青川县乐安镇中心卫生院,0.235377978
2802,眉山市东坡区思蒙镇卫生院,0.235332461
2467,江油市西屏镇卫生院,0.235158406
2645,游仙瓦子医院,0.235103402
3756,金堂正康老年病医院,0.234989063
2036,成都市新都区军屯镇中心卫生院,0.234921272
3963,青川县沙州镇中心卫生院,0.23491398
2430,江安县妇幼保健院,0.234896142
2055,成都市温江区公平街道社区卫生服务中心,0.234811039
3027,绵阳高新技术产业开发区普明街道社区卫生服务中心,0.234724941
265,井研县研城街道社区卫生服务中心,0.2344291
205,乐山海棠张公桥社区卫生服务中心,0.234418445
2294,旺苍县黄洋镇卫生院,0.23384408
635,南充博视眼耳鼻喉专科医院,0.233834024
1011,大竹县安吉乡卫生院,0.233740395
1161,安岳县岳新乡卫生院,0.233601357
590,剑阁县龙源镇卫生院,0.233511891
3528,达州市达川区虎让乡卫生院,0.233469473
1581,巴州区白庙乡卫生院,0.233386537
2610,渠县安北乡卫生院,0.233313865
737,南江县兴马镇卫生院,0.233127775
2679,珙县沐滩镇卫生院,0.233123952
1453,岳池县顾县镇中心卫生院,0.232549738
3005,绵阳市游仙区游仙街道社区卫生服务中心,0.232458783
3458,越西县尔觉镇中心卫生院,0.232445343
446,会理润康医院,0.232331972
1156,安岳县天林镇天宝卫生院,0.232109819
1876,德阳市旌阳区东南社区卫生服务中心,0.232017874
2743,盐亭县高渠镇中心卫生院,0.231802617
2452,江油市太平镇卫生院,0.231515542
2633,渠县爱视眼科医院,0.231406812
602,北川羌族自治县永安镇中心卫生院,0.231384059
753,南江县赤溪镇卫生院,0.231292299
1820,彭山瑞正利康医院,0.231175423
3802,长宁县铜鼓镇中心卫生院,0.231094546
3737,金堂县官仓社区卫生服务中心（金堂县官仓街道公共卫生所）,0.230990071
2740,盐亭县莲花湖乡卫生院,0.230733665
1147,安岳县协和乡卫生院,0.230453797
195,乐山市沙湾区文豪社区卫生服务中心,0.230075274
3195,荣县鼎新镇卫生院,0.229522402
1082,天全天翔医院,0.229387913
2507,沐川县永福镇卫生院,0.229164294
2299,春林医院,0.229073964
3060,自贡市大安区凤凰镇卫生院,0.228535808
37,万源市黄钟中心卫生院,0.228319845
1367,富顺县骑龙镇卫生院,0.228246306
2245,攀枝花市仁和区大田医院（攀枝花市仁和区大田镇妇幼保健站）,0.228231992
351,仪陇县三蛟镇卫生院,0.227989916
1234,宜宾市叙州区南广镇卫生院,0.227981801
1901,德阳市罗江区白马关镇卫生院,0.227765182
900,合江县榕山镇卫生院,0.227609956
1623,平昌县板庙镇青凤卫生院,0.226979876
1895,德阳市罗江区万安社区卫生服务中心,0.226765812
329,仁寿县视高街道清水社区卫生服务中心,0.226741144
3229,营山县朗池街道西月湖社区卫生服务中心,0.226718612
3962,青川县木鱼镇中心卫生院,0.226555713
3603,遂宁君和老年病医院,0.22644259
1007,大竹县团坝镇卫生院,0.226406622
3738,金堂县栖贤社区卫生服务中心（金堂县栖贤街道公共卫生所）,0.226007178
1365,富顺县长滩镇卫生院,0.225029548
2671,玉桂医院,0.224973155
181,乐山市市中区海棠街道泊水社区卫生服务中心,0.224756225
2659,犍为县清溪镇中心卫生院,0.224492271
2884,简阳市平武镇卫生院,0.224329106
931,四川天府新区万安社区卫生服务中心,0.223998984
3416,资阳光正新视界眼科医院,0.223829201
2894,简阳市简城街道凤山社区卫生服务中心,0.223290689
191,乐山市沙湾区中医医院,0.223281566
429,会理市太平镇中心卫生院,0.223276563
3804,长宁县龙头镇卫生院,0.223006186
731,南江县光雾山镇中心卫生院,0.222949592
3719,都江堰市金江社区卫生服务中心,0.222928545
2064,成都市温江区金马街道社区卫生服务中心永盛分中心,0.222806536
19,万源市沙滩镇卫生院,0.222733868
1568,巴塘县妇幼保健计划生育中心,0.222421804
349,仪陇县丁字桥镇卫生院,0.222413594
988,壤塘县藏医院,0.221978956
3813,阆中市二龙镇中心卫生院,0.221838474
3037,美姑县妇幼保健计划生育服务中心,0.221469234
2094,成都市金牛区荷花池社区卫生服务中心,0.221451898
1061,大邑县西岭镇公立卫生院,0.221429869
1020,大竹县永胜镇卫生院,0.221335773
3203,荥经县花滩镇中心卫生院,0.221078265
2125,成都市龙泉驿区山泉镇公立卫生院,0.220970078
367,仪陇县度门社区卫生服务中心,0.22094638
2246,攀枝花市仁和区大龙潭彝族乡卫生院（攀枝花市仁和区大龙潭彝族乡妇幼保健站）,0.220811615
190,乐山市市中区青平镇卫生院,0.220510283
1263,宜宾市翠屏区合江门社区卫生服务中心,0.220350178
666,南充市嘉陵区西兴中心卫生院,0.220150772
2372,武胜县中心镇中心卫生院（武胜县第三人民医院）,0.220142068
1578,巴州区清江中心卫生院,0.219841331
2976,绵阳市安州区河清镇中心卫生院,0.21976343
24,万源市石塘中心卫生院,0.21968191
3529,达州市达川区赵固镇卫生院,0.219557356
1468,峨眉山市大为镇卫生院,0.219280527
1774,广旺矿区赵家坝医院,0.218945193
3891,雅安市名山区新店镇卫生院,0.218556356
877,古蔺县马嘶苗族乡卫生院,0.218548785
1664,平武县豆叩羌族乡中心卫生院,0.218416767
2002,成都市双流区彭镇卫生院,0.218335603
3896,雅安市名山区蒙阳街道社区卫生服务中心,0.218281354
1032,大竹县高明镇卫生院,0.218258157
2283,旺苍县普济镇卫生院,0.218058048
3241,营山县绥安街道西城社区卫生服务中心,0.217850081
1200,安州善行医院,0.217544107
3534,达州市达川区龙会乡卫生院,0.217229791
4027,高坪区老君社区卫生服务中心,0.217116304
3504,达州市达川区堡子镇中心卫生院,0.21703568
2932,纳溪区安富街道社区卫生服务中心,0.217016621
2734,盐亭县巨龙镇卫生院,0.216687761
3225,营山县新店中心卫生院,0.21645197
1015,大竹县朝阳乡卫生院,0.216170886
3174,荣县东兴镇卫生院,0.216082069
1344,宣汉蒲晶眼科医院,0.215779876
3149,苍溪县百利镇卫生院,0.21542707
1005,大竹县八渡乡卫生院,0.2149929
2835,眉山蜀唐肛肠医院,0.214811802
457,兴文县周家镇卫生院,0.2141293
1056,大邑县晋原街道社区卫生服务中心,0.213932796
4031,高坪区都京社区卫生服务中心,0.213918332
188,乐山市市中区通江街道柏杨社区卫生服务中心,0.213461415
2275,旺苍县双汇镇卫生院,0.213446539
354,仪陇县二道镇卫生院,0.213250936
1024,大竹县石子中心卫生院,0.213207811
2588,洪雅县洪川镇社区卫生服务中心,0.213180753
3017,绵阳益康老年护理院,0.213106427
1736,广元皮肤泌尿专科医院,0.212730527
738,南江县双流镇卫生院,0.212698678
1620,平昌县星光工业园社区卫生服务中心,0.212573799
761,南江县高桥镇卫生院,0.212491703
3216,营山县城南街道三星社区卫生服务中心,0.212287288
643,南充天乐谷护理院,0.212248235
2496,汶川县漩口镇中心卫生院,0.212107895
3733,金堂县云合镇卫生院,0.21177136
2109,成都市青白江区红阳社区卫生服务中心,0.211703277
1726,广元市朝天社区卫生服务中心,0.211313091
1378,射洪市仁和中心卫生院,0.211123665
2273,旺苍县五权镇中心卫生院,0.210941418
2991,绵阳市涪城区石塘社区卫生服务中心,0.210866993
828,叙永县合乐苗族乡卫生院,0.210656929
2744,盐亭县鹅溪镇卫生院,0.210458496
1689,广元市利州区河西街道天曌社区卫生服务中心,0.210271116
3000,绵阳市游仙区小枧中心卫生院,0.210253626
2247,攀枝花市仁和区太平乡卫生院（攀枝花市仁和区太平乡妇幼保健站）,0.210194801
1746,广安市前锋区虎城镇卫生院,0.210085817
1661,平武县水晶镇中心卫生院,0.209760551
2363,梓潼县许州镇中心卫生院,0.209603473
2667,犍为县龙孔镇中心卫生院,0.2095249
3811,阆中市三陈街社区卫生服务中心,0.209416157
2691,理塘县妇幼保健计划生育服务中心,0.209080536
364,仪陇县大仪镇卫生院,0.209029144
2796,眉山市东坡区大石桥街道社区卫生服务中心,0.208917229
1935,成都东部新区石盘社区卫生服务中心,0.208721636
1227,宜宾市南溪区汪家镇卫生院,0.20868971
2864,筠连县大雪山镇中心卫生院,0.208557914
1786,广汉市汉州街道社区卫生服务中心,0.208128328
1269,宜宾市翠屏区李庄镇中心卫生院,0.208108944
334,仁寿县高家镇卫生院,0.207894705
2918,米易县草场镇卫生院,0.20770196
1409,小金县妇幼保健院,0.207595468
2992,绵阳市涪城区经开三江社区卫生服务中心,0.207147068
1448,岳池县苟角镇中心卫生院,0.207009067
1999,成都市双流区九江社区卫生服务中心(成都市双流区九江社区医院),0.20687774
3144,苍溪县漓江镇卫生院,0.206738196
368,仪陇县度门街道光华社区卫生服务中心,0.206654861
730,南江县元潭镇卫生院,0.206611664
2915,米易县普威镇中心卫生院,0.206455108
1744,广安市前锋区奎阁社区卫生服务中心（经开区）,0.206312622
