,医院名称,平均OE值
1123,宁南县妇幼保健计划生育服务中心（宁南县妇幼保健院）,0.359561187
439,会理市益门镇中心卫生院,0.359510955
2878,简阳市东溪街道社区卫生服务中心,0.359277497
868,古蔺县白泥镇卫生院,0.359265818
3310,蓬溪县明月中心卫生院,0.359185468
378,仪陇县柳垭中心卫生院,0.359131882
2292,旺苍县英萃镇中心卫生院,0.359111245
2269,旺苍县三江镇中心卫生院,0.358950528
3026,绵阳高新区永兴镇中心卫生院,0.358918843
3475,达川佳合中医医院,0.358913869
1920,成都东升医院,0.358477744
707,南充民康医院,0.358312404
454,兴文县僰王山镇中心卫生院,0.358300619
1891,德阳市旌阳区黄许镇卫生院,0.358195384
2456,江油市战旗镇卫生院,0.357961896
992,大安区庙坝镇卫生院,0.357461179
2922,红原县人民医院,0.357453334
1842,彭州市第四人民医院（彭州市精神卫生中心）,0.357411433
2460,江油市武都镇中心卫生院,0.357308364
1900,德阳市罗江区略坪镇中心卫生院,0.357285157
835,叙永县摩尼镇营山卫生院,0.357235906
1641,平昌县邱家镇鹿鸣卫生院,0.357116966
111,中江县玉兴镇卫生院,0.356784978
4044,龙马潭区红星街道社区卫生服务中心,0.356116299
2898,简阳市踏水镇卫生院,0.356054776
3382,西昌礼州张勇医院,0.355518091
2996,绵阳市游仙区仙鹤中心卫生院,0.355480969
3095,自贡市贡井区筱溪街道社区卫生服务中心,0.35544237
416,会东天济医院,0.355083329
498,内江市市中区白马镇中心卫生院,0.355078343
1883,德阳市旌阳区妇幼保健计划生育服务中心（德阳市妇幼保健院，德阳市旌阳区妇幼保健院）,0.35505764
2560,泸州市龙马潭区第二人民医院,0.354931987
3302,蓬溪县任隆中心卫生院,0.354758959
752,南江县贵民镇中心卫生院,0.354425841
611,北川羌族自治县陈家坝镇中心卫生院,0.354391218
2288,旺苍县白水镇中心卫生院,0.354344724
880,古蔺县龙山中心卫生院,0.354165351
692,南充市顺庆区西城社区卫生服务中心,0.35399928
1884,德阳市旌阳区孝感社区卫生服务中心,0.353598013
3581,通江县泥溪镇卫生院,0.353497538
2010,成都市双流区黄龙溪镇卫生院,0.353299785
2925,红原县藏医院,0.352981749
1840,彭州市白鹿镇卫生院,0.35287417
1430,岳池县中和镇中心卫生院,0.35266132
2643,渠县龙凤镇卫生院,0.352542776
183,乐山市市中区牟子镇卫生院,0.352427018
702,南充明镜新视眼科医院,0.352017165
1349,富顺县兜山镇卫生院,0.351980302
2978,绵阳市安州区秀水镇中心卫生院,0.351688215
276,井研骨康医院,0.351458097
278,什邡国仁医院,0.350685888
1097,威远县向义镇卫生院,0.350401385
2587,洪雅县止戈镇卫生院,0.35021401
2128,成都市龙泉驿区洪安镇公立卫生院,0.349907924
1782,广汉市南丰镇卫生院,0.349656367
4008,高县妇幼保健院,0.349640908
3875,隆昌市黄家镇中心卫生院,0.349372842
3698,邻水县高滩镇中心卫生院,0.349176759
3516,达州市达川区河市镇中心卫生院,0.349049113
1423,屏山县屏边彝族乡卫生院,0.348923481
4041,龙马潭区小市街道社区卫生服务中心,0.348755709
822,叙州区新城社区卫生服务中心,0.348672044
3314,蓬溪县第二人民医院（蓬溪县蓬南中心卫生院）,0.348628865
754,南江县赶场镇中心卫生院,0.348348718
2520,泸县云锦镇卫生院,0.348340215
250,九龙县民族医院,0.348240133
3834,阆中市河溪街道石龙卫生院,0.347854013
1437,岳池县坪滩镇中心卫生院,0.347138958
308,仁寿县妇幼保健院,0.34679224
3830,阆中市水观镇中心卫生院,0.346732584
65,三台县永明镇卫生院,0.346703095
3409,资中县鱼溪镇卫生院,0.346361447
3008,绵阳市游仙区魏城中心卫生院,0.346316473
3159,苍溪县鸳溪镇卫生院,0.346264769
3817,阆中市千佛镇中心卫生院,0.345933262
1792,广汉市高坪镇中心卫生院,0.345582889
1505,崇州市崇庆街道社区卫生服务中心,0.345460268
858,古蔺县二郎中心卫生院,0.345366914
1732,广元曾家山老年病专科医院,0.34500673
895,合江县凤鸣中心卫生院,0.344922713
2730,盐亭县妇幼保健院,0.344689967
3822,阆中市峰占乡卫生院,0.344414206
642,南充复康老年病医院,0.34431105
1148,安岳县南薰镇卫生院,0.3441742
1600,平昌县三十二梁镇卫生院,0.344131427
1393,射洪市洋溪中心卫生院,0.343841377
2450,江油市大堰镇卫生院,0.343202031
1222,宜宾市南溪区仙源街道社区卫生服务中心,0.343096049
2722,白玉县藏医院,0.342857579
145,丹棱县顺龙乡卫生院,0.342772384
87,中江县万福中心卫生院,0.342264759
217,乐至县东山镇孔雀卫生院,0.342213899
287,什邡市方亭社区卫生服务中心,0.342070066
497,内江市市中区永安镇卫生院,0.34201888
3002,绵阳市游仙区新桥中心卫生院,0.341024642
70,三台县立新镇中心卫生院,0.340940889
3287,蓬安县福德镇卫生院,0.340605625
380,仪陇县永乐中心卫生院,0.340599696
1506,崇州市廖家镇卫生院,0.340235356
3061,自贡市大安区和平镇卫生院,0.340025222
2954,绵竹市第二中医医院,0.339924878
838,叙永县水尾中心卫生院,0.339852997
2227,成都高新后美医疗美容医院,0.339512616
1570,巴州区三江镇卫生院,0.339502011
2277,旺苍县国华镇中心卫生院,0.339436677
3111,色达县藏医院,0.339371262
945,四川巴中经济开发区人民医院（四川巴中经济开发区兴文中心卫生院）,0.339241833
1274,宜宾市翠屏区菜坝镇卫生院,0.3386292
2958,绵竹市麓棠镇卫生院,0.338624989
3148,苍溪县白鹤乡卫生院,0.338607364
430,会理市妇幼保健计划生育服务中心（会理市妇幼保健院）,0.338598213
1798,康定市民族医院,0.338568784
1467,峨眉山市双福镇中心卫生院,0.338385362
3021,绵阳经济技术开发区松垭人民医院（松垭镇卫生院）,0.338327492
1787,广汉市连山镇中心卫生院,0.338169146
3388,资中县公民镇卫生院,0.338080465
2590,洪雅县精神康复医院,0.338020585
3271,蓬安仁信精神病医院,0.337653079
2833,眉山苏沈老年病医院有限公司,0.337619657
3266,蒲江复兴医院,0.337162124
1982,成都大华韩艺整形美容医院,0.337129176
463,兴文县麒麟苗族乡卫生院,0.336892597
2454,江油市小溪坝镇中心卫生院,0.336889862
3357,西南医科大学附属口腔医院,0.336804412
899,合江县望龙中心卫生院,0.33679137
3943,雷波永康医院,0.336701461
3006,绵阳市游仙区盐泉中心卫生院,0.336682198
3824,阆中市思依镇中心卫生院,0.336023468
912,合江县车辋镇卫生院,0.335712859
781,南部县双峰乡卫生院,0.335616827
700,南充康健医院,0.334918261
3755,金堂晟康精神病医院,0.334727738
3840,阆中市郎家拐社区卫生服务中心,0.334538852
3584,通江县火炬镇卫生院,0.334306085
735,南江县关路镇卫生院,0.33409897
1513,崇州市观胜镇卫生院,0.333719427
3796,长宁县梅硐镇中心卫生院,0.333451767
2834,眉山蕴缨妇产医院,0.332835127
16,万源市旧院中心卫生院,0.332794707
1508,崇州市文井江镇卫生院,0.332583069
842,叙永县石厢子彝族乡卫生院,0.332366023
1266,宜宾市翠屏区安阜社区卫生服务中心,0.332340026
3991,马边彝族自治县妇幼保健计划生育服务中心,0.332222753
1027,大竹县竹阳街道社区卫生服务中心,0.332170923
3053,自流井区钟云山社区卫生服务站,0.332047864
207,乐山现代妇产医院,0.331683498
579,剑阁县王河镇卫生院,0.331369414
3278,蓬安县巨龙中心卫生院,0.330960108
3433,资阳市雁江区宝台镇卫生院,0.330952552
2146,成都成实医院,0.330912897
312,仁寿县慈航镇卫生院,0.33073444
2228,成都高新城南妇幼医院,0.330244082
1002,大竹县乌木镇卫生院,0.330175437
3154,苍溪县陵江社区卫生服务中心,0.330155469
3530,达州市达川区赵家镇中心卫生院,0.330057243
2441,江油市三合镇卫生院,0.329877658
1626,平昌县江口街道元石卫生院,0.329741501
2461,江油市永胜镇卫生院,0.329615997
3290,蓬安县金甲乡卫生院,0.329544096
1499,崇州市三江街道社区卫生服务中心,0.329526955
2872,筠连县镇舟镇卫生院,0.329450306
2426,江安县四面山镇中心卫生院,0.329299197
2084,成都市郫都区红光街道社区卫生服务中心,0.328762933
1006,大竹县四合镇卫生院,0.328515813
3236,营山县渌井镇卫生院,0.32830184
2631,渠县渠江街道东区社区卫生服务中心,0.328218854
159,乐山市五通桥区竹根社区卫生服务中心,0.328166745
2928,纳溪区丰乐中心卫生院（泸州市纳溪区第四人民医院）,0.328149426
2014,成都市成华区双水碾社区卫生服务中心,0.328087194
1905,德阳爱尔眼科医院,0.327714503
1239,宜宾市叙州区安边镇中心卫生院,0.327579586
1426,屏山县清平彝族乡卫生院,0.327462816
362,仪陇县土门中心卫生院,0.327397447
935,四川天府新区太平中心卫生院,0.326840697
1179,安岳县清流镇卫生院,0.326692014
2217,成都高新区合作社区卫生服务中心,0.326623513
94,中江县冯店中心卫生院,0.326524579
1695,广元市利州区雪峰街道社区卫生服务中心,0.326288822
119,中江县通济镇卫生院,0.325997345
3862,隆昌市云顶镇中心卫生院,0.325920062
1690,广元市利州区河西街道社区卫生服务中心,0.32562944
2045,成都市新都区清流镇卫生院,0.325308281
96,中江县南华镇卫生院,0.325303814
48,三台县乐安镇中心卫生院,0.325228372
1615,平昌县岩口镇马鞍卫生院,0.324976517
2427,江安县夕佳山镇中心卫生院,0.32490061
2471,江油市马角镇卫生院,0.324777157
2101,成都市青白江区大同镇卫生院,0.324675205
394,仪陇方济医院,0.324598767
3585,通江县烟溪镇卫生院,0.324520508
56,三台县富顺镇中心卫生院,0.324261219
1625,平昌县江口中心卫生院,0.324013671
2989,绵阳市涪城区新皂镇卫生院,0.323630567
1899,德阳市罗江区新盛镇卫生院,0.323627004
2585,洪雅县柳江中心卫生院,0.32336992
2599,渠县丰乐镇卫生院,0.32335791
286,什邡市师古中心卫生院,0.322970976
301,仁寿县北斗镇卫生院,0.322500216
1515,崇州市隆兴镇卫生院,0.32202052
1153,安岳县周礼镇宝华卫生院,0.321955283
2204,成都长江紫东老年病医院,0.321863669
1964,成都军大整形外科医院,0.321835288
2326,普格县鹏辰医院,0.321767888
2698,甘孜州泸定县冷碛镇中心卫生院,0.321754444
2095,成都市金牛区西安路社区卫生服务中心,0.321425347
2457,江油市新安镇中心卫生院,0.321316347
488,内江市市中区乐贤街道社区卫生服务中心,0.321100231
1249,宜宾市叙州区高场镇中心卫生院,0.320842945
905,合江县白鹿镇卫生院,0.32067772
1457,岳池同信医院,0.320465896
1846,彭州市隆丰街道军乐社区卫生服务中心,0.319923085
3595,通江县陈河镇卫生院,0.319604516
3213,营山县双流中心卫生院,0.319567709
2173,成都红星老年病医院,0.319511055
1004,大竹县佰钏医院,0.319368309
3750,金堂县金龙镇卫生院,0.319163839
2929,纳溪区合面中心卫生院（泸州市纳溪区第九人民医院）,0.319121356
1872,德阳博爱耳鼻喉专科医院,0.319092299
3269,蒲江鑫名老年病医院,0.318962649
2798,眉山市东坡区妇幼保健计划生育服务中心,0.318845857
2647,炉霍县妇幼保健计划生育服务中心,0.318700574
266,井研县研经镇中心卫生院,0.318472572
3805,长宁舒之康妇产医院,0.318334039
2353,梓潼县妇幼保健院,0.317987296
3243,营山县老林中心卫生院,0.317921574
1975,成都双流海尔森老年病医院,0.317719847
79,三台县鲁班镇卫生院,0.317464627
294,什邡市马祖中心卫生院,0.317455217
1350,富顺县古佛镇卫生院,0.317366795
568,剑阁县张王镇卫生院,0.317275885
2959,绵竹慧仁医院,0.316901359
3086,自贡市自流井区仲权镇中心卫生院,0.316693415
3194,荣县高山中心卫生院,0.316523103
3126,苍溪县东青镇中心卫生院,0.316363439
1511,崇州市羊马街道社区卫生服务中心,0.316316224
1033,大竹县高穴中心卫生院,0.316307268
3379,西昌康立医院,0.316254085
2369,武胜县万善镇卫生院,0.316230403
1420,屏山县夏溪乡卫生院,0.315752826
288,什邡市洛水中心卫生院,0.315450003
3079,自贡市沿滩区黄市镇卫生院,0.315387334
3091,自贡市贡井区五宝中心卫生院,0.315228362
2158,成都武侯九星肾病医院,0.315054231
1622,平昌县板庙镇中心卫生院,0.314962674
2161,成都民生福音耳鼻喉专科医院,0.314654192
3576,通江县板桥口镇卫生院,0.314496459
506,内江锦欣康养护理院,0.314188821
3730,金堂县三溪镇卫生院(金堂县三溪镇公共卫生所）,0.31406951
98,中江县城北社区卫生服务中心,0.314027017
1930,成都东部新区海螺卫生院,0.313923418
3615,遂宁市安居区会龙镇卫生院,0.313709381
2267,旌阳华仁医院,0.31343883
1063,大邑县鹤鸣镇公立卫生院,0.312970397
777,南部县升钟中心卫生院,0.312940966
198,乐山市沙湾区福禄镇中心卫生院（牛石分院）,0.312781678
1461,岳池眼科医院,0.312695101
2607,渠县大义乡卫生院,0.312202901
3643,遂宁杨柳肾病医院有限公司,0.311693012
995,大安区牛佛中心卫生院,0.311682615
58,三台县建平镇中心卫生院,0.311570639
2155,成都暄妍医学美容医院,0.311310713
1816,开江县讲治镇卫生院,0.311038984
458,兴文县大坝苗族乡卫生院,0.311025323
1380,射洪市天仙中心卫生院,0.310903897
337,仁寿县龙马镇卫生院,0.310635266
1268,宜宾市翠屏区思坡镇卫生院,0.310633524
1707,广元市昭化区王家镇中心卫生院,0.310393391
1755,广安市广安区大龙镇卫生院,0.310091394
908,合江县神臂城镇卫生院,0.309964687
182,乐山市市中区海棠街道社区卫生服务中心,0.309705277
3794,长宁县妇幼保健计划生育服务中心（长宁县妇幼保健院）,0.309471662
2943,绵竹市九龙镇卫生院,0.309431419
3023,绵阳肾病医院,0.309385806
3160,苍溪县黄猫垭镇卫生院,0.309176269
3826,阆中市望垭镇卫生院,0.309107085
3078,自贡市沿滩区邓关街道社区卫生服务中心,0.308927272
1498,崇州崇仁医院,0.308657731
2282,旺苍县张华镇卫生院,0.308654054
1057,大邑县沙渠街道社区卫生服务中心(大邑县第三人民医院）,0.308634317
3583,通江县涪阳中心卫生院,0.308394411
3015,绵阳爱尔眼科医院,0.307803724
2987,绵阳市涪城区城郊社区卫生服务中心,0.307795997
1370,富顺天善眼科医院,0.307710882
671,南充市嘉陵区金凤镇中心卫生院,0.306797637
3181,荣县古文镇卫生院,0.305850372
571,剑阁县杨村镇卫生院,0.305741145
2044,成都市新都区桂湖街道城西社区卫生服务中心,0.305480811
499,内江市市中区靖民镇卫生院,0.305422961
3099,自贡市贡井区龙潭中心卫生院,0.305399284
3413,资中福仁堂中医医院,0.305281893
3508,达州市达川区安仁乡卫生院,0.305188904
3517,达州市达川区河市镇社区卫生服务中心,0.305174407
2904,简阳爱晚中西医结合医院,0.304446888
1881,德阳市旌阳区和新镇卫生院,0.304250559
1404,射洪老年病医院,0.304115486
3713,都江堰市灌口解放社区卫生服务中心,0.304007478
1090,夹江县甘江镇中心卫生院,0.303822068
1806,开江县妇幼保健计划生育服务中心,0.303678342
2105,成都市青白江区弥牟镇公立中心卫生院,0.303219667
3829,阆中市桥楼乡卫生院,0.303070818
1248,宜宾市叙州区赵场西区社区卫生服务中心,0.302970457
866,古蔺县椒园镇卫生院,0.302782212
3431,资阳市雁江区堪嘉镇卫生院,0.302294406
875,古蔺县金兰街道护家社区卫生服务中心,0.30202995
103,中江县广福中心卫生院,0.301506291
1644,平昌县镇龙镇中心卫生院,0.30096133
62,三台县新生镇中心卫生院,0.300913396
3775,金阳县妇幼保健计划生育服务中心,0.300744743
3327,西充华联医院,0.300479759
2511,沐川县茨竹乡卫生院,0.300193238
1739,广安国丹皮肤病医院,0.299715418
2897,简阳市赤水街道社区卫生服务中心,0.299222133
1272,宜宾市翠屏区牟坪镇中心卫生院,0.299097038
6,万源市井溪镇卫生院,0.298863014
2266,新龙县人民医院,0.298482667
1682,广元市利州区东坝街道社区卫生服务中心,0.29842883
172,乐山市市中区土主镇中心卫生院,0.2983206
3412,资中弘德医院,0.298186479
282,什邡市元石卫生院,0.298082691
1028,大竹县第三人民医院,0.298057633
1603,平昌县云台镇澌滩卫生院,0.298032556
2875,简阳仁和医院,0.29802715
1631,平昌县涵水镇卫生院,0.298006876
2583,洪雅县妇幼保健计划生育服务中心,0.297906434
3870,隆昌市石燕桥镇中心卫生院,0.297502067
2993,绵阳市涪城区青义中心卫生院,0.297407073
902,合江县甘雨镇卫生院,0.297291769
292,什邡市蓥华中心卫生院,0.297153969
2949,绵竹市广济镇卫生院,0.296991744
2378,武胜县宝箴塞镇卫生院,0.296370523
357,仪陇县保平镇卫生院,0.296345489
1974,成都双流华府医院,0.29628535
2865,筠连县妇幼保健计划生育服务中心,0.296229312
1575,巴州区平梁中心卫生院,0.2961551
3793,长宁县古河镇中心卫生院,0.295963841
1597,布拖县特木里镇中心卫生院,0.295542922
1323,宣汉县漆树土家族乡漆碑卫生院,0.295344799
599,北川羌族自治县擂鼓镇中心卫生院,0.29521476
3538,达州市通川区蒲家中心卫生院,0.294727164
211,乐山肛康中医肛肠医院,0.294663989
1371,富顺毛桥医院,0.29461436
2475,江阳区丹林镇卫生院,0.29450625
2902,简阳康城中西医结合医院,0.294504791
289,什邡市湔氐镇卫生院,0.294036774
3505,达州市达川区大堰镇卫生院,0.29380784
1442,岳池县朝阳街道社区卫生服务中心,0.293673283
1915,慈音社区卫生服务中心,0.293551279
3868,隆昌市普润镇中心卫生院,0.293118776
3506,达州市达川区大树镇中心卫生院,0.293059177
4029,高坪区螺溪社区卫生服务中心,0.292838247
2251,攀枝花市妇幼保健院,0.292667175
2178,成都育才骨科医院,0.292530951
1700,广元市昭化区卫子镇中心卫生院,0.292279327
1902,德阳市罗江区调元镇卫生院,0.292237416
3189,荣县河口镇卫生院,0.29221619
27,万源市第二人民医院（万源市精神病医院）,0.292051153
1025,大竹县石桥铺中心卫生院,0.291880617
1628,平昌县江家口镇卫生院,0.291801459
555,剑阁光明医院,0.291637206
3104,自贡高新区学苑街社区卫生服务中心（高新区）,0.291588694
156,乐山市五通桥区冠英镇卫生院,0.291348669
2936,纳溪区白节中心卫生院（泸州市纳溪区第六人民医院）,0.291278602
638,南充友谊医院,0.291149425
1946,成都中医药大学附属生殖妇幼医院,0.291073922
878,古蔺县马蹄镇卫生院,0.290944501
1008,大竹县天城镇卫生院,0.290666621
3919,雅江县妇幼保健计划生育服务中心,0.290576032
3289,蓬安县金溪中心卫生院,0.290568142
1779,广汉市三水镇卫生院,0.290447195
2256,攀枝花爱尔眼科医院,0.290121441
3827,阆中市木兰镇卫生院,0.290076576
1480,峨眉山星颐老年护理院,0.289660109
2945,绵竹市什地镇卫生院,0.289570034
2255,攀枝花煤业（集团）有限责任公司总医院,0.28934179
2468,江油市重华镇卫生院,0.288978859
3740,金堂县福兴镇中心卫生院（金堂县福兴镇公共卫生所）,0.288777117
1055,大邑县新场镇公立卫生院,0.288642313
3910,雅安市雨城区草坝镇中心卫生院,0.288623417
1081,天全天愿医院,0.288607535
3304,蓬溪县大石中心卫生院,0.288452659
3803,长宁县长宁镇中心卫生院,0.288404504
1198,安州仁晨医院,0.288124661
115,中江县继光镇卫生院,0.287843245
3718,都江堰市蒲阳街道卫生院,0.287550754
713,南充爱邻医院,0.287367647
194,乐山市沙湾区太平镇中心卫生院,0.287249702
3075,自贡市沿滩区王井镇卫生院,0.28724785
3069,自贡市沿滩区兴隆镇卫生院,0.287163144
3308,蓬溪县文井中心卫生院,0.286964515
1128,宁南县白鹤滩镇卫生院（白鹤滩镇妇幼保健计划生育服务站）,0.286894943
4018,高县蕉村镇卫生院,0.28685111
3570,通江县妇幼保健院,0.286680877
2286,旺苍县水磨镇卫生院,0.28660804
1870,德格县藏医院（藏医药研究所）,0.286058844
495,内江市市中区妇幼保健院,0.285991487
1188,安岳县驯龙镇中心卫生院,0.285987935
3906,雅安市雨城区大兴社区卫生服务中心,0.285944386
2007,成都市双流区金桥社区卫生服务中心,0.28588315
3639,遂宁市船山区河沙镇卫生院,0.285469471
1151,安岳县合义乡卫生院,0.285461737
2179,成都蒲江颐养居老年病医院,0.285115825
3620,遂宁市安居区柔刚社区卫生服务中心,0.285068145
2357,梓潼县文昌镇中心卫生院,0.284877435
2478,江阳区北城街道社区卫生服务中心,0.284817402
81,三台梓爱医院,0.284598719
161,乐山市五通桥区蔡金镇卫生院,0.284428417
1889,德阳市旌阳区柏隆镇卫生院,0.284419637
121,中江县黄鹿镇卫生院,0.284414191
2975,绵阳市安州区桑枣镇中心卫生院,0.284333521
2276,旺苍县嘉川镇中心卫生院,0.28420535
2658,犍为县寿保镇敖家卫生院,0.284073491
1482,峨边彝族自治县中医医院,0.283807246
163,乐山市五通桥区金山镇中心卫生院,0.283751073
110,中江县永安中心卫生院,0.283747914
2951,绵竹市汉旺镇卫生院,0.282487277
2977,绵阳市安州区界牌社区卫生服务中心,0.282350166
1368,富顺县龙万乡卫生院,0.282185894
3425,资阳市雁江区临江镇卫生院,0.282141936
2000,成都市双流区公兴社区卫生服务中心,0.282111014
2927,纳溪区东升街道社区卫生服务中心,0.28200884
2913,米易县撒莲镇卫生院,0.282004068
17,万源市曾家乡卫生院,0.28176654
3487,达州华阳妇产儿童医院,0.281573678
1012,大竹县川主乡卫生院,0.281317264
1391,射洪市曹碑镇卫生院,0.281264526
3472,越西康虹医院,0.281235663
2375,武胜县华封镇卫生院,0.281229907
31,万源市蜂桶乡卫生院,0.281173498
2648,炉霍县藏医院,0.281082548
570,剑阁县木马镇卫生院,0.281070871
2329,木里县中藏医院,0.280947911
2434,江安县留耕镇中心卫生院,0.280381135
1267,宜宾市翠屏区宗场镇卫生院,0.280309227
845,叙永县赤水镇卫生院,0.280012448
1882,德阳市旌阳区城南社区卫生服务中心,0.280011769
3787,金阳康乐医院,0.279984823
1710,广元市昭化区虎跳镇中心卫生院,0.279888009
1424,屏山县新安镇卫生院,0.279747782
4043,龙马潭区特兴街道长安社区卫生服务中心,0.279490017
2589,洪雅县瓦屋山镇卫生院,0.279385026
342,仁寿爱尔眼科医院,0.279056486
2396,武胜瑞康精神病专科医院,0.278950146
2733,盐亭县岐伯镇中心卫生院,0.278149078
1539,巴中市巴州区陇桥社区卫生服务中心,0.278127892
1844,彭州市葛仙山镇卫生院,0.278081231
2815,眉山市彭山区凤鸣街道余店社区卫生服务中心,0.27807841
1136,安岳县东胜乡卫生院,0.278058412
740,南江县团结乡卫生院,0.277998022
839,叙永县水潦彝族乡卫生院,0.277968738
3009,绵阳市游仙经济试验区社区卫生服务中心,0.277922735
2999,绵阳市游仙区富乐街道社区卫生服务中心,0.277731607
3821,阆中市妙高镇卫生院,0.277710698
113,中江县积金镇卫生院,0.277599654
450,兴文县九丝城镇卫生院,0.277400943
1154,安岳县大平镇卫生院,0.277214092
1278,宜宾市翠屏区金秋湖镇中心卫生院,0.277083856
3613,遂宁市安居区中医院,0.276793295
2988,绵阳市涪城区妇幼保健计划生育服务中心,0.276685328
1178,安岳县永顺镇卫生院,0.276620346
1871,德源中西医结合医院,0.276336626
2008,成都市双流区黄水镇卫生院,0.276087923
106,中江县柏树乡卫生院,0.275963018
1701,广元市昭化区太公镇中心卫生院,0.275919333
2668,犍为家和医院,0.275653551
3788,金阳益民医院,0.275593336
333,仁寿县青岗乡卫生院,0.275571549
1155,安岳县天林镇卫生院,0.275539359
745,南江县杨坝镇中心卫生院,0.275454948
275,井研结实医院,0.275439218
3844,阆中市龙泉镇卫生院,0.275388266
272,井研县马踏镇中心卫生院,0.275133402
95,中江县凯江中心卫生院,0.274825219
3510,达州市达川区幺塘乡卫生院,0.274771554
3847,阆中益民医院,0.274356002
3682,邻水县合流镇卫生院,0.274261415
2953,绵竹市玉泉镇卫生院,0.27417983
981,四川肛肠医院,0.274103202
1538,巴中市巴州区水宁寺镇卫生院,0.274022742
588,剑阁县香沉镇卫生院,0.273285246
1384,射洪市太和街道城西社区卫生服务中心,0.27299631
2577,洪雅县东岳镇卫生院,0.272849723
857,古蔺县丹桂镇卫生院,0.272796238
3112,芦山勇康医院,0.272557561
2121,成都市龙泉驿区同安社区卫生服务中心,0.271962134
1390,射洪市明星镇卫生院,0.27194527
4009,高县庆岭镇卫生院,0.271843861
991,大安区大山铺中心卫生院,0.271709883
1038,大英县卓筒井镇卫生院,0.27146009
167,乐山市妇幼保健院,0.271190856
1579,巴州区玉堂街道凌云社区卫生服务中心,0.271108446
1379,射洪市复兴中心卫生院,0.271101607
2443,江油市中坝卫生院,0.271096034
309,仁寿县始建镇卫生院,0.271026288
1673,广元口腔医院,0.270733328
1134,宁南康达医院,0.270709028
1395,射洪市潼射镇卫生院,0.270661403
14,万源市官渡中心卫生院,0.270616953
1788,广汉市金轮镇卫生院,0.270343374
379,仪陇县柴井乡卫生院,0.269924539
2760,盐源县梅雨镇卫生院,0.269423648
2398,汉源健行骨伤专科医院,0.269344671
3658,邛崃市南宝山镇卫生院,0.269192014
1888,德阳市旌阳区旌西社区卫生服务中心,0.269170314
578,剑阁县演圣镇卫生院,0.269035748
1939,成都东部新区草池社区卫生服务中心,0.268940126
2508,沐川县沐溪镇卫生院,0.268891853
2006,成都市双流区西航港社区卫生服务中心,0.268834869
3960,青川县房石镇卫生院,0.268832203
1885,德阳市旌阳区孝泉镇卫生院,0.268809398
3795,长宁县梅白镇卫生院,0.268589104
1835,彭州市天彭街道西郊社区卫生服务中心,0.268182098
341,仁寿海微眼科医院,0.26816243
108,中江县永兴中心卫生院,0.268158323
1146,安岳县华严镇卫生院,0.268103595
1576,巴州区梁永镇卫生院,0.268064557
3904,雅安市雨城区周公山镇中心卫生院,0.267989182
1400,射洪市金家中心卫生院,0.267919028
3098,自贡市贡井区长土街道社区卫生服务中心,0.26782074
444,会理市鹿厂镇中心卫生院,0.267723516
3227,营山县星火中心卫生院,0.26738662
1276,宜宾市翠屏区象鼻社区卫生服务中心,0.267235271
4005,高县可久镇卫生院,0.267014035
2640,渠县青龙镇卫生院,0.26676425
3437,资阳市雁江区石岭镇卫生院,0.266544967
2252,攀枝花市第三人民医院,0.266397935
3066,自贡市沿滩区九洪乡卫生院,0.266336912
1325,宣汉县石岭医院,0.26623454
3563,通江县三溪镇卫生院,0.266026234
739,南江县和平镇卫生院,0.265203005
3710,都江堰市桂花社区卫生服务中心,0.264071275
3474,越西长庚医院,0.263779461
865,古蔺县德耀镇卫生院,0.263682976
1572,巴州区回风街道社区卫生服务中心,0.26367686
3501,达州市达川区南岳镇卫生院,0.263607127
4007,高县复兴镇卫生院,0.263362539
719,南充鹤鸣山护理院,0.26271589
34,万源市青花中心卫生院,0.262689694
2799,眉山市东坡区富牛镇卫生院,0.262689161
3074,自贡市沿滩区沿滩镇卫生院,0.262657208
1089,夹江县漹城社区卫生服务中心,0.262368326
701,南充康顺医院,0.261921315
2867,筠连县沐爱镇中心卫生院,0.261896048
2622,渠县望江乡卫生院,0.261768398
2387,武胜县胜利镇卫生院,0.261661277
3462,越西县普雄镇中心卫生院,0.261632054
3865,隆昌市响石镇中心卫生院,0.261438621
3767,金阳华大医院对坪分院,0.261426982
1904,德阳市罗江区金山镇中心卫生院（德阳市罗江区第二人民医院）,0.261374426
2591,洪雅县高庙镇卫生院,0.261120618
2937,纳溪区龙车镇卫生院（泸州市纳溪区第十人民医院）,0.261091365
2672,珙县上罗镇中心卫生院,0.260824415
1933,成都东部新区玉成社区卫生服务中心,0.260678816
2823,眉山市彭山区黄丰镇卫生院,0.260557858
1925,成都东部新区周家卫生院,0.260486241
1150,安岳县双龙街乡卫生院,0.260391827
2510,沐川县舟坝镇卫生院,0.260003599
1692,广元市利州区盘龙镇卫生院,0.259588773
22,万源市白果镇卫生院,0.259501245
3557,通川区梓桐镇卫生院,0.259437988
582,剑阁县盐店镇西庙卫生院,0.259000564
2279,旺苍县大德镇卫生院,0.258911997
3748,金堂县赵镇社区卫生服务中心（金堂县赵镇街道公共卫生所）,0.258865355
3594,通江县长坪镇卫生院,0.258860712
801,南部县滨江社区卫生服务中心,0.258640246
512,冕宁县妇幼保健计划生育服务中心,0.258610554
2933,纳溪区打古镇卫生院（泸州市纳溪区第十一人民医院）,0.258453174
