,basy_zyzd_jbbm_3,count,耗材费
379,379,116,457.2898275862069
380,380,4,1541.8175
381,381,9,442.0422222222222
382,382,16,343.97375
383,383,197,732.4477157360407
384,384,13,806.6076923076923
385,385,17,548.3635294117647
386,386,2,1111.5
387,387,8,787.0975
388,388,5,887.052
389,389,1,692.3900000000001
390,390,7,457.49857142857144
391,391,15,466.00333333333333
392,392,62,436.7164516129032
393,393,113,1777.2423008849557
394,394,70,768.0817142857143
395,395,307,2122.2402280130295
396,396,416,3076.1804086538464
397,397,206,2300.930582524272
398,398,68,562.6330882352942
399,399,248,1834.6741935483872
400,400,276,2133.9765579710147
401,401,401,1464.5572319201995
402,402,928,13060.880409482757
403,403,479,14873.025052192066
404,404,434,2632.5492857142854
405,405,442,3387.4172171945697
406,406,368,17763.469375
407,407,865,13807.747826589597
408,408,337,547.0588724035608
409,409,234,5058.141367521368
410,410,657,23309.449360730596
411,411,926,15107.609751619872
412,412,1059,1248.5290557129367
413,413,755,4064.211006622517
414,414,410,8684.599
415,415,1003,1547.0975274177467
416,416,3851,1158.5435471306155
417,417,3787,2950.424388698178
418,418,938,5612.084658848614
419,419,1004,6191.2609760956175
420,420,2992,1935.684154411765
421,421,4365,1422.6487926689576
422,422,1440,3035.495819444445
423,423,1794,4755.604665551839
424,424,4666,1897.5044727818258
425,425,4377,1414.86610235321
426,426,1279,5243.816770914777
427,427,1626,6767.851795817958
428,428,1332,4050.570773273273
429,429,281,2251.567259786477
430,430,430,1381.4543953488374
431,431,2249,1309.4091863050246
432,432,1078,1717.466215213358
433,433,1343,3427.4358376768428
434,434,1874,2099.315971184632
435,435,616,1876.295827922078
436,436,373,982.416166219839
437,437,470,5867.505340425531
438,438,2045,2575.99680195599
439,439,1313,2637.04993907083
440,440,2199,2359.2467939972717
441,441,1765,1481.5423002832863
442,442,1425,3589.099354385965
443,443,1097,1157.5924703737464
444,444,1816,3687.41454845815
445,445,784,6123.253035714286
446,446,2020,2379.5324752475244
447,447,3445,2432.3126328011613
448,448,1545,2739.7242653721682
449,449,1521,2316.265305719921
450,450,2760,1225.1255579710146
451,451,903,840.9786046511628
452,452,2326,1118.269105760963
453,453,1146,2493.8349040139615
454,454,1940,1114.935118556701
455,455,3565,1244.089624123422
456,456,1055,1769.7515924170616
457,457,58074,2354.7592712745804
458,458,13449,2779.2935392966024
459,459,29801,2586.8836159860407
460,460,7895,2791.068363521216
461,461,364,1705.3918681318683
462,462,25618,2784.5649953157936
463,463,27169,2608.6971257683385
464,464,61279,2587.932911764226
465,465,40893,2664.4478028024355
466,466,27189,2742.609923130678
467,467,27292,2799.4319020225707
468,468,7286,3310.0404474334337
469,469,3010,5272.583365448505
470,470,1240,3231.022040322581
471,471,4649,4109.635160249516
472,472,3009,3811.0942107012297
473,473,17217,2854.2456606842075
474,474,6496,3049.274967672414
475,475,2165,3781.2788868360276
476,476,1215,3374.5533086419755
477,477,647,1040.7341576506956
478,478,2371,2596.5040489245043
479,479,474,790.2356118143459
480,480,2619,1408.1539557082856
481,481,1453,1179.6130075705437
482,482,1204,1897.586719269103
483,483,821,4037.483946406821
484,484,906,1345.352417218543
485,485,610,1714.4008360655737
486,486,902,1414.827694013304
487,487,1746,1228.6455555555556
488,488,2153,1047.7477008824894
489,489,1965,1326.3967124681933
490,490,1392,1062.2357183908048
491,491,1357,1570.6144804716287
492,492,757,1752.1730250990752
493,493,1023,1584.786871945259
494,494,474,1718.2491561181434
495,495,475,1928.8012631578947
496,496,1686,880.3682087781732
497,497,354,1363.787966101695
498,498,1517,1432.590112063283
