,医院名称,检查检验费均值
849,叙永县龙凤镇兴隆卫生院,453.5705587
2108,成都市青白江区福洪镇卫生院,453.511022
700,南充康健医院,453.2520548
2981,绵阳市安州区雎水镇卫生院,453.0051852
2119,成都市龙泉驿区仁爱社区卫生服务中心,452.8380952
913,合江康城肾病专科医院,452.6545455
945,四川巴中经济开发区人民医院（四川巴中经济开发区兴文中心卫生院）,452.4766667
1525,巴中仁达医院,452.3298148
3509,达州市达川区平滩镇卫生院,452
2110,成都市青白江区龙王镇卫生院,451.1232704
3159,苍溪县鸳溪镇卫生院,450.4698113
1900,德阳市罗江区略坪镇中心卫生院,450.440625
2926,纳溪区上马中心卫生院（泸州市纳溪区第五人民医院）,449.9214477
3875,隆昌市黄家镇中心卫生院,449.6785863
1242,宜宾市叙州区樟海镇中心卫生院,449.5826316
3436,资阳市雁江区松涛镇卫生院,449.5356948
3415,资阳中欣肛肠医院,449.3769231
894,合江县先滩中心卫生院,449.3715789
1812,开江县梅家乡卫生院,449.222619
73,三台县老马镇卫生院,448.9511754
1045,大英县象山镇卫生院,448.8679245
1205,宜宾三江新区宋家镇卫生院,448.7462264
276,井研骨康医院,448.5108571
709,南充民瑞医院,447.8767442
565,剑阁县姚家镇卫生院,447.8412371
3597,通江县麻石中心卫生院,447.7338535
1791,广汉市雒城街道顺德路社区卫生服务中心,447.4967742
2536,泸县玉蟾街道社区卫生服务中心,447.0479821
1884,德阳市旌阳区孝感社区卫生服务中心,446.7921769
3840,阆中市郎家拐社区卫生服务中心,446.5518519
2566,泸州现代耳鼻喉专科医院,446.4472222
692,南充市顺庆区西城社区卫生服务中心,446.4285714
2996,绵阳市游仙区仙鹤中心卫生院,446.3719198
2307,昭觉县新城镇中心卫生院,446.0873704
235,乐至县金顺镇卫生院,446.0443299
3805,长宁舒之康妇产医院,445.8536508
993,大安区新店镇卫生院,445.6715328
829,叙永县后山镇卫生院,445.5471111
1169,安岳县朝阳镇卫生院,444.8030303
3430,资阳市雁江区南津镇中心卫生院,444.6758621
483,内江市东兴区高桥街道卫生院,444.433557
2539,泸县福集镇卫生院,444.3119403
3178,荣县保华镇卫生院,444.2561404
3518,达州市达川区渡市镇中心卫生院,444.0561151
752,南江县贵民镇中心卫生院,442.9509615
3302,蓬溪县任隆中心卫生院,442.8852041
3864,隆昌市双凤镇中心卫生院,442.8365297
4024,高坪区清溪社区卫生服务中心,442.71875
2618,渠县报恩乡卫生院,442.4931507
2292,旺苍县英萃镇中心卫生院,442.180791
3173,荣县东佳镇卫生院,442.0173913
880,古蔺县龙山中心卫生院,441.1335165
217,乐至县东山镇孔雀卫生院,440.8088889
835,叙永县摩尼镇营山卫生院,440.7862857
2978,绵阳市安州区秀水镇中心卫生院,440.7631579
1614,平昌县岩口镇卫生院,440.6587402
116,中江县联合镇卫生院,440.551632
710,南充永康医院,440.5275862
3029,美姑华医医院,440.4988142
1792,广汉市高坪镇中心卫生院,440.0035542
320,仁寿县禄加镇卫生院,439.6735294
2081,成都市郫都区德源街道社区卫生服务中心,438.9780488
454,兴文县僰王山镇中心卫生院,438.8537748
992,大安区庙坝镇卫生院,438.7282051
4035,高坪太禾医院,438.5613718
3293,蓬安县鲜店乡卫生院,438.0175439
2898,简阳市踏水镇卫生院,438.0161616
3310,蓬溪县明月中心卫生院,437.945122
2128,成都市龙泉驿区洪安镇公立卫生院,437.7544828
1081,天全天愿医院,436.9219474
2430,江安县妇幼保健院,436.9133333
3314,蓬溪县第二人民医院（蓬溪县蓬南中心卫生院）,436.6893617
1283,宜宾爱尔优视眼科医院,436.6384677
3473,越西王氏医院,436.5471074
611,北川羌族自治县陈家坝镇中心卫生院,436.4423358
3475,达川佳合中医医院,436.2542342
498,内江市市中区白马镇中心卫生院,435.7148418
1641,平昌县邱家镇鹿鸣卫生院,435.6559459
1166,安岳县护建镇卫生院,435.1890909
1264,宜宾市翠屏区大观楼社区卫生服务中心,435.0123529
1153,安岳县周礼镇宝华卫生院,434.9138889
1097,威远县向义镇卫生院,434.6717822
394,仪陇方济医院,434.6072289
2010,成都市双流区黄龙溪镇卫生院,434.6054054
3021,绵阳经济技术开发区松垭人民医院（松垭镇卫生院）,434.537619
3698,邻水县高滩镇中心卫生院,434.4851485
2288,旺苍县白水镇中心卫生院,434.4363868
855,古蔺县东新镇卫生院,434.2292763
1404,射洪老年病医院,434.0230769
549,凉山爱尔眼科医院,433.7881818
98,中江县城北社区卫生服务中心,433.6814159
3008,绵阳市游仙区魏城中心卫生院,433.6465278
1437,岳池县坪滩镇中心卫生院,433.5032258
380,仪陇县永乐中心卫生院,433.1009934
3817,阆中市千佛镇中心卫生院,433.0935897
893,合江县先市中心卫生院,433.0546296
1840,彭州市白鹿镇卫生院,432.9034483
906,合江县真龙镇卫生院,432.8187075
910,合江县符阳街道社区卫生服务中心(合江县符阳街道卫生院),432.572466
1430,岳池县中和镇中心卫生院,432.1320755
754,南江县赶场镇中心卫生院,432.1094595
439,会理市益门镇中心卫生院,432.0503636
822,叙州区新城社区卫生服务中心,431.6765152
1393,射洪市洋溪中心卫生院,431.625974
3095,自贡市贡井区筱溪街道社区卫生服务中心,430.55
868,古蔺县白泥镇卫生院,430.4607895
3287,蓬安县福德镇卫生院,430.4296943
3026,绵阳高新区永兴镇中心卫生院,430.2616896
111,中江县玉兴镇卫生院,429.672
2836,眉山蜀西眼耳鼻咽喉专科医院有限公司,429.3627586
3382,西昌礼州张勇医院,429.3406818
4042,龙马潭区特兴街道社区卫生服务中心,429.1282051
3516,达州市达川区河市镇中心卫生院,428.7344633
2643,渠县龙凤镇卫生院,428.4213836
3834,阆中市河溪街道石龙卫生院,428.0820513
898,合江县尧坝镇卫生院,428.0171951
416,会东天济医院,427.9806452
2878,简阳市东溪街道社区卫生服务中心,427.9331579
1349,富顺县兜山镇卫生院,425.9311538
1508,崇州市文井江镇卫生院,425.8057143
2520,泸县云锦镇卫生院,425.7635246
3581,通江县泥溪镇卫生院,425.7615702
3271,蓬安仁信精神病医院,425.4117647
3487,达州华阳妇产儿童医院,425.1846154
3919,雅江县妇幼保健计划生育服务中心,424.9473684
838,叙永县水尾中心卫生院,424.9431667
2958,绵竹市麓棠镇卫生院,423.9095465
2450,江油市大堰镇卫生院,423.0985591
65,三台县永明镇卫生院,422.7694051
3409,资中县鱼溪镇卫生院,422.5453725
1843,彭州市致和街道社区卫生服务中心,422.3859649
183,乐山市市中区牟子镇卫生院,422.2151724
1423,屏山县屏边彝族乡卫生院,422.1106452
1222,宜宾市南溪区仙源街道社区卫生服务中心,421.8596667
145,丹棱县顺龙乡卫生院,421.7673077
3061,自贡市大安区和平镇卫生院,421.7034884
3824,阆中市思依镇中心卫生院,421.3418398
3002,绵阳市游仙区新桥中心卫生院,420.7729196
895,合江县凤鸣中心卫生院,420.6780297
858,古蔺县二郎中心卫生院,420.3307947
3871,隆昌市石碾镇中心卫生院,420.1613793
70,三台县立新镇中心卫生院,419.8704453
1505,崇州市崇庆街道社区卫生服务中心,419.5329193
935,四川天府新区太平中心卫生院,419.4558621
87,中江县万福中心卫生院,418.8650224
2959,绵竹慧仁医院,417.7681818
287,什邡市方亭社区卫生服务中心,417.1181818
1787,广汉市连山镇中心卫生院,417.0146154
1782,广汉市南丰镇卫生院,416.893617
2456,江油市战旗镇卫生院,416.8151261
3943,雷波永康医院,416.2769531
3077,自贡市沿滩区联络镇中心卫生院,416.0895455
3148,苍溪县白鹤乡卫生院,415.7264151
3750,金堂县金龙镇卫生院,415.4135135
1467,峨眉山市双福镇中心卫生院,415.1322581
3266,蒲江复兴医院,414.8676923
337,仁寿县龙马镇卫生院,414.6533476
3796,长宁县梅硐镇中心卫生院,414.6013284
1499,崇州市三江街道社区卫生服务中心,414.5652482
1148,安岳县南薰镇卫生院,414.3609023
3154,苍溪县陵江社区卫生服务中心,414.3076923
3822,阆中市峰占乡卫生院,414.0691176
3194,荣县高山中心卫生院,413.9348485
3388,资中县公民镇卫生院,413.6505747
3278,蓬安县巨龙中心卫生院,413.4568323
497,内江市市中区永安镇卫生院,412.98
1570,巴州区三江镇卫生院,412.2106383
671,南充市嘉陵区金凤镇中心卫生院,411.6253425
1027,大竹县竹阳街道社区卫生服务中心,411.5107034
1002,大竹县乌木镇卫生院,410.7619048
1506,崇州市廖家镇卫生院,410.496
2454,江油市小溪坝镇中心卫生院,410.1416949
463,兴文县麒麟苗族乡卫生院,410.117757
1004,大竹县佰钏医院,409.8682432
4041,龙马潭区小市街道社区卫生服务中心,409.4507463
1974,成都双流华府医院,409.2918919
1274,宜宾市翠屏区菜坝镇卫生院,409.129973
702,南充明镜新视眼科医院,408.912
1480,峨眉山星颐老年护理院,408.8111111
1600,平昌县三十二梁镇卫生院,408.4908163
3730,金堂县三溪镇卫生院(金堂县三溪镇公共卫生所）,408.2445283
3585,通江县烟溪镇卫生院,408.07125
1457,岳池同信医院,407.7272727
56,三台县富顺镇中心卫生院,406.6822157
4044,龙马潭区红星街道社区卫生服务中心,406.6662871
3584,通江县火炬镇卫生院,406.5295652
735,南江县关路镇卫生院,406.4258929
2277,旺苍县国华镇中心卫生院,406.4033333
713,南充爱邻医院,406.3955556
2441,江油市三合镇卫生院,406.2154158
1482,峨边彝族自治县中医医院,405.7153488
876,古蔺县金兰街道社区卫生服务中心,405.3792
1513,崇州市观胜镇卫生院,405.0194737
2146,成都成实医院,405
1915,慈音社区卫生服务中心,404.98
2471,江油市马角镇卫生院,404.8151724
1426,屏山县清平彝族乡卫生院,403.8202564
2587,洪雅县止戈镇卫生院,403.4019139
2178,成都育才骨科医院,403.0663265
3413,资中福仁堂中医医院,402.8816817
1690,广元市利州区河西街道社区卫生服务中心,402.6028986
781,南部县双峰乡卫生院,402.5695652
912,合江县车辋镇卫生院,402.2790991
16,万源市旧院中心卫生院,402.2179487
842,叙永县石厢子彝族乡卫生院,402.1971831
1673,广元口腔医院,402
286,什邡市师古中心卫生院,401.6924324
2631,渠县渠江街道东区社区卫生服务中心,401.4861111
3740,金堂县福兴镇中心卫生院（金堂县福兴镇公共卫生所）,401.2743961
2084,成都市郫都区红光街道社区卫生服务中心,401.0145604
1695,广元市利州区雪峰街道社区卫生服务中心,400.8289256
159,乐山市五通桥区竹根社区卫生服务中心,400.3637838
2202,成都锦江安吉拉医疗美容医院,400
3862,隆昌市云顶镇中心卫生院,399.5377953
312,仁寿县慈航镇卫生院,399.3285
2461,江油市永胜镇卫生院,399.0282723
266,井研县研经镇中心卫生院,398.9854749
294,什邡市马祖中心卫生院,398.8022267
2014,成都市成华区双水碾社区卫生服务中心,398.5
3872,隆昌市精神病医院（隆昌市第二人民医院）,398.2851064
579,剑阁县王河镇卫生院,396.8085809
2457,江油市新安镇中心卫生院,396.7230352
1006,大竹县四合镇卫生院,396.6616162
2217,成都高新区合作社区卫生服务中心,396.4440678
1846,彭州市隆丰街道军乐社区卫生服务中心,396.1786561
96,中江县南华镇卫生院,396.0032609
3290,蓬安县金甲乡卫生院,395.7894737
1899,德阳市罗江区新盛镇卫生院,395.5468085
2872,筠连县镇舟镇卫生院,395.5214655
879,古蔺县黄荆中心卫生院,395.2867925
2585,洪雅县柳江中心卫生院,395.2704715
3213,营山县双流中心卫生院,394.9320548
2928,纳溪区丰乐中心卫生院（泸州市纳溪区第四人民医院）,394.8419824
899,合江县望龙中心卫生院,394.652069
288,什邡市洛水中心卫生院,394.4916667
1626,平昌县江口街道元石卫生院,394.3790541
2426,江安县四面山镇中心卫生院,394.1695167
3826,阆中市望垭镇卫生院,394.0167742
3530,达州市达川区赵家镇中心卫生院,394.0145191
48,三台县乐安镇中心卫生院,393.8683495
2698,甘孜州泸定县冷碛镇中心卫生院,392.9634409
909,合江县福宝中心卫生院,392.9629885
905,合江县白鹿镇卫生院,392.9108571
301,仁寿县北斗镇卫生院,392.8802867
1350,富顺县古佛镇卫生院,392.8417445
2690,理塘县人民医院,392.4869565
2989,绵阳市涪城区新皂镇卫生院,392.0882096
1615,平昌县岩口镇马鞍卫生院,392.0738095
3243,营山县老林中心卫生院,392.0690323
3595,通江县陈河镇卫生院,391.9011364
2267,旌阳华仁医院,391.5137931
1179,安岳县清流镇卫生院,391.3619512
1249,宜宾市叙州区高场镇中心卫生院,391.0627119
1625,平昌县江口中心卫生院,390.6073934
995,大安区牛佛中心卫生院,390.4395498
362,仪陇县土门中心卫生院,390.4102564
1380,射洪市天仙中心卫生院,390.2410714
460,兴文县妇幼保健计划生育服务中心,390.05
1266,宜宾市翠屏区安阜社区卫生服务中心,389.7099078
1239,宜宾市叙州区安边镇中心卫生院,389.6436111
2599,渠县丰乐镇卫生院,389.6099291
2326,普格县鹏辰医院,389.4989286
1515,崇州市隆兴镇卫生院,389.1972851
2012,成都市德康医院,389.0947137
458,兴文县大坝苗族乡卫生院,389.0548187
1511,崇州市羊马街道社区卫生服务中心,388.4472103
719,南充鹤鸣山护理院,388.2068493
94,中江县冯店中心卫生院,387.7
3236,营山县渌井镇卫生院,387.38
2045,成都市新都区清流镇卫生院,387.3485714
207,乐山现代妇产医院,387.2615385
3472,越西康虹医院,386.8875912
3091,自贡市贡井区五宝中心卫生院,385.8868687
3099,自贡市贡井区龙潭中心卫生院,385.8505102
488,内江市市中区乐贤街道社区卫生服务中心,385.7761364
3181,荣县古文镇卫生院,385.652
1707,广元市昭化区王家镇中心卫生院,384.7014925
777,南部县升钟中心卫生院,384.6053419
3797,长宁县硐底镇卫生院,384.6018018
2929,纳溪区合面中心卫生院（泸州市纳溪区第九人民医院）,384.5878788
568,剑阁县张王镇卫生院,384.5357143
1881,德阳市旌阳区和新镇卫生院,384.4450704
1309,宣汉县妇幼保健计划生育服务中心,384.4278075
3775,金阳县妇幼保健计划生育服务中心,383.96
1033,大竹县高穴中心卫生院,383.8808933
1369,富顺和健肾病医院,383.3333333
3126,苍溪县东青镇中心卫生院,383.0787671
3615,遂宁市安居区会龙镇卫生院,382.9970455
2329,木里县中藏医院,382.4017094
198,乐山市沙湾区福禄镇中心卫生院（牛石分院）,382.3864706
3794,长宁县妇幼保健计划生育服务中心（长宁县妇幼保健院）,381.51
3643,遂宁杨柳肾病医院有限公司,381.4782609
292,什邡市蓥华中心卫生院,380.9136905
1420,屏山县夏溪乡卫生院,380.6566667
644,南充姜氏医院,380.45
2943,绵竹市九龙镇卫生院,380.1756173
103,中江县广福中心卫生院,379.8105096
182,乐山市市中区海棠街道社区卫生服务中心,378.7074074
2282,旺苍县张华镇卫生院,378.632
1835,彭州市天彭街道西郊社区卫生服务中心,378.5044335
2583,洪雅县妇幼保健计划生育服务中心,378.1330189
2987,绵阳市涪城区城郊社区卫生服务中心,377.905
506,内江锦欣康养护理院,377.7492063
79,三台县鲁班镇卫生院,377.6639175
282,什邡市元石卫生院,377.5789474
3079,自贡市沿滩区黄市镇卫生院,377.3604278
1063,大邑县鹤鸣镇公立卫生院,377.1682243
1025,大竹县石桥铺中心卫生院,376.7102804
1870,德格县藏医院（藏医药研究所）,376.6666667
908,合江县神臂城镇卫生院,376.2796703
1622,平昌县板庙镇中心卫生院,376.1702353
571,剑阁县杨村镇卫生院,376.1688312
1872,德阳博爱耳鼻喉专科医院,374.6149171
2974,绵阳市安州区妇幼保健院（绵阳市安州区妇女儿童医院）,374.4181495
1370,富顺天善眼科医院,374.2373737
3078,自贡市沿滩区邓关街道社区卫生服务中心,374.0896907
2607,渠县大义乡卫生院,374.0384615
1905,德阳爱尔眼科医院,373.9852535
3713,都江堰市灌口解放社区卫生服务中心,373.4341297
981,四川肛肠医院,373.2997821
81,三台梓爱医院,373.272
3829,阆中市桥楼乡卫生院,373.0378378
3576,通江县板桥口镇卫生院,372.8431818
3583,通江县涪阳中心卫生院,372.4997984
58,三台县建平镇中心卫生院,372.4082969
2911,米易县妇幼保健服务中心,371.8091228
3160,苍溪县黄猫垭镇卫生院,371.7634409
1755,广安市广安区大龙镇卫生院,371.4
1268,宜宾市翠屏区思坡镇卫生院,371.0928177
2427,江安县夕佳山镇中心卫生院,370.9739316
2044,成都市新都区桂湖街道城西社区卫生服务中心,370.634375
2904,简阳爱晚中西医结合医院,370.4057143
1057,大邑县沙渠街道社区卫生服务中心(大邑县第三人民医院）,369.986079
3433,资阳市雁江区宝台镇卫生院,369.5934884
988,壤塘县藏医院,369.5533333
1739,广安国丹皮肤病医院,369.3823276
2369,武胜县万善镇卫生院,369.35
3379,西昌康立医院,369.1042017
2511,沐川县茨竹乡卫生院,368.7769231
1631,平昌县涵水镇卫生院,368.68
1700,广元市昭化区卫子镇中心卫生院,368.605042
1930,成都东部新区海螺卫生院,368.1
2475,江阳区丹林镇卫生院,367.6487619
1816,开江县讲治镇卫生院,366.9940476
2748,盐亭民兴医院,366.4254861
1644,平昌县镇龙镇中心卫生院,366.2159144
499,内江市市中区靖民镇卫生院,365.9743056
3508,达州市达川区安仁乡卫生院,365.8823529
62,三台县新生镇中心卫生院,365.8023923
2897,简阳市赤水街道社区卫生服务中心,365.7342618
3189,荣县河口镇卫生院,365.5414634
1323,宣汉县漆树土家族乡漆碑卫生院,365.2375
6,万源市井溪镇卫生院,365.1972789
3517,达州市达川区河市镇社区卫生服务中心,364.75
289,什邡市湔氐镇卫生院,364.6951872
2993,绵阳市涪城区青义中心卫生院,364.0364312
172,乐山市市中区土主镇中心卫生院,363.1104478
95,中江县凯江中心卫生院,362.9939252
2378,武胜县宝箴塞镇卫生院,362.8289474
119,中江县通济镇卫生院,362.56
1248,宜宾市叙州区赵场西区社区卫生服务中心,362.5395062
121,中江县黄鹿镇卫生院,362.5261072
3308,蓬溪县文井中心卫生院,362.4277457
875,古蔺县金兰街道护家社区卫生服务中心,362.1523077
211,乐山肛康中医肛肠医院,362.1202454
1844,彭州市葛仙山镇卫生院,362.1142857
1597,布拖县特木里镇中心卫生院,362.1038911
1028,大竹县第三人民医院,361.7902985
1575,巴州区平梁中心卫生院,361.7135
866,古蔺县椒园镇卫生院,361.6666667
3075,自贡市沿滩区王井镇卫生院,361.3329167
1272,宜宾市翠屏区牟坪镇中心卫生院,361.0882275
1442,岳池县朝阳街道社区卫生服务中心,361
3412,资中弘德医院,360.8496552
1889,德阳市旌阳区柏隆镇卫生院,360.6996063
3086,自贡市自流井区仲权镇中心卫生院,360.3586957
2999,绵阳市游仙区富乐街道社区卫生服务中心,360.3045455
3803,长宁县长宁镇中心卫生院,359.9468396
1876,德阳市旌阳区东南社区卫生服务中心,359.8148515
3870,隆昌市石燕桥镇中心卫生院,359.3728953
3906,雅安市雨城区大兴社区卫生服务中心,359.3242857
3304,蓬溪县大石中心卫生院,359.31875
1682,广元市利州区东坝街道社区卫生服务中心,358.8928571
2276,旺苍县嘉川镇中心卫生院,357.847
3639,遂宁市船山区河沙镇卫生院,357.1825397
2357,梓潼县文昌镇中心卫生院,357.1629825
1628,平昌县江家口镇卫生院,356.9729167
3793,长宁县古河镇中心卫生院,356.9077447
1603,平昌县云台镇澌滩卫生院,356.904
1112,威远宝立康医院,356.8972222
1188,安岳县驯龙镇中心卫生院,356.827907
357,仪陇县保平镇卫生院,356.612844
3827,阆中市木兰镇卫生院,356.5557692
3289,蓬安县金溪中心卫生院,356.4111111
1710,广元市昭化区虎跳镇中心卫生院,356.3597222
1391,射洪市曹碑镇卫生院,356.25
2658,犍为县寿保镇敖家卫生院,356.194702
2945,绵竹市什地镇卫生院,355.8045977
3718,都江堰市蒲阳街道卫生院,354.297479
3506,达州市达川区大树镇中心卫生院,353.9461883
156,乐山市五通桥区冠英镇卫生院,353.9091988
3868,隆昌市普润镇中心卫生院,353.9009662
194,乐山市沙湾区太平镇中心卫生院,353.8146012
2988,绵阳市涪城区妇幼保健计划生育服务中心,353.8095238
2949,绵竹市广济镇卫生院,353.4139344
2951,绵竹市汉旺镇卫生院,353.2752988
2478,江阳区北城街道社区卫生服务中心,353.0205128
3538,达州市通川区蒲家中心卫生院,352.037037
555,剑阁光明医院,351.97
3058,自贡市光大医院,351.6666667
2668,犍为家和医院,351.4191176
333,仁寿县青岗乡卫生院,351.3285714
3505,达州市达川区大堰镇卫生院,351.253012
1055,大邑县新场镇公立卫生院,351.168172
4018,高县蕉村镇卫生院,350.6244444
1498,崇州崇仁医院,350.2888889
1008,大竹县天城镇卫生院,350.1954887
1151,安岳县合义乡卫生院,350.1438202
2155,成都暄妍医学美容医院,350
2468,江油市重华镇卫生院,349.9540404
1779,广汉市三水镇卫生院,349.4476636
3327,西充华联医院,349.3968421
113,中江县积金镇卫生院,349.301087
2101,成都市青白江区大同镇卫生院,349.1530364
878,古蔺县马蹄镇卫生院,349.0770833
3227,营山县星火中心卫生院,349.0699029
1885,德阳市旌阳区孝泉镇卫生院,347.9841981
3104,自贡高新区学苑街社区卫生服务中心（高新区）,347.7166667
2508,沐川县沐溪镇卫生院,347.6230453
4029,高坪区螺溪社区卫生服务中心,347.5608696
3069,自贡市沿滩区兴隆镇卫生院,347.3757692
1902,德阳市罗江区调元镇卫生院,347.297619
1701,广元市昭化区太公镇中心卫生院,346.7979798
3910,雅安市雨城区草坝镇中心卫生院,345.6323529
1128,宁南县白鹤滩镇卫生院（白鹤滩镇妇幼保健计划生育服务站）,345.6070423
1178,安岳县永顺镇卫生院,345.3724138
599,北川羌族自治县擂鼓镇中心卫生院,345.3538462
272,井研县马踏镇中心卫生院,345.1663717
2286,旺苍县水磨镇卫生院,344.8625
2443,江油市中坝卫生院,344.7699346
2733,盐亭县岐伯镇中心卫生院,344.5194539
1384,射洪市太和街道城西社区卫生服务中心,343.8737864
2815,眉山市彭山区凤鸣街道余店社区卫生服务中心,343.4940141
1038,大英县卓筒井镇卫生院,343.4452055
3431,资阳市雁江区堪嘉镇卫生院,343.2847619
163,乐山市五通桥区金山镇中心卫生院,343.2334086
2434,江安县留耕镇中心卫生院,343.2223529
524,冕宁县漫水湾友松医院,343.1608491
3710,都江堰市桂花社区卫生服务中心,343.1593496
570,剑阁县木马镇卫生院,342.5286344
3066,自贡市沿滩区九洪乡卫生院,342.5179104
2105,成都市青白江区弥牟镇公立中心卫生院,342.4919881
2398,汉源健行骨伤专科医院,342.3228188
3844,阆中市龙泉镇卫生院,342.2717949
2913,米易县撒莲镇卫生院,341.8931973
2975,绵阳市安州区桑枣镇中心卫生院,341.662614
2000,成都市双流区公兴社区卫生服务中心,341.4078329
1090,夹江县甘江镇中心卫生院,341.1196581
3620,遂宁市安居区柔刚社区卫生服务中心,340.5666667
2927,纳溪区东升街道社区卫生服务中心,340.367033
740,南江县团结乡卫生院,340.3436207
2799,眉山市东坡区富牛镇卫生院,339.8837022
902,合江县甘雨镇卫生院,339.8384474
1278,宜宾市翠屏区金秋湖镇中心卫生院,339.802312
1539,巴中市巴州区陇桥社区卫生服务中心,339.6282609
2121,成都市龙泉驿区同安社区卫生服务中心,339.541573
1368,富顺县龙万乡卫生院,339.0772947
1267,宜宾市翠屏区宗场镇卫生院,338.8984091
2375,武胜县华封镇卫生院,338.3513514
845,叙永县赤水镇卫生院,338.2774566
115,中江县继光镇卫生院,338.1064024
1136,安岳县东胜乡卫生院,337.9652893
3682,邻水县合流镇卫生院,337.8417323
1946,成都中医药大学附属生殖妇幼医院,337.5102041
17,万源市曾家乡卫生院,337.475
1012,大竹县川主乡卫生院,337.355
3787,金阳康乐医院,337.1351724
2396,武胜瑞康精神病专科医院,337
1224,宜宾市南溪区南溪街道中心卫生院,336.9666667
31,万源市蜂桶乡卫生院,336.7647059
1371,富顺毛桥医院,336.5430303
3009,绵阳市游仙经济试验区社区卫生服务中心,336.0507042
106,中江县柏树乡卫生院,335.8042553
1871,德源中西医结合医院,335.7881188
1424,屏山县新安镇卫生院,335.3742574
3112,芦山勇康医院,335.1602871
588,剑阁县香沉镇卫生院,334.6684783
3821,阆中市妙高镇卫生院,334.595283
2589,洪雅县瓦屋山镇卫生院,334.2516556
4043,龙马潭区特兴街道长安社区卫生服务中心,334.2
450,兴文县九丝城镇卫生院,334.1335526
1379,射洪市复兴中心卫生院,334.1325088
1745,广安市前锋区桂兴中心卫生院,334
1882,德阳市旌阳区城南社区卫生服务中心,333.8181818
3658,邛崃市南宝山镇卫生院,333.5242236
1198,安州仁晨医院,332.6738739
1155,安岳县天林镇卫生院,332.6512658
1888,德阳市旌阳区旌西社区卫生服务中心,332.5875325
1154,安岳县大平镇卫生院,332.0901786
309,仁寿县始建镇卫生院,331.7278226
2007,成都市双流区金桥社区卫生服务中心,331.5554839
3847,阆中益民医院,331.3459016
108,中江县永兴中心卫生院,331.0474916
3904,雅安市雨城区周公山镇中心卫生院,330.74
1904,德阳市罗江区金山镇中心卫生院（德阳市罗江区第二人民医院）,330.5931613
2936,纳溪区白节中心卫生院（泸州市纳溪区第六人民医院）,330.4638389
4007,高县复兴镇卫生院,330.39875
839,叙永县水潦彝族乡卫生院,330.275
745,南江县杨坝镇中心卫生院,330.2708955
1400,射洪市金家中心卫生院,330.0990991
3510,达州市达川区幺塘乡卫生院,329.5
4009,高县庆岭镇卫生院,329.4592982
1176,安岳县民心老年病医院有限公司,329.3947826
1181,安岳县石桥街道社区卫生服务中心,329.0063063
578,剑阁县演圣镇卫生院,328.8571429
1395,射洪市潼射镇卫生院,328.7926829
991,大安区大山铺中心卫生院,328.5453521
3960,青川县房石镇卫生院,328.3142857
14,万源市官渡中心卫生院,328.3057851
2279,旺苍县大德镇卫生院,328.1331325
1390,射洪市明星镇卫生院,328.1106557
34,万源市青花中心卫生院,328.0223881
1089,夹江县漹城社区卫生服务中心,327.7714286
1538,巴中市巴州区水宁寺镇卫生院,327.0476894
3748,金堂县赵镇社区卫生服务中心（金堂县赵镇街道公共卫生所）,326.833913
2953,绵竹市玉泉镇卫生院,326.4646409
1579,巴州区玉堂街道凌云社区卫生服务中心,326.4593333
2577,洪雅县东岳镇卫生院,326.4082067
3788,金阳益民医院,326.2361111
3865,隆昌市响石镇中心卫生院,326.0908946
2902,简阳康城中西医结合医院,326.0572727
1461,岳池眼科医院,325.9861592
3425,资阳市雁江区临江镇卫生院,325.7875912
3735,金堂县又新镇卫生院,325.7359307
2510,沐川县舟坝镇卫生院,325.3954887
2867,筠连县沐爱镇中心卫生院,325.1850196
857,古蔺县丹桂镇卫生院,324.9767568
2008,成都市双流区黄水镇卫生院,324.95
444,会理市鹿厂镇中心卫生院,324.5095238
1576,巴州区梁永镇卫生院,324.4672549
1150,安岳县双龙街乡卫生院,324.3397661
379,仪陇县柴井乡卫生院,323.8604167
3437,资阳市雁江区石岭镇卫生院,323.115708
110,中江县永安中心卫生院,322.8187234
2640,渠县青龙镇卫生院,322.7931034
3474,越西长庚医院,322.1568
1146,安岳县华严镇卫生院,321.7180617
3074,自贡市沿滩区沿滩镇卫生院,321.552968
1939,成都东部新区草池社区卫生服务中心,321.4544304
2760,盐源县梅雨镇卫生院,321.4521311
2875,简阳仁和医院,321.2445783
2823,眉山市彭山区黄丰镇卫生院,320.9883117
1276,宜宾市翠屏区象鼻社区卫生服务中心,320.8124415
371,仪陇县文星镇卫生院,320.7125243
1069,天全华协医院,320.0876106
2686,理县中医藏医医院,319.7692308
3098,自贡市贡井区长土街道社区卫生服务中心,319.5103448
1572,巴州区回风街道社区卫生服务中心,319.3141509
2387,武胜县胜利镇卫生院,319.1470588
1325,宣汉县石岭医院,319
2435,江安县红桥镇中心卫生院,318.9254464
512,冕宁县妇幼保健计划生育服务中心,318.6666667
342,仁寿爱尔眼科医院,318.6372549
4005,高县可久镇卫生院,318.4979167
3767,金阳华大医院对坪分院,318.4120968
688,南充市顺庆区潆溪街道社区卫生服务中心,318.2946588
2937,纳溪区龙车镇卫生院（泸州市纳溪区第十人民医院）,317.990604
739,南江县和平镇卫生院,317.965493
1788,广汉市金轮镇卫生院,317.9202479
2622,渠县望江乡卫生院,317.6793249
3563,通江县三溪镇卫生院,317.6416667
