,最小样本数量,费用类型,记录总数,统计特征长度,原始训练数据量,原始验证数据量,训练数据可预测数据量,测试数据可预测数据量,训练数据可预测数据的均方差,测试数据可预测数据的均方差,训练数据可预测数据的O/E标准差,测试数据可预测数据的O/E标准差,训练数据可预测数据O/E均值,测试数据可预测数据O/E均值
164,20###30,总费用,10607095,5,8485676,2121419,173386,42140,14840.708042430875,14896.051176452536,0.6113964458119252,0.7282386611352746,1.0000000000000002,1.0124663173146826
165,30###50,总费用,10607095,5,8485676,2121419,257631,63061,14689.02140199669,14429.552457027105,0.6230965201328381,0.7163635716233179,1.0,1.0139097094874114
166,50###100,总费用,10607095,5,8485676,2121419,438593,108488,13110.573506185665,12829.42839957735,0.6382550552279779,0.6872415659191642,1.0,1.0102553694696188
167,100###1000000,总费用,10607095,5,8485676,2121419,6858087,1712736,8636.02768793484,8810.732652859037,0.6293038004009903,0.6791308728173145,0.9999999999999998,1.0005930227134876
168,5###10,总费用,10607095,6,8485676,2121419,191893,44020,15267.600675139123,18239.122565126436,0.5105923746259659,0.896895987953285,1.0,1.063804065924048
169,10###15,总费用,10607095,6,8485676,2121419,135354,32388,14135.03510563753,14395.241453923341,0.5587556971733628,0.8036704550767546,1.0000000000000002,1.0421524892440721
170,15###20,总费用,10607095,6,8485676,2121419,107307,25951,13916.970232470823,19209.830539650302,0.5954690779238494,0.7607280561758339,1.0,1.0207828089187467
171,20###30,总费用,10607095,6,8485676,2121419,178254,43327,14802.495441918305,15073.408316962592,0.6064812256917611,0.7257708639709685,1.0,1.0131482667894989
172,30###50,总费用,10607095,6,8485676,2121419,264378,64773,14588.646682033783,14790.840431610914,0.620903493678173,0.71789995311523,1.0,1.0160442632871367
173,50###100,总费用,10607095,6,8485676,2121419,448540,111135,12936.61138195309,12982.90761008137,0.635011700532881,0.6945744202035264,1.0000000000000002,1.008771155257555
174,100###1000000,总费用,10607095,6,8485676,2121419,6802048,1698526,8549.30167046317,8668.782197275272,0.6275150692042676,0.6777007878779043,0.999999999999999,1.0005551062690552
175,5###10,总费用,10607095,7,8485676,2121419,268425,60478,14077.95445596978,15968.466251971757,0.4914267599662019,0.8515219533723127,1.0000000000000002,1.0580056220421346
176,10###15,总费用,10607095,7,8485676,2121419,181975,43259,13983.319322549247,14786.94357013854,0.5364682698197567,0.7454393226379803,1.0,1.0343244198622414
177,15###20,总费用,10607095,7,8485676,2121419,142298,34334,14877.51364188834,13900.484549283869,0.5586164330920159,0.7280619531561114,1.0,1.026580372520814
178,20###30,总费用,10607095,7,8485676,2121419,228596,55771,13327.012154623704,13827.339942209788,0.5662030474361959,0.6738613861805876,0.9999999999999999,1.0147430677020677
179,30###50,总费用,10607095,7,8485676,2121419,323110,79251,13101.187325477284,14137.243306059858,0.5901802097858518,0.6560861215784491,0.9999999999999998,1.010309405375642
180,50###100,总费用,10607095,7,8485676,2121419,533064,131657,12089.326571955267,12085.29393421639,0.5988805974951601,0.6291361576261651,1.0,1.0059313717333982
181,100###1000000,总费用,10607095,7,8485676,2121419,6250185,1560249,7844.863241483252,7997.5674172860645,0.6062350980074991,0.6685360731351917,0.9999999999999996,1.0007435901803765
182,5###10,总费用,10607095,8,8485676,2121419,294328,66655,13982.146043600236,15586.813627490195,0.4845737062389435,0.8719156689507543,1.0,1.0611430338440238
183,10###15,总费用,10607095,8,8485676,2121419,196972,46574,13375.845935096715,13750.038052348784,0.5321097863353628,0.7087321543069354,1.0,1.0299050019015341
184,15###20,总费用,10607095,8,8485676,2121419,155360,37431,12833.067369150987,14082.75238909033,0.5495297971546882,0.7061990240098186,1.0000000000000002,1.0234522440660851
185,20###30,总费用,10607095,8,8485676,2121419,243662,59464,12955.198430746956,13846.529895676178,0.5605188980684435,0.6637932980803168,0.9999999999999999,1.0155378835049935
186,30###50,总费用,10607095,8,8485676,2121419,348079,85276,13165.319437541033,13470.08074277356,0.5832407748036277,0.6402649269370989,1.0,1.0079132633857493
187,50###100,总费用,10607095,8,8485676,2121419,561574,138890,11683.868914515724,11758.015305134753,0.5924673752678388,0.6195055789720479,1.0,1.0063339246278717
188,100###1000000,总费用,10607095,8,8485676,2121419,6053285,1510723,7635.41179121454,7811.014543545281,0.6007537912754215,0.667551915885107,0.9999999999999993,1.0007292316013432
189,5###10,总费用,10607095,9,8485676,2121419,295198,66898,13966.143477518595,15566.17520799342,0.4846445638078985,0.8646961556212659,1.0000000000000002,1.0605707705505723
190,10###15,总费用,10607095,9,8485676,2121419,197281,46652,13363.060927129716,13742.405355520152,0.5316379187908038,0.7077011113290348,1.0,1.0299702637664025
191,15###20,总费用,10607095,9,8485676,2121419,155494,37446,12783.71366487383,14008.70083817233,0.5483817870350983,0.7046181892843819,1.0000000000000002,1.0234229535816934
192,20###30,总费用,10607095,9,8485676,2121419,244192,59617,12938.892010733545,13807.499599694362,0.5605395305173504,0.6612504939890084,1.0000000000000002,1.0145813172155678
193,30###50,总费用,10607095,9,8485676,2121419,348768,85414,13151.242089689003,13452.126281527606,0.5834188371681951,0.6395280893133886,0.9999999999999998,1.0077554994716786
194,50###100,总费用,10607095,9,8485676,2121419,562156,139047,11676.091159985775,11740.227294230725,0.5924697418102566,0.6192689581613183,1.0000000000000002,1.0064585434594961
195,100###1000000,总费用,10607095,9,8485676,2121419,6047573,1509278,7635.183632738245,7812.132655373816,0.6004280187430606,0.6678661615518287,1.0000000000000013,1.0007323919707636
