,医院类型,basy_zyzd_jbbm,basy_yydj,耗材费,count
371,其他,主要影响心血管系统的制剂中毒,三级甲等,6354.180178571429,56
372,其他,主要影响心血管系统的制剂中毒,二级甲等,2777.7775,4
373,其他,主要影响皮肤和粘膜的局部制剂及眼科、耳鼻喉科和牙科的药物中毒,三级甲等,2058.32,3
374,其他,主要影响胃肠系统的制剂中毒,三级甲等,1283.635,2
375,其他,主要影响自主神经系统的药物中毒,三级乙等,814.96,1
376,其他,主要影响自主神经系统的药物中毒,三级未评等,302.16,1
377,其他,主要影响自主神经系统的药物中毒,三级甲等,1796.58125,8
378,其他,主要影响自主神经系统的药物中毒,未评级未评等,4585.79,1
379,其他,习惯性流产	,三级乙等,650.57,1
380,其他,习惯性流产	,三级甲等,437.31499999999994,10
381,其他,乳房先天性畸形,一级未评等,560.3,8
382,其他,乳房先天性畸形,一级甲等,298.17857142857144,7
383,其他,乳房先天性畸形,三级乙等,788.8305405405405,148
384,其他,乳房先天性畸形,三级未评等,2550.2410465116277,86
385,其他,乳房先天性畸形,三级甲等,1268.2232330827069,399
386,其他,乳房先天性畸形,二级乙等,639.6493333333333,15
387,其他,乳房先天性畸形,二级未评等,536.8299999999999,2
388,其他,乳房先天性畸形,二级甲等,544.6379411764706,34
389,其他,乳房先天性畸形,未评级未评等,6972.703333333333,132
390,其他,乳房原位癌,三级乙等,1746.071794871795,39
391,其他,乳房原位癌,三级未评等,539.8913513513513,37
392,其他,乳房原位癌,三级甲等,5143.1212903225805,620
393,其他,乳房原位癌,二级乙等,1010.19,1
394,其他,乳房原位癌,二级甲等,750.605,4
395,其他,乳房恶性肿瘤,一级乙等,303.06,1
396,其他,乳房恶性肿瘤,一级未评等,631.1757142857143,7
397,其他,乳房恶性肿瘤,一级甲等,1327.127,10
398,其他,乳房恶性肿瘤,三级乙等,1986.2084984678245,979
399,其他,乳房恶性肿瘤,三级未评等,830.9475414364641,362
400,其他,乳房恶性肿瘤,三级甲等,3507.7635609480812,8860
401,其他,乳房恶性肿瘤,二级乙等,991.7519444444445,36
402,其他,乳房恶性肿瘤,二级未评等,611.964,10
403,其他,乳房恶性肿瘤,二级甲等,1209.8705194805195,154
404,其他,乳房恶性肿瘤,未评级未评等,860.6025,8
405,其他,乳房炎性疾患	,一级未评等,444.34,10
406,其他,乳房炎性疾患	,一级甲等,285.15250000000003,4
407,其他,乳房炎性疾患	,三级乙等,706.9281914893617,188
408,其他,乳房炎性疾患	,三级未评等,889.204,40
409,其他,乳房炎性疾患	,三级甲等,1178.6799851632047,1348
410,其他,乳房炎性疾患	,二级乙等,813.3633333333333,9
411,其他,乳房炎性疾患	,二级未评等,8982.939999999999,1
412,其他,乳房炎性疾患	,二级甲等,755.373076923077,39
413,其他,乳房炎性疾患	,未评级未评等,560.32875,8
414,其他,乳房的其他疾患	,一级未评等,379.22666666666663,3
415,其他,乳房的其他疾患	,三级乙等,1407.5818518518518,54
416,其他,乳房的其他疾患	,三级未评等,4043.030138888889,216
417,其他,乳房的其他疾患	,三级甲等,2202.310753968254,252
418,其他,乳房的其他疾患	,二级乙等,547.3525,8
419,其他,乳房的其他疾患	,二级甲等,761.4875000000001,12
420,其他,乳房的其他疾患	,未评级未评等,7829.776365795725,421
421,其他,乳房肥大	,一级未评等,434.6395604395604,91
422,其他,乳房肥大	,一级甲等,487.4,4
423,其他,乳房肥大	,三级乙等,1606.560543478261,184
424,其他,乳房肥大	,三级未评等,1059.0387804878048,41
425,其他,乳房肥大	,三级甲等,2079.8044175824175,910
426,其他,乳房肥大	,二级乙等,634.3675,4
427,其他,乳房肥大	,二级未评等,9184.03,1
428,其他,乳房肥大	,二级甲等,724.3654545454546,22
429,其他,乳房肥大	,未评级未评等,1355.2177777777777,9
430,其他,乳房良性肿瘤,一级未评等,451.27500000000003,2
431,其他,乳房良性肿瘤,一级甲等,263.99,5
432,其他,乳房良性肿瘤,三级乙等,2708.6760361757106,1935
433,其他,乳房良性肿瘤,三级未评等,1654.9587337662338,308
434,其他,乳房良性肿瘤,三级甲等,2963.8237761276127,18180
435,其他,乳房良性肿瘤,二级乙等,737.5444444444444,36
436,其他,乳房良性肿瘤,二级未评等,659.4825,4
437,其他,乳房良性肿瘤,二级甲等,1473.18425,160
438,其他,乳房良性肿瘤,未评级未评等,1329.4,13
439,其他,乳房诊断性影像检查的异常所见,未评级未评等,540.0,2
440,其他,乳突炎和有关情况,一级未评等,455.8,2
441,其他,乳突炎和有关情况,三级乙等,436.628,5
442,其他,乳突炎和有关情况,三级未评等,474.1125,4
443,其他,乳突炎和有关情况,三级甲等,1701.2087837837837,74
444,其他,乳突炎和有关情况,二级乙等,787.1875,4
445,其他,乳突炎和有关情况,二级甲等,395.735,2
446,其他,乳突炎和有关情况,未评级未评等,309.54333333333335,3
447,其他,产伤引起的颅内撕裂和出血,三级乙等,373.25,1
448,其他,产伤引起的颅内撕裂和出血,三级甲等,476.66,1
449,其他,"产前出血,不可归类在他处者	",三级乙等,681.795,4
450,其他,"产前出血,不可归类在他处者	",三级未评等,401.85,1
451,其他,"产前出血,不可归类在他处者	",三级甲等,2041.965909090909,22
452,其他,"产前出血,不可归类在他处者	",二级未评等,1197.926,5
453,其他,"产前出血,不可归类在他处者	",二级甲等,405.16,1
454,其他,产力异常	,三级乙等,588.9517674418605,645
455,其他,产力异常	,三级未评等,457.28888888888883,54
456,其他,产力异常	,三级甲等,934.3140411339633,1799
457,其他,产力异常	,二级乙等,586.4339130434782,46
458,其他,产力异常	,二级未评等,823.1912,50
459,其他,产力异常	,二级甲等,600.1197142857143,245
460,其他,产力异常	,未评级未评等,680.6533333333333,9
461,其他,产后出血	,一级甲等,264.82666666666665,15
462,其他,产后出血	,三级乙等,865.4467538126362,459
463,其他,产后出血	,三级未评等,824.5882417582418,91
464,其他,产后出血	,三级甲等,1490.2805838641189,1884
465,其他,产后出血	,二级乙等,575.7615384615385,39
466,其他,产后出血	,二级未评等,1282.51,102
467,其他,产后出血	,二级甲等,704.083475177305,282
468,其他,产后出血	,未评级未评等,818.2234375,32
469,其他,产后医疗照顾和检查,三级乙等,300.31,1
470,其他,产后医疗照顾和检查,三级未评等,209.86,1
471,其他,产后医疗照顾和检查,三级甲等,231.0,1
472,其他,产科栓塞	,三级乙等,1015.1571428571427,7
473,其他,产科栓塞	,三级甲等,9141.854285714284,35
474,其他,产科栓塞	,二级甲等,551.12,1
475,其他,"产程和分娩并发产时出血,不可归他处者	",三级乙等,607.506,5
476,其他,"产程和分娩并发产时出血,不可归他处者	",三级甲等,1691.38625,8
477,其他,"产程和分娩并发产时出血,不可归他处者	",二级乙等,1092.24,1
478,其他,"产程和分娩并发产时出血,不可归他处者	",未评级未评等,421.365,2
479,其他,产程和分娩并发胎儿应激反应	,一级乙等,540.11,1
480,其他,产程和分娩并发胎儿应激反应	,一级甲等,573.7099999999999,10
481,其他,产程和分娩并发胎儿应激反应	,三级乙等,761.9575,584
482,其他,产程和分娩并发胎儿应激反应	,三级未评等,724.2180952380952,84
483,其他,产程和分娩并发胎儿应激反应	,三级甲等,1072.9152818371608,1437
484,其他,产程和分娩并发胎儿应激反应	,二级乙等,512.5512280701754,57
485,其他,产程和分娩并发胎儿应激反应	,二级未评等,784.9612068965517,58
486,其他,产程和分娩并发胎儿应激反应	,二级甲等,647.5378779069767,344
487,其他,产程和分娩并发胎儿应激反应	,未评级未评等,462.29761904761904,42
488,其他,产程和分娩并发脐带并发症	,一级甲等,588.203125,16
489,其他,产程和分娩并发脐带并发症	,三级乙等,686.484425087108,1435
490,其他,产程和分娩并发脐带并发症	,三级未评等,856.4234982332156,283
491,其他,产程和分娩并发脐带并发症	,三级甲等,966.3609045629819,6224
492,其他,产程和分娩并发脐带并发症	,二级乙等,505.5234146341463,164
493,其他,产程和分娩并发脐带并发症	,二级未评等,933.7771895424837,306
494,其他,产程和分娩并发脐带并发症	,二级甲等,549.2078912685338,607
495,其他,产程和分娩并发脐带并发症	,未评级未评等,458.5049425287356,87
496,其他,产程和分娩期间麻醉的并发症	,三级甲等,1315.74,2
497,其他,"产程和分娩的其他并发症,不可归类在他处者	",三级乙等,679.5717391304348,23
498,其他,"产程和分娩的其他并发症,不可归类在他处者	",三级未评等,525.89,1
499,其他,"产程和分娩的其他并发症,不可归类在他处者	",三级甲等,736.7471532846715,137
500,其他,"产程和分娩的其他并发症,不可归类在他处者	",二级乙等,316.8,1
501,其他,"产程和分娩的其他并发症,不可归类在他处者	",二级未评等,1784.3939999999998,5
502,其他,"产程和分娩的其他并发症,不可归类在他处者	",二级甲等,519.0288888888889,18
503,其他,产褥期中麻醉的并发症	,三级乙等,291.59,1
504,其他,产褥期中麻醉的并发症	,三级甲等,1632.13,1
505,其他,"产褥期的并发症,不可归类在他处者	",三级乙等,310.7726086956522,23
506,其他,"产褥期的并发症,不可归类在他处者	",三级未评等,583.4225,8
507,其他,"产褥期的并发症,不可归类在他处者	",三级甲等,984.3781538461539,65
508,其他,"产褥期的并发症,不可归类在他处者	",二级乙等,290.6436842105263,19
509,其他,"产褥期的并发症,不可归类在他处者	",二级甲等,1267.07,1
510,其他,产褥期的静脉并发症	,三级乙等,884.5699999999999,2
511,其他,产褥期的静脉并发症	,三级甲等,2824.953636363636,11
512,其他,产褥期的静脉并发症	,二级甲等,831.29,1
513,其他,产褥期脓毒病	,三级乙等,876.6116666666667,6
514,其他,产褥期脓毒病	,三级甲等,1640.1909677419355,31
515,其他,产褥期脓毒病	,二级甲等,431.65333333333336,3
516,其他,亨廷顿病,三级未评等,31962.09,1
517,其他,人工造口状态,三级乙等,4542.555,16
518,其他,人工造口状态,三级未评等,4956.824,5
519,其他,人工造口状态,三级甲等,4313.401363636363,22
520,其他,人工造口状态,二级乙等,1707.0633333333335,3
521,其他,人工造口状态,二级甲等,5080.505714285714,7
522,其他,人工造口状态,未评级未评等,512.3199999999999,1
523,其他,人类免疫缺陷病毒[HIV]病造成的传染病和寄生虫病,三级乙等,425.62975609756097,82
524,其他,人类免疫缺陷病毒[HIV]病造成的传染病和寄生虫病,三级未评等,791.5402325581396,43
525,其他,人类免疫缺陷病毒[HIV]病造成的传染病和寄生虫病,三级甲等,885.0008459214501,993
526,其他,人类免疫缺陷病毒[HIV]病造成的传染病和寄生虫病,二级未评等,404.65,5
527,其他,人类免疫缺陷病毒[HIV]病造成的传染病和寄生虫病,二级甲等,653.7657142857142,7
528,其他,人类免疫缺陷病毒[HIV]病造成的传染病和寄生虫病,未评级未评等,410.19166666666666,6
529,其他,人类免疫缺陷病毒[HIV]病造成的其他情况,三级乙等,344.73400000000004,5
530,其他,人类免疫缺陷病毒[HIV]病造成的其他情况,三级未评等,1463.25,2
531,其他,人类免疫缺陷病毒[HIV]病造成的其他情况,三级甲等,616.8055555555555,18
532,其他,人类免疫缺陷病毒[HIV]病造成的其他特指的疾病,一级甲等,359.5,1
533,其他,人类免疫缺陷病毒[HIV]病造成的其他特指的疾病,三级乙等,373.6125,4
534,其他,人类免疫缺陷病毒[HIV]病造成的其他特指的疾病,三级未评等,803.0300000000001,5
535,其他,人类免疫缺陷病毒[HIV]病造成的其他特指的疾病,三级甲等,1144.1944571428571,175
536,其他,人类免疫缺陷病毒[HIV]病造成的其他特指的疾病,二级未评等,215.6,1
537,其他,人类免疫缺陷病毒[HIV]病造成的其他特指的疾病,二级甲等,215.61,1
538,其他,人类免疫缺陷病毒[HIV]病造成的其他特指的疾病,未评级未评等,216.31,1
539,其他,人类免疫缺陷病毒[HIV]病造成的恶性肿瘤,三级乙等,406.54,1
540,其他,人类免疫缺陷病毒[HIV]病造成的恶性肿瘤,三级甲等,2982.5215,20
541,其他,人类免疫缺陷病毒[HIV]病造成的恶性肿瘤,二级甲等,230.54,1
542,其他,人类免疫缺陷病毒[HlV]的实验室证据,三级甲等,311.63571428571424,7
543,其他,人类免疫缺陷病毒[HlV]的实验室证据,二级甲等,810.5799999999999,1
544,其他,企图流产失败	,一级甲等,623.8,1
545,其他,企图流产失败	,三级乙等,916.4440000000001,5
546,其他,企图流产失败	,三级未评等,367.74,1
547,其他,企图流产失败	,三级甲等,1577.5283333333334,6
548,其他,企图流产失败	,二级乙等,1463.28,1
549,其他,企图流产失败	,二级甲等,260.38,1
550,其他,"休克,不可归类在他处者",一级未评等,1033.5727272727272,11
551,其他,"休克,不可归类在他处者",一级甲等,732.0166666666668,6
552,其他,"休克,不可归类在他处者",三级乙等,1494.4766363636363,330
553,其他,"休克,不可归类在他处者",三级未评等,1302.84523364486,107
554,其他,"休克,不可归类在他处者",三级甲等,3154.854947856315,863
555,其他,"休克,不可归类在他处者",二级乙等,768.8366666666667,39
556,其他,"休克,不可归类在他处者",二级未评等,774.7680769230769,26
557,其他,"休克,不可归类在他处者",二级甲等,1601.3732142857143,280
558,其他,"休克,不可归类在他处者",未评级未评等,640.5529411764707,51
559,其他,传导性和感音神经性听觉丧失,一级甲等,1021.96,2
560,其他,传导性和感音神经性听觉丧失,三级乙等,1211.434,5
561,其他,传导性和感音神经性听觉丧失,三级未评等,28736.627840909092,88
562,其他,传导性和感音神经性听觉丧失,三级甲等,8346.73162162162,111
563,其他,传导性和感音神经性听觉丧失,二级未评等,206.25,1
564,其他,传导性和感音神经性听觉丧失,二级甲等,465.75333333333333,3
565,其他,传导性和感音神经性听觉丧失,未评级未评等,362.72,1
566,其他,传染性单核细胞增多症,一级未评等,398.2966666666667,6
