,最小样本数量,费用类型,记录总数,统计特征长度,原始训练数据量,原始验证数据量,训练数据可预测数据量,测试数据可预测数据量,训练数据可预测数据的均方差,测试数据可预测数据的均方差,训练数据可预测数据的O/E标准差,测试数据可预测数据的O/E标准差,训练数据可预测数据O/E均值,测试数据可预测数据O/E均值
1209,50,耗材费,2849484,7,2279587,569897,1536160,382425,4643.852879274757,4582.00847996871,0.9567360767943086,0.9889543646560622,1.0000000000000002,1.0014732053557864
1210,100,耗材费,2849484,7,2279587,569897,1346803,335595,4485.088265367172,4397.615097047255,0.9565840881321551,0.9623563915578324,1.0000000000000004,1.0007096286051953
1211,5,耗材费,2849484,8,2279587,569897,1940863,478275,5050.526089123255,5050.88130935553,0.9077290889429749,1.093836429657317,1.0000000000000002,1.0142140506771515
1212,10,耗材费,2849484,8,2279587,569897,1829931,453104,4989.81986553834,4963.9981053075935,0.9199490845537046,1.0335907320460944,0.9999999999999994,1.0083016454885054
1213,15,耗材费,2849484,8,2279587,569897,1754350,435324,4894.912574435357,4881.1759353026,0.9264633904525604,1.016969220423493,1.0,1.0061513188549291
1214,20,耗材费,2849484,8,2279587,569897,1693172,420556,4817.213268294417,4778.098618896606,0.9305759337035832,1.0026782702025325,1.0000000000000004,1.0047675448025322
1215,30,耗材费,2849484,8,2279587,569897,1602051,398353,4696.139752107278,4602.357991915983,0.9357213801311111,0.9890655954789411,1.0000000000000002,1.003409565614425
1216,50,耗材费,2849484,8,2279587,569897,1476478,367356,4520.9963822317195,4511.75968693701,0.939983801062097,0.985139161883409,1.0000000000000002,1.0027607563520424
1217,100,耗材费,2849484,8,2279587,569897,1277608,318442,4146.063273538167,4174.98751408666,0.9415281618165966,0.9532359954573772,1.0,1.0009914006825351
1218,5,耗材费,2849484,9,2279587,569897,1939753,477978,5047.899010462656,5048.712394991548,0.9074371767821808,1.0933871866250142,1.0000000000000002,1.0141717426119266
1219,10,耗材费,2849484,9,2279587,569897,1828701,452757,4989.850415079235,4963.777537248859,0.9197146762540483,1.033136799079704,1.0000000000000002,1.0082510301566516
1220,15,耗材费,2849484,9,2279587,569897,1752987,434948,4894.663107628557,4881.752534361417,0.9262648199547464,1.0165923341218919,1.0000000000000007,1.0061397363162088
1221,20,耗材费,2849484,9,2279587,569897,1691795,420184,4817.791908860919,4778.808445647834,0.9304117831287027,1.0017367036224825,0.9999999999999996,1.0046411206251953
1222,30,耗材费,2849484,9,2279587,569897,1600520,397954,4695.999528112555,4600.767957250496,0.9355880044297995,0.9881248925636401,1.0000000000000002,1.0032899796393329
1223,50,耗材费,2849484,9,2279587,569897,1474650,366885,4521.509710138366,4509.892746679693,0.939987252030468,0.9840907106118028,0.9999999999999996,1.0026007244728028
1224,100,耗材费,2849484,9,2279587,569897,1276093,318057,4146.426899960356,4175.766768059301,0.941675466117772,0.9528546386752323,1.0000000000000002,1.0009144468107138
1225,5,检查检验费,6883291,3,5506632,1376659,5425251,1353488,2464.282764783519,2457.6937286827347,0.6995309711716133,0.7105696780985552,0.9999999999999991,1.0026819580872763
1226,10,检查检验费,6883291,3,5506632,1376659,5376047,1341869,2456.9731712609996,2445.906645736262,0.7006705340426415,0.7099656453503159,0.9999999999999997,1.0023392225738041
1227,15,检查检验费,6883291,3,5506632,1376659,5334659,1332005,2442.4739135170744,2435.395362809678,0.7013831812891651,0.7094726186414305,1.0000000000000013,1.0020487498598052
1228,20,检查检验费,6883291,3,5506632,1376659,5298124,1323013,2433.5956309658923,2427.8841545046207,0.701869180736198,0.7090570074907991,1.0000000000000009,1.0018815110814538
1229,30,检查检验费,6883291,3,5506632,1376659,5236759,1307790,2415.3305670489017,2415.2056483717697,0.7024974982145998,0.7078314086411528,1.0,1.0016542721324515
1230,50,检查检验费,6883291,3,5506632,1376659,5134823,1282521,2405.0735050722014,2393.325235635657,0.7033981115326993,0.7065479320018,0.9999999999999991,1.0012710053741982
1231,100,检查检验费,6883291,3,5506632,1376659,4943181,1234828,2380.57700088373,2363.1994476516284,0.7047108414475228,0.7046254508981984,0.9999999999999992,1.001084837883392
1232,5,检查检验费,6883291,4,5506632,1376659,5366728,1337348,2360.7162378215494,2367.7591270358566,0.6796177180972017,0.6918315808423672,0.9999999999999994,1.0030513958468315
1233,10,检查检验费,6883291,4,5506632,1376659,5294036,1320457,2348.326968792656,2348.5764095524023,0.6814250353922192,0.6906320031709422,0.9999999999999998,1.0023932991828564
1234,15,检查检验费,6883291,4,5506632,1376659,5236531,1306480,2331.6653276800407,2333.4245171548846,0.6824743690986119,0.6905207289644517,1.0000000000000009,1.0020851480647428
1235,20,检查检验费,6883291,4,5506632,1376659,5189289,1294956,2322.2211392279814,2319.3229379735076,0.6831894350076967,0.690174145385756,1.0000000000000002,1.0019330686459815
1236,30,检查检验费,6883291,4,5506632,1376659,5111127,1275796,2302.1116085932576,2303.8743335104054,0.6843487571153688,0.6892130376334699,0.9999999999999994,1.0016317968740724
1237,50,检查检验费,6883291,4,5506632,1376659,4982118,1243850,2279.552865011522,2276.699404946215,0.6860055861211138,0.6878690052873706,1.0000000000000007,1.0011973071977853
1238,100,检查检验费,6883291,4,5506632,1376659,4755630,1187803,2251.1644702692943,2253.7555310378866,0.6883729254267789,0.6886531511361128,1.0000000000000007,1.0009831181861233
1239,5,检查检验费,6883291,5,5506632,1376659,5196499,1290910,2211.904200494271,2228.565791957156,0.631273578971343,0.6454589888606768,0.9999999999999997,1.0041274026947977
1240,10,检查检验费,6883291,5,5506632,1376659,5065351,1260577,2187.303738085643,2183.3375660363945,0.6340516739210134,0.6422605481850531,1.0,1.002818380351884
1241,15,检查检验费,6883291,5,5506632,1376659,4968219,1237551,2166.7950151582722,2162.2723781629984,0.6356168745406598,0.6414503782984257,1.0000000000000007,1.002387280549142
1242,20,检查检验费,6883291,5,5506632,1376659,4888761,1218190,2146.9278224587574,2137.769416657704,0.6367036339997758,0.6403666879111576,0.9999999999999994,1.002220491226384
1243,30,检查检验费,6883291,5,5506632,1376659,4759820,1187171,2119.9997321412297,2101.475849715759,0.6382396604779804,0.6398695298686334,1.0000000000000016,1.0018289105805607
1244,50,检查检验费,6883291,5,5506632,1376659,4566106,1139623,2089.460855339091,2065.870870327892,0.6402297111568451,0.6394084948811674,1.0,1.0014899236272918
1245,100,检查检验费,6883291,5,5506632,1376659,4239058,1058182,2033.8312978688655,2000.882455474616,0.6431643203403773,0.640087720080835,1.0000000000000004,1.0010564427409456
1246,5,检查检验费,6883291,6,5506632,1376659,5181304,1286815,2203.792653375074,2220.56514650962,0.6301433774246414,0.6447523581863662,0.9999999999999988,1.0041525633393575
1247,10,检查检验费,6883291,6,5506632,1376659,5044796,1255284,2179.2377907361697,2173.6381131392664,0.6330517107991127,0.6413424770860673,1.0000000000000016,1.0027806254897884
1248,15,检查检验费,6883291,6,5506632,1376659,4945385,1231861,2155.80699381196,2151.268392708673,0.6346654938813493,0.6405581099637249,0.9999999999999998,1.0023555780671998
1249,20,检查检验费,6883291,6,5506632,1376659,4863161,1211643,2136.715877661102,2128.9880722960124,0.6357631542363306,0.6395476519253147,1.0000000000000002,1.0022316407959653
1250,30,检查检验费,6883291,6,5506632,1376659,4729799,1179729,2107.6505304893894,2092.484492194462,0.6373788796072243,0.6388627035603452,0.999999999999999,1.0017935236035242
1251,50,检查检验费,6883291,6,5506632,1376659,4532142,1130995,2079.238056090995,2056.4648988745116,0.6394016155244631,0.6381994930434892,1.0000000000000004,1.0013327663009597
1252,100,检查检验费,6883291,6,5506632,1376659,4201187,1048700,2023.6771284094734,1995.9928277351448,0.6420109616540667,0.6392875000327899,1.0,1.001042284481451
1253,5,检查检验费,6883291,7,5506632,1376659,5013767,1242576,2125.885746068474,2152.2852843794703,0.6161568514550296,0.6326857873580143,0.9999999999999998,1.0051112022872843
1254,10,检查检验费,6883291,7,5506632,1376659,4829900,1200340,2087.3764213529535,2101.78601271203,0.620133503576325,0.6292532529844912,0.9999999999999998,1.0034452393994404
1255,15,检查检验费,6883291,7,5506632,1376659,4698609,1169019,2061.9509077232215,2072.5360189171065,0.6225562948820499,0.6279640096394684,0.9999999999999996,1.0028247483791721
1256,20,检查检验费,6883291,7,5506632,1376659,4595069,1144048,2044.0642803414376,2046.665772918262,0.6242064784224022,0.6278093980042668,0.9999999999999994,1.002492152057766
1257,30,检查检验费,6883291,7,5506632,1376659,4432717,1104593,2011.7890873019248,1996.130947652822,0.6265281318326636,0.6271252998903641,1.0000000000000004,1.0019954592259896
1258,50,检查检验费,6883291,7,5506632,1376659,4192550,1045435,1968.2845239351382,1949.3528320972875,0.6292373331807126,0.627689179406048,1.0000000000000004,1.0015673287859916
1259,100,检查检验费,6883291,7,5506632,1376659,3808985,950583,1911.3907780212949,1890.7996207323145,0.6340801506499638,0.6294921690944895,1.0000000000000002,1.0011168078872286
1260,5,检查检验费,6883291,8,5506632,1376659,4952597,1226269,2090.42235862979,2122.5216571294777,0.610002072017348,0.6275788473798124,0.9999999999999992,1.0053188687755008
1261,10,检查检验费,6883291,8,5506632,1376659,4752778,1180342,2056.7961306755756,2077.828467108888,0.6143629963758295,0.624700165323424,1.0000000000000004,1.0037687954412564
1262,15,检查检验费,6883291,8,5506632,1376659,4611679,1146815,2025.1291497867553,2037.664894793933,0.6168856544918628,0.6237169387625409,0.9999999999999998,1.0030694567101968
1263,20,检查检验费,6883291,8,5506632,1376659,4499225,1119729,1998.2109421314124,2007.8924805309591,0.6185949623562217,0.6234759525572772,0.9999999999999998,1.0026511112683092
1264,30,检查检验费,6883291,8,5506632,1376659,4324179,1076902,1968.189833477284,1961.5207477905708,0.6211829037353988,0.622752471777612,0.9999999999999998,1.0021129781933693
1265,50,检查检验费,6883291,8,5506632,1376659,4071258,1014775,1929.248102278106,1930.0923833120094,0.6244024400948055,0.6244234334075974,1.0,1.0017303618893707
1266,100,检查检验费,6883291,8,5506632,1376659,3669607,915262,1857.0937964919246,1863.5708215242812,0.6292086647819356,0.6265764811176464,1.0,1.0014101314859012
1267,5,检查检验费,6883291,9,5506632,1376659,4950408,1225714,2089.8221701649845,2122.084856041965,0.6098691169753092,0.6271051418547988,0.9999999999999994,1.005322343854
1268,10,检查检验费,6883291,9,5506632,1376659,4750043,1179623,2056.382746415292,2077.448951944676,0.614247654740862,0.624735983032121,0.9999999999999994,1.0037854726631519
1269,15,检查检验费,6883291,9,5506632,1376659,4608845,1146073,2024.684526615271,2037.3412196295535,0.6167806012476311,0.6238292091144569,0.9999999999999994,1.0031030883996754
1270,20,检查检验费,6883291,9,5506632,1376659,4496048,1118901,1997.648279624764,2007.5894591646716,0.6185006661770951,0.6236112176885976,1.0,1.002684022878167
1271,30,检查检验费,6883291,9,5506632,1376659,4320484,1075946,1967.801255784375,1961.276635223735,0.6211045793260682,0.6229075735965984,1.0,1.00214118688167
1272,50,检查检验费,6883291,9,5506632,1376659,4067397,1013799,1928.8819420680886,1929.7766850612215,0.6243207021146565,0.6245525022210511,1.0000000000000007,1.001760061857113
1273,100,检查检验费,6883291,9,5506632,1376659,3665620,914221,1856.7322469911537,1863.8530613080495,0.6291618678512315,0.6266846943584561,1.000000000000001,1.0014750908651278
1274,5,药品费,6352220,3,5081776,1270444,5003043,1248090,3838.035492458149,3880.8329852574907,1.025939539809911,1.0569222015606081,0.9999999999999991,1.0044388608807167
1275,10,药品费,6352220,3,5081776,1270444,4954942,1236672,3804.1266937938613,3841.768444700809,1.0280161247201465,1.0502337508384207,0.9999999999999984,1.0031183389067369
1276,15,药品费,6352220,3,5081776,1270444,4916195,1227275,3789.7615383872785,3819.429737955404,1.0292733867280313,1.0483320976154789,1.0,1.0025531386858977
1277,20,药品费,6352220,3,5081776,1270444,4881023,1218607,3777.9919525478304,3799.341232182237,1.030150347823443,1.0452281461958615,1.0000000000000004,1.0021602231425908
1278,30,药品费,6352220,3,5081776,1270444,4821907,1204041,3755.9921889342972,3716.1951564738265,1.031307250433661,1.0421711230114625,0.9999999999999992,1.0015611719182569
1279,50,药品费,6352220,3,5081776,1270444,4725435,1180033,3712.603201124988,3662.5739788577375,1.0323588746411878,1.0368501483488033,1.0000000000000004,1.0009009756660028
1280,100,药品费,6352220,3,5081776,1270444,4543446,1135287,3641.1816124791058,3588.6576200011796,1.0331962657518519,1.033322436082195,0.9999999999999998,1.00033182620415
1281,5,药品费,6352220,4,5081776,1270444,4946679,1232453,3599.381413484001,3665.5267532030707,0.9663848992993312,0.9996817196118564,1.0000000000000018,1.0049415959218528
1282,10,药品费,6352220,4,5081776,1270444,4876514,1215836,3559.4272716740593,3596.0515257058237,0.9691620045349072,0.9926746878657373,0.9999999999999992,1.00329586810187
1283,15,药品费,6352220,4,5081776,1270444,4822959,1203038,3536.8989600974874,3567.7898014977163,0.9707121366251519,0.9887766812148542,0.9999999999999994,1.0022801592996433
1284,20,药品费,6352220,4,5081776,1270444,4777197,1191917,3511.0530161272095,3473.5355048721112,0.9717469852785007,0.9875992010499898,1.000000000000001,1.0018279398451826
1285,30,药品费,6352220,4,5081776,1270444,4701367,1173242,3454.9202146896732,3429.9761894602443,0.9730756214892579,0.9866316730513255,0.9999999999999994,1.0014150847654246
1286,50,药品费,6352220,4,5081776,1270444,4580213,1143452,3399.427985722067,3385.2411295694133,0.9743934113647601,0.9816645815018848,1.0000000000000004,1.000960941664747
1287,100,药品费,6352220,4,5081776,1270444,4364955,1090469,3330.459345414381,3313.439817627976,0.9758048491719359,0.9745038358167432,1.0000000000000004,1.0000089499588924
1288,5,药品费,6352220,5,5081776,1270444,4785322,1188939,3362.917445496944,3382.358577706898,0.8868827817529314,0.9398822868392677,0.999999999999999,1.0071037216290364
1289,10,药品费,6352220,5,5081776,1270444,4660115,1160050,3292.2169266860155,3330.148303465003,0.8911697019027156,0.9321864973604166,0.9999999999999996,1.0047748858921934
1290,15,药品费,6352220,5,5081776,1270444,4566887,1137632,3253.540115916992,3274.6422874736663,0.8932655768008239,0.929435228603676,0.9999999999999996,1.0036799623767356
1291,20,药品费,6352220,5,5081776,1270444,4492109,1119639,3212.5069147672225,3223.9575954708853,0.8945897897672913,0.9260398501621512,0.9999999999999998,1.0029751577950756
1292,30,药品费,6352220,5,5081776,1270444,4370619,1090047,3164.7262063607204,3177.840139611791,0.8959952380769912,0.9200199249295062,0.9999999999999993,1.0021843992439565
1293,50,药品费,6352220,5,5081776,1270444,4189922,1045628,3098.979594569517,3111.1596415522176,0.8971564859524869,0.916824698190132,1.0000000000000002,1.0010733452171252
1294,100,药品费,6352220,5,5081776,1270444,3881400,968821,2931.7816307678218,2995.6920533498937,0.897474704701669,0.9127120348510511,0.9999999999999999,1.0005151714434104
1295,5,药品费,6352220,6,5081776,1270444,4770326,1184785,3347.51313368325,3373.367869040156,0.8840778236488995,0.938613261161736,0.9999999999999988,1.0073086700160845
1296,10,药品费,6352220,6,5081776,1270444,4640761,1155118,3276.336126755878,3319.790612766612,0.8884937931455584,0.930243610247757,1.0000000000000004,1.004914240915234
1297,15,药品费,6352220,6,5081776,1270444,4545301,1132113,3237.1065892341435,3264.1291812113254,0.8906054881536025,0.927142917012479,0.9999999999999992,1.0037994905761514
1298,20,药品费,6352220,6,5081776,1270444,4467722,1113365,3193.976581749223,3205.448915685712,0.8920062141541173,0.9232724949432302,1.0000000000000004,1.0029606044425943
1299,30,药品费,6352220,6,5081776,1270444,4343423,1083054,3133.2813142103255,3156.294509086446,0.893354330142643,0.9172107273525887,0.9999999999999998,1.0020635266289348
1300,50,药品费,6352220,6,5081776,1270444,4158267,1037524,3072.2282766501226,3093.224404347804,0.8946115419912065,0.9137497239539126,1.0000000000000002,1.0009419544876228
1301,100,药品费,6352220,6,5081776,1270444,3846158,960150,2915.5094565413665,2946.2396596851286,0.8948184303722478,0.907596423650813,1.0000000000000004,1.0002672334696623
1302,5,药品费,6352220,7,5081776,1270444,4611288,1142428,3195.0041881527804,3228.5685930298823,0.8547473716564054,0.9186185040280531,1.0000000000000002,1.0090938091176669
1303,10,药品费,6352220,7,5081776,1270444,4436499,1102376,3103.337840201162,3155.779526432835,0.8605935105441676,0.9091815906909224,0.9999999999999991,1.0058000638091018
